BGC	Accession	Description	Product	BiG_SCAPE	Organism	Taxonomy
Esin_bac_bin421~Esin_metagenome_contig_000693.region001	Esin_metagenome_contig_000693	Esin_metagenome_contig_000693	arylpolyene	Others		
Esin_bac_bin422~Esin_metagenome_contig_024519.region001	Esin_metagenome_contig_024519	Esin_metagenome_contig_024519	arylpolyene	Others		
Esin_bac_bin422~Esin_metagenome_contig_050318.region001	Esin_metagenome_contig_050318	Esin_metagenome_contig_050318	terpene	Terpene		
Esin_bac_bin422~Esin_metagenome_contig_055905.region001	Esin_metagenome_contig_055905	Esin_metagenome_contig_055905	betalactone	Others		
Esin_bac_bin423~Esin_metagenome_contig_000014.region001	Esin_metagenome_contig_000014	Esin_metagenome_contig_000014	NI-siderophore	Others		
Esin_bac_bin423~Esin_metagenome_contig_000014.region002	Esin_metagenome_contig_000014	Esin_metagenome_contig_000014	CDPS	NRPS		
Esin_bac_bin423~Esin_metagenome_contig_000014.region003	Esin_metagenome_contig_000014	Esin_metagenome_contig_000014	RiPP-like	RiPPs		
Esin_bac_bin423~Esin_metagenome_contig_000014.region004	Esin_metagenome_contig_000014	Esin_metagenome_contig_000014	nucleoside.NRPS	Others		
Esin_bac_bin423~Esin_metagenome_contig_000014.region005	Esin_metagenome_contig_000014	Esin_metagenome_contig_000014	NRPS	NRPS		
Esin_bac_bin423~Esin_metagenome_contig_004542.region001	Esin_metagenome_contig_004542	Esin_metagenome_contig_004542	CDPS.NRPS-like	NRPS		
Esin_bac_bin423~Esin_metagenome_contig_120369.region001	Esin_metagenome_contig_120369	Esin_metagenome_contig_120369	RRE-containing	RiPPs		
Esin_bac_bin426~Esin_metagenome_contig_008622.region001	Esin_metagenome_contig_008622	Esin_metagenome_contig_008622	betalactone	Others		
Esin_bac_bin426~Esin_metagenome_contig_047033.region001	Esin_metagenome_contig_047033	Esin_metagenome_contig_047033	arylpolyene	Others		
Esin_bac_bin426~Esin_metagenome_contig_061384.region001	Esin_metagenome_contig_061384	Esin_metagenome_contig_061384	T3PKS	PKSother		
Esin_bac_bin426~Esin_metagenome_contig_138450.region001	Esin_metagenome_contig_138450	Esin_metagenome_contig_138450	NI-siderophore	Others		
Esin_bac_bin426~Esin_metagenome_contig_181337.region001	Esin_metagenome_contig_181337	Esin_metagenome_contig_181337	arylpolyene	Others		
Esin_bac_bin426~Esin_metagenome_contig_184721.region001	Esin_metagenome_contig_184721	Esin_metagenome_contig_184721	NI-siderophore	Others		
Esin_bac_bin428~Esin_metagenome_contig_082823.region001	Esin_metagenome_contig_082823	Esin_metagenome_contig_082823	hserlactone	Others		
Esin_bac_bin428~Esin_metagenome_contig_108738.region001	Esin_metagenome_contig_108738	Esin_metagenome_contig_108738	phenazine	Others		
Esin_bac_bin428~Esin_metagenome_contig_116961.region001	Esin_metagenome_contig_116961	Esin_metagenome_contig_116961	RiPP-like	RiPPs		
Esin_bac_bin428~Esin_metagenome_contig_117957.region001	Esin_metagenome_contig_117957	Esin_metagenome_contig_117957	opine-like-metallophore	Others		
Esin_bac_bin428~Esin_metagenome_contig_119146.region001	Esin_metagenome_contig_119146	Esin_metagenome_contig_119146	NRPS	NRPS		
Esin_bac_bin428~Esin_metagenome_contig_124910.region001	Esin_metagenome_contig_124910	Esin_metagenome_contig_124910	RiPP-like	RiPPs		
Esin_bac_bin428~Esin_metagenome_contig_128330.region001	Esin_metagenome_contig_128330	Esin_metagenome_contig_128330	betalactone	Others		
Esin_bac_bin428~Esin_metagenome_contig_139872.region001	Esin_metagenome_contig_139872	Esin_metagenome_contig_139872	phenazine	Others		
Esin_bac_bin428~Esin_metagenome_contig_168920.region001	Esin_metagenome_contig_168920	Esin_metagenome_contig_168920	NRPS	NRPS		
Esin_bac_bin428~Esin_metagenome_contig_189903.region001	Esin_metagenome_contig_189903	Esin_metagenome_contig_189903	NRPS-like	NRPS		
Esin_bac_bin428~Esin_metagenome_contig_193134.region001	Esin_metagenome_contig_193134	Esin_metagenome_contig_193134	hserlactone	Others		
Esin_bac_bin428~Esin_metagenome_contig_198193.region001	Esin_metagenome_contig_198193	Esin_metagenome_contig_198193	NRPS	NRPS		
Esin_bac_bin428~Esin_metagenome_contig_203721.region001	Esin_metagenome_contig_203721	Esin_metagenome_contig_203721	redox-cofactor	RiPPs		
Esin_bac_bin428~Esin_metagenome_contig_228716.region001	Esin_metagenome_contig_228716	Esin_metagenome_contig_228716	NRPS	NRPS		
Esin_bac_bin428~Esin_metagenome_contig_245208.region001	Esin_metagenome_contig_245208	Esin_metagenome_contig_245208	NRPS-like	NRPS		
Esin_bac_bin428~Esin_metagenome_contig_256827.region001	Esin_metagenome_contig_256827	Esin_metagenome_contig_256827	NRPS	NRPS		
Esin_bac_bin429~Esin_metagenome_contig_000114.region001	Esin_metagenome_contig_000114	Esin_metagenome_contig_000114	hglE-KS.T1PKS	PKSother		
Esin_bac_bin429~Esin_metagenome_contig_000890.region001	Esin_metagenome_contig_000890	Esin_metagenome_contig_000890	NRPS-like	NRPS		
Esin_bac_bin430~Esin_metagenome_contig_165236.region001	Esin_metagenome_contig_165236	Esin_metagenome_contig_165236	RiPP-like	RiPPs		
Esin_bac_bin431~Esin_metagenome_contig_009913.region001	Esin_metagenome_contig_009913	Esin_metagenome_contig_009913	arylpolyene	Others		
Esin_bac_bin434~Esin_metagenome_contig_025468.region001	Esin_metagenome_contig_025468	Esin_metagenome_contig_025468	phosphonate	Others		
Esin_bac_bin434~Esin_metagenome_contig_049938.region001	Esin_metagenome_contig_049938	Esin_metagenome_contig_049938	RiPP-like	RiPPs		
Esin_bac_bin435~Esin_metagenome_contig_000008.region001	Esin_metagenome_contig_000008	Esin_metagenome_contig_000008	RiPP-like	RiPPs		
Esin_bac_bin436~Esin_metagenome_contig_000822.region001	Esin_metagenome_contig_000822	Esin_metagenome_contig_000822	phosphonate	Others		
Esin_bac_bin436~Esin_metagenome_contig_003597.region001	Esin_metagenome_contig_003597	Esin_metagenome_contig_003597	RiPP-like	RiPPs		
Esin_bac_bin437~Esin_metagenome_contig_000087.region001	Esin_metagenome_contig_000087	Esin_metagenome_contig_000087	phosphonate	Others		
Esin_bac_bin437~Esin_metagenome_contig_000176.region001	Esin_metagenome_contig_000176	Esin_metagenome_contig_000176	betalactone	Others		
Esin_bac_bin438~Esin_metagenome_contig_000905.region001	Esin_metagenome_contig_000905	Esin_metagenome_contig_000905	phosphonate	Others		
Esin_bac_bin438~Esin_metagenome_contig_006634.region001	Esin_metagenome_contig_006634	Esin_metagenome_contig_006634	RiPP-like	RiPPs		
Esin_bac_bin440~Esin_metagenome_contig_022912.region001	Esin_metagenome_contig_022912	Esin_metagenome_contig_022912	RiPP-like	RiPPs		
Esin_bac_bin440~Esin_metagenome_contig_042060.region001	Esin_metagenome_contig_042060	Esin_metagenome_contig_042060	lassopeptide	RiPPs		
Esin_bac_bin441~Esin_metagenome_contig_000137.region001	Esin_metagenome_contig_000137	Esin_metagenome_contig_000137	phosphonate	Others		
Esin_bac_bin441~Esin_metagenome_contig_000355.region001	Esin_metagenome_contig_000355	Esin_metagenome_contig_000355	RiPP-like	RiPPs		
Esin_bac_bin442~Esin_metagenome_contig_000053.region001	Esin_metagenome_contig_000053	Esin_metagenome_contig_000053	T3PKS	PKSother		
Esin_bac_bin442~Esin_metagenome_contig_000144.region001	Esin_metagenome_contig_000144	Esin_metagenome_contig_000144	NRPS-like	NRPS		
Esin_bac_bin442~Esin_metagenome_contig_000483.region001	Esin_metagenome_contig_000483	Esin_metagenome_contig_000483	phosphonate	Others		
Esin_bac_bin444~Esin_metagenome_contig_000031.region001	Esin_metagenome_contig_000031	Esin_metagenome_contig_000031	arylpolyene	Others		
Esin_bac_bin444~Esin_metagenome_contig_000656.region001	Esin_metagenome_contig_000656	Esin_metagenome_contig_000656	ranthipeptide	RiPPs		
Esin_bac_bin444~Esin_metagenome_contig_002132.region001	Esin_metagenome_contig_002132	Esin_metagenome_contig_002132	RRE-containing	RiPPs		
Esin_bac_bin445~Esin_metagenome_contig_000118.region001	Esin_metagenome_contig_000118	Esin_metagenome_contig_000118	arylpolyene	Others		
Esin_bac_bin445~Esin_metagenome_contig_002231.region001	Esin_metagenome_contig_002231	Esin_metagenome_contig_002231	betalactone	Others		
Esin_bac_bin446~Esin_metagenome_contig_000975.region001	Esin_metagenome_contig_000975	Esin_metagenome_contig_000975	betalactone	Others		
Esin_bac_bin446~Esin_metagenome_contig_015406.region001	Esin_metagenome_contig_015406	Esin_metagenome_contig_015406	arylpolyene	Others		
Esin_bac_bin447~Esin_metagenome_contig_000675.region001	Esin_metagenome_contig_000675	Esin_metagenome_contig_000675	arylpolyene	Others		
Esin_bac_bin447~Esin_metagenome_contig_000732.region001	Esin_metagenome_contig_000732	Esin_metagenome_contig_000732	terpene	Terpene		
Esin_bac_bin447~Esin_metagenome_contig_003830.region001	Esin_metagenome_contig_003830	Esin_metagenome_contig_003830	terpene	Terpene		
Esin_bac_bin447~Esin_metagenome_contig_017652.region001	Esin_metagenome_contig_017652	Esin_metagenome_contig_017652	betalactone	Others		
Esin_bac_bin449~Esin_metagenome_contig_000047.region001	Esin_metagenome_contig_000047	Esin_metagenome_contig_000047	terpene	Terpene		
Esin_bac_bin449~Esin_metagenome_contig_000047.region002	Esin_metagenome_contig_000047	Esin_metagenome_contig_000047	phosphonate	Others		
Esin_bac_bin449~Esin_metagenome_contig_003084.region001	Esin_metagenome_contig_003084	Esin_metagenome_contig_003084	terpene	Terpene		
Esin_bac_bin450~Esin_metagenome_contig_039616.region001	Esin_metagenome_contig_039616	Esin_metagenome_contig_039616	RiPP-like	RiPPs		
Esin_bac_bin450~Esin_metagenome_contig_063170.region001	Esin_metagenome_contig_063170	Esin_metagenome_contig_063170	terpene	Terpene		
Esin_bac_bin450~Esin_metagenome_contig_181552.region001	Esin_metagenome_contig_181552	Esin_metagenome_contig_181552	terpene	Terpene		
Esin_bac_bin451~Esin_metagenome_contig_002180.region001	Esin_metagenome_contig_002180	Esin_metagenome_contig_002180	terpene	Terpene		
Esin_bac_bin451~Esin_metagenome_contig_117306.region001	Esin_metagenome_contig_117306	Esin_metagenome_contig_117306	terpene	Terpene		
Pame_bac_bin002~Pame_metagenome_contig_000016.region001	Pame_metagenome_contig_000016	Pame_metagenome_contig_000016	butyrolactone	Others		
Pame_bac_bin002~Pame_metagenome_contig_000016.region002	Pame_metagenome_contig_000016	Pame_metagenome_contig_000016	NAPAA	NRPS		
Pame_bac_bin002~Pame_metagenome_contig_000016.region003	Pame_metagenome_contig_000016	Pame_metagenome_contig_000016	NRP-metallophore.NRPS	Others		
Pame_bac_bin002~Pame_metagenome_contig_000016.region004	Pame_metagenome_contig_000016	Pame_metagenome_contig_000016	T3PKS	PKSother		
Pame_bac_bin002~Pame_metagenome_contig_000016.region005	Pame_metagenome_contig_000016	Pame_metagenome_contig_000016	terpene	Terpene		
Pame_bac_bin002~Pame_metagenome_contig_000856.region001	Pame_metagenome_contig_000856	Pame_metagenome_contig_000856	T1PKS	PKSI		
Pame_bac_bin002~Pame_metagenome_contig_001270.region001	Pame_metagenome_contig_001270	Pame_metagenome_contig_001270	terpene	Terpene		
Pame_bac_bin004~Pame_metagenome_contig_000170.region001	Pame_metagenome_contig_000170	Pame_metagenome_contig_000170	RiPP-like	RiPPs		
Pame_bac_bin004~Pame_metagenome_contig_000195.region001	Pame_metagenome_contig_000195	Pame_metagenome_contig_000195	phosphonate	Others		
Pame_bac_bin004~Pame_metagenome_contig_000854.region001	Pame_metagenome_contig_000854	Pame_metagenome_contig_000854	RiPP-like	RiPPs		
Pame_bac_bin007~Pame_metagenome_contig_000798.region001	Pame_metagenome_contig_000798	Pame_metagenome_contig_000798	phosphonate	Others		
Pame_bac_bin007~Pame_metagenome_contig_000905.region001	Pame_metagenome_contig_000905	Pame_metagenome_contig_000905	phosphonate	Others		
Pame_bac_bin014~Pame_metagenome_contig_000744.region001	Pame_metagenome_contig_000744	Pame_metagenome_contig_000744	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin014~Pame_metagenome_contig_001543.region001	Pame_metagenome_contig_001543	Pame_metagenome_contig_001543	T3PKS	PKSother		
Pame_bac_bin014~Pame_metagenome_contig_001567.region001	Pame_metagenome_contig_001567	Pame_metagenome_contig_001567	RiPP-like	RiPPs		
Pame_bac_bin015~Pame_metagenome_contig_002985.region001	Pame_metagenome_contig_002985	Pame_metagenome_contig_002985	NRPS-like.NRPS	NRPS		
Pame_bac_bin015~Pame_metagenome_contig_003305.region001	Pame_metagenome_contig_003305	Pame_metagenome_contig_003305	T3PKS	PKSother		
Pame_bac_bin016~Pame_metagenome_contig_000357.region001	Pame_metagenome_contig_000357	Pame_metagenome_contig_000357	T3PKS	PKSother		
Pame_bac_bin017~Pame_metagenome_contig_002958.region001	Pame_metagenome_contig_002958	Pame_metagenome_contig_002958	T3PKS	PKSother		
Pame_bac_bin019~Pame_metagenome_contig_006446.region001	Pame_metagenome_contig_006446	Pame_metagenome_contig_006446	T3PKS	PKSother		
Pame_bac_bin020~Pame_metagenome_contig_000117.region001	Pame_metagenome_contig_000117	Pame_metagenome_contig_000117	lanthipeptide-class-ii	RiPPs		
Pame_bac_bin020~Pame_metagenome_contig_000218.region001	Pame_metagenome_contig_000218	Pame_metagenome_contig_000218	furan	Others		
Pame_bac_bin020~Pame_metagenome_contig_002942.region001	Pame_metagenome_contig_002942	Pame_metagenome_contig_002942	RiPP-like	RiPPs		
Pame_bac_bin020~Pame_metagenome_contig_008054.region001	Pame_metagenome_contig_008054	Pame_metagenome_contig_008054	hglE-KS.PUFA	Others		
Pame_bac_bin020~Pame_metagenome_contig_008702.region001	Pame_metagenome_contig_008702	Pame_metagenome_contig_008702	RiPP-like	RiPPs		
Pame_bac_bin024~Pame_metagenome_contig_000800.region001	Pame_metagenome_contig_000800	Pame_metagenome_contig_000800	T3PKS	PKSother		
Pame_bac_bin025~Pame_metagenome_contig_000344.region001	Pame_metagenome_contig_000344	Pame_metagenome_contig_000344	T3PKS	PKSother		
Pame_bac_bin026~Pame_metagenome_contig_006606.region001	Pame_metagenome_contig_006606	Pame_metagenome_contig_006606	T3PKS	PKSother		
Pame_bac_bin027~Pame_metagenome_contig_001064.region001	Pame_metagenome_contig_001064	Pame_metagenome_contig_001064	T3PKS	PKSother		
Pame_bac_bin028~Pame_metagenome_contig_045901.region001	Pame_metagenome_contig_045901	Pame_metagenome_contig_045901	T3PKS	PKSother		
Pame_bac_bin029~Pame_metagenome_contig_001652.region001	Pame_metagenome_contig_001652	Pame_metagenome_contig_001652	lassopeptide	RiPPs		
Pame_bac_bin031~Pame_metagenome_contig_000171.region001	Pame_metagenome_contig_000171	Pame_metagenome_contig_000171	T3PKS	PKSother		
Pame_bac_bin032~Pame_metagenome_contig_000866.region001	Pame_metagenome_contig_000866	Pame_metagenome_contig_000866	T3PKS	PKSother		
Pame_bac_bin033~Pame_metagenome_contig_000008.region001	Pame_metagenome_contig_000008	Pame_metagenome_contig_000008	lanthipeptide-class-ii	RiPPs		
Pame_bac_bin034~Pame_metagenome_contig_002815.region001	Pame_metagenome_contig_002815	Pame_metagenome_contig_002815	T3PKS	PKSother		
Pame_bac_bin034~Pame_metagenome_contig_007839.region001	Pame_metagenome_contig_007839	Pame_metagenome_contig_007839	arylpolyene	Others		
Pame_bac_bin035~Pame_metagenome_contig_052517.region001	Pame_metagenome_contig_052517	Pame_metagenome_contig_052517	RRE-containing	RiPPs		
Pame_bac_bin036~Pame_metagenome_contig_036508.region001	Pame_metagenome_contig_036508	Pame_metagenome_contig_036508	RRE-containing	RiPPs		
Pame_bac_bin037~Pame_metagenome_contig_004426.region001	Pame_metagenome_contig_004426	Pame_metagenome_contig_004426	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin037~Pame_metagenome_contig_004564.region001	Pame_metagenome_contig_004564	Pame_metagenome_contig_004564	RiPP-like	RiPPs		
Pame_bac_bin037~Pame_metagenome_contig_011626.region001	Pame_metagenome_contig_011626	Pame_metagenome_contig_011626	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin037~Pame_metagenome_contig_031498.region001	Pame_metagenome_contig_031498	Pame_metagenome_contig_031498	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin037~Pame_metagenome_contig_037050.region001	Pame_metagenome_contig_037050	Pame_metagenome_contig_037050	thiopeptide	RiPPs		
Pame_bac_bin037~Pame_metagenome_contig_071249.region001	Pame_metagenome_contig_071249	Pame_metagenome_contig_071249	ranthipeptide	RiPPs		
Pame_bac_bin038~Pame_metagenome_contig_000903.region001	Pame_metagenome_contig_000903	Pame_metagenome_contig_000903	ranthipeptide	RiPPs		
Pame_bac_bin039~Pame_metagenome_contig_003466.region001	Pame_metagenome_contig_003466	Pame_metagenome_contig_003466	ranthipeptide	RiPPs		
Pame_bac_bin040~Pame_metagenome_contig_026896.region001	Pame_metagenome_contig_026896	Pame_metagenome_contig_026896	ranthipeptide	RiPPs		
Pame_bac_bin040~Pame_metagenome_contig_035237.region001	Pame_metagenome_contig_035237	Pame_metagenome_contig_035237	phosphonate	Others		
Pame_bac_bin041~Pame_metagenome_contig_001394.region001	Pame_metagenome_contig_001394	Pame_metagenome_contig_001394	RiPP-like	RiPPs		
Pame_bac_bin041~Pame_metagenome_contig_001769.region001	Pame_metagenome_contig_001769	Pame_metagenome_contig_001769	NRPS	NRPS		
Pame_bac_bin041~Pame_metagenome_contig_004432.region001	Pame_metagenome_contig_004432	Pame_metagenome_contig_004432	ranthipeptide	RiPPs		
Pame_bac_bin041~Pame_metagenome_contig_054893.region001	Pame_metagenome_contig_054893	Pame_metagenome_contig_054893	NRPS-like	NRPS		
Pame_bac_bin042~Pame_metagenome_contig_000368.region001	Pame_metagenome_contig_000368	Pame_metagenome_contig_000368	ranthipeptide	RiPPs		
Pame_bac_bin042~Pame_metagenome_contig_000795.region001	Pame_metagenome_contig_000795	Pame_metagenome_contig_000795	NRPS-like.RiPP-like	Others		
Pame_bac_bin043~Pame_metagenome_contig_001434.region001	Pame_metagenome_contig_001434	Pame_metagenome_contig_001434	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin043~Pame_metagenome_contig_004115.region001	Pame_metagenome_contig_004115	Pame_metagenome_contig_004115	ranthipeptide	RiPPs		
Pame_bac_bin043~Pame_metagenome_contig_016805.region001	Pame_metagenome_contig_016805	Pame_metagenome_contig_016805	NRPS-like	NRPS		
Pame_bac_bin044~Pame_metagenome_contig_003219.region001	Pame_metagenome_contig_003219	Pame_metagenome_contig_003219	RiPP-like	RiPPs		
Pame_bac_bin044~Pame_metagenome_contig_004428.region001	Pame_metagenome_contig_004428	Pame_metagenome_contig_004428	RRE-containing	RiPPs		
Pame_bac_bin045~Pame_metagenome_contig_007856.region001	Pame_metagenome_contig_007856	Pame_metagenome_contig_007856	NRPS-like	NRPS		
Pame_bac_bin045~Pame_metagenome_contig_015471.region001	Pame_metagenome_contig_015471	Pame_metagenome_contig_015471	terpene	Terpene		
Pame_bac_bin045~Pame_metagenome_contig_020629.region001	Pame_metagenome_contig_020629	Pame_metagenome_contig_020629	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin045~Pame_metagenome_contig_021316.region001	Pame_metagenome_contig_021316	Pame_metagenome_contig_021316	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin045~Pame_metagenome_contig_024046.region001	Pame_metagenome_contig_024046	Pame_metagenome_contig_024046	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin046~Pame_metagenome_contig_007325.region001	Pame_metagenome_contig_007325	Pame_metagenome_contig_007325	RiPP-like	RiPPs		
Pame_bac_bin046~Pame_metagenome_contig_025865.region001	Pame_metagenome_contig_025865	Pame_metagenome_contig_025865	RiPP-like	RiPPs		
Pame_bac_bin047~Pame_metagenome_contig_007720.region001	Pame_metagenome_contig_007720	Pame_metagenome_contig_007720	RiPP-like	RiPPs		
Pame_bac_bin047~Pame_metagenome_contig_034782.region001	Pame_metagenome_contig_034782	Pame_metagenome_contig_034782	ranthipeptide	RiPPs		
Pame_bac_bin047~Pame_metagenome_contig_048034.region001	Pame_metagenome_contig_048034	Pame_metagenome_contig_048034	ranthipeptide	RiPPs		
Pame_bac_bin048~Pame_metagenome_contig_002272.region001	Pame_metagenome_contig_002272	Pame_metagenome_contig_002272	RiPP-like	RiPPs		
Pame_bac_bin048~Pame_metagenome_contig_003645.region001	Pame_metagenome_contig_003645	Pame_metagenome_contig_003645	NRPS-like	NRPS		
Pame_bac_bin048~Pame_metagenome_contig_003645.region002	Pame_metagenome_contig_003645	Pame_metagenome_contig_003645	RiPP-like	RiPPs		
Pame_bac_bin048~Pame_metagenome_contig_025843.region001	Pame_metagenome_contig_025843	Pame_metagenome_contig_025843	ranthipeptide	RiPPs		
Pame_bac_bin049~Pame_metagenome_contig_008832.region001	Pame_metagenome_contig_008832	Pame_metagenome_contig_008832	RiPP-like	RiPPs		
Pame_bac_bin051~Pame_metagenome_contig_004959.region001	Pame_metagenome_contig_004959	Pame_metagenome_contig_004959	ranthipeptide	RiPPs		
Pame_bac_bin051~Pame_metagenome_contig_008141.region001	Pame_metagenome_contig_008141	Pame_metagenome_contig_008141	betalactone	Others		
Pame_bac_bin054~Pame_metagenome_contig_001636.region001	Pame_metagenome_contig_001636	Pame_metagenome_contig_001636	NRPS	NRPS		
Pame_bac_bin055~Pame_metagenome_contig_000176.region001	Pame_metagenome_contig_000176	Pame_metagenome_contig_000176	ranthipeptide	RiPPs		
Pame_bac_bin055~Pame_metagenome_contig_001621.region001	Pame_metagenome_contig_001621	Pame_metagenome_contig_001621	lassopeptide.arylpolyene	Others		
Pame_bac_bin055~Pame_metagenome_contig_003523.region001	Pame_metagenome_contig_003523	Pame_metagenome_contig_003523	betalactone	Others		
Pame_bac_bin056~Pame_metagenome_contig_000285.region001	Pame_metagenome_contig_000285	Pame_metagenome_contig_000285	ranthipeptide	RiPPs		
Pame_bac_bin056~Pame_metagenome_contig_000285.region002	Pame_metagenome_contig_000285	Pame_metagenome_contig_000285	arylpolyene	Others		
Pame_bac_bin057~Pame_metagenome_contig_001630.region001	Pame_metagenome_contig_001630	Pame_metagenome_contig_001630	ranthipeptide	RiPPs		
Pame_bac_bin058~Pame_metagenome_contig_009734.region001	Pame_metagenome_contig_009734	Pame_metagenome_contig_009734	ranthipeptide	RiPPs		
Pame_bac_bin058~Pame_metagenome_contig_019225.region001	Pame_metagenome_contig_019225	Pame_metagenome_contig_019225	betalactone	Others		
Pame_bac_bin059~Pame_metagenome_contig_002262.region001	Pame_metagenome_contig_002262	Pame_metagenome_contig_002262	ranthipeptide	RiPPs		
Pame_bac_bin061~Pame_metagenome_contig_026230.region001	Pame_metagenome_contig_026230	Pame_metagenome_contig_026230	NRPS	NRPS		
Pame_bac_bin062~Pame_metagenome_contig_005600.region001	Pame_metagenome_contig_005600	Pame_metagenome_contig_005600	ranthipeptide	RiPPs		
Pame_bac_bin063~Pame_metagenome_contig_000600.region001	Pame_metagenome_contig_000600	Pame_metagenome_contig_000600	cyclic-lactone-autoinducer.ranthipeptide	RiPPs		
Pame_bac_bin064~Pame_metagenome_contig_037352.region001	Pame_metagenome_contig_037352	Pame_metagenome_contig_037352	ranthipeptide	RiPPs		
Pame_bac_bin064~Pame_metagenome_contig_064479.region001	Pame_metagenome_contig_064479	Pame_metagenome_contig_064479	ranthipeptide	RiPPs		
Pame_bac_bin066~Pame_metagenome_contig_094776.region001	Pame_metagenome_contig_094776	Pame_metagenome_contig_094776	NRPS	NRPS		
Pame_bac_bin066~Pame_metagenome_contig_143514.region001	Pame_metagenome_contig_143514	Pame_metagenome_contig_143514	NRPS	NRPS		
Pame_bac_bin066~Pame_metagenome_contig_188880.region001	Pame_metagenome_contig_188880	Pame_metagenome_contig_188880	RRE-containing	RiPPs		
Pame_bac_bin067~Pame_metagenome_contig_003639.region001	Pame_metagenome_contig_003639	Pame_metagenome_contig_003639	ranthipeptide	RiPPs		
Pame_bac_bin067~Pame_metagenome_contig_006215.region001	Pame_metagenome_contig_006215	Pame_metagenome_contig_006215	RiPP-like	RiPPs		
Pame_bac_bin068~Pame_metagenome_contig_003022.region001	Pame_metagenome_contig_003022	Pame_metagenome_contig_003022	ranthipeptide	RiPPs		
Pame_bac_bin068~Pame_metagenome_contig_133681.region001	Pame_metagenome_contig_133681	Pame_metagenome_contig_133681	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin069~Pame_metagenome_contig_036795.region001	Pame_metagenome_contig_036795	Pame_metagenome_contig_036795	ranthipeptide	RiPPs		
Pame_bac_bin070~Pame_metagenome_contig_000431.region001	Pame_metagenome_contig_000431	Pame_metagenome_contig_000431	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin070~Pame_metagenome_contig_000431.region002	Pame_metagenome_contig_000431	Pame_metagenome_contig_000431	cyclic-lactone-autoinducer.NRPS	Others		
Pame_bac_bin070~Pame_metagenome_contig_000566.region001	Pame_metagenome_contig_000566	Pame_metagenome_contig_000566	cyclic-lactone-autoinducer.RiPP-like	RiPPs		
Pame_bac_bin070~Pame_metagenome_contig_000924.region001	Pame_metagenome_contig_000924	Pame_metagenome_contig_000924	transAT-PKS.NRPS.ranthipeptide.cyclic-lactone-autoinducer.NRPS-like	Others		
Pame_bac_bin070~Pame_metagenome_contig_003040.region001	Pame_metagenome_contig_003040	Pame_metagenome_contig_003040	HR-T2PKS.ladderane.NRPS	Others		
Pame_bac_bin070~Pame_metagenome_contig_003089.region001	Pame_metagenome_contig_003089	Pame_metagenome_contig_003089	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin070~Pame_metagenome_contig_003452.region001	Pame_metagenome_contig_003452	Pame_metagenome_contig_003452	ranthipeptide	RiPPs		
Pame_bac_bin070~Pame_metagenome_contig_004074.region001	Pame_metagenome_contig_004074	Pame_metagenome_contig_004074	cyclic-lactone-autoinducer.NRPS	Others		
Pame_bac_bin070~Pame_metagenome_contig_006311.region001	Pame_metagenome_contig_006311	Pame_metagenome_contig_006311	cyclic-lactone-autoinducer.NRPS-like	Others		
Pame_bac_bin070~Pame_metagenome_contig_006769.region001	Pame_metagenome_contig_006769	Pame_metagenome_contig_006769	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin070~Pame_metagenome_contig_012649.region001	Pame_metagenome_contig_012649	Pame_metagenome_contig_012649	ranthipeptide	RiPPs		
Pame_bac_bin071~Pame_metagenome_contig_000257.region001	Pame_metagenome_contig_000257	Pame_metagenome_contig_000257	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin071~Pame_metagenome_contig_000257.region002	Pame_metagenome_contig_000257	Pame_metagenome_contig_000257	ranthipeptide	RiPPs		
Pame_bac_bin072~Pame_metagenome_contig_000106.region001	Pame_metagenome_contig_000106	Pame_metagenome_contig_000106	cyclic-lactone-autoinducer.NRPS	Others		
Pame_bac_bin072~Pame_metagenome_contig_000106.region002	Pame_metagenome_contig_000106	Pame_metagenome_contig_000106	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin072~Pame_metagenome_contig_000106.region003	Pame_metagenome_contig_000106	Pame_metagenome_contig_000106	ranthipeptide	RiPPs		
Pame_bac_bin072~Pame_metagenome_contig_000175.region001	Pame_metagenome_contig_000175	Pame_metagenome_contig_000175	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin072~Pame_metagenome_contig_000251.region001	Pame_metagenome_contig_000251	Pame_metagenome_contig_000251	RRE-containing	RiPPs		
Pame_bac_bin072~Pame_metagenome_contig_000649.region001	Pame_metagenome_contig_000649	Pame_metagenome_contig_000649	cyclic-lactone-autoinducer	RiPPs		
