Genome	Aliphatic_amine	npAA	Aromatic	SCFA	SCFA-other	Other	E-MGC	Putative
Pame_bac_bin344	0	0	0	3	1	0	2	4
Pful_bac_bin353	0	0	0	3	0	0	1	2
Pful_bac_bin321	0	0	0	3	0	1	1	3
Pful_bac_bin335	0	0	0	4	0	1	1	3
Pful_bac_bin116	0	0	0	1	0	0	1	1
Esin_bac_bin201	0	0	1	0	0	0	0	0
Pame_bac_bin345	0	0	0	2	0	0	1	0
Pful_bac_bin233	0	0	0	4	0	0	3	2
Pame_bac_bin274	0	0	0	1	0	0	0	2
Pful_bac_bin484	0	0	0	2	1	1	1	2
Esin_bac_bin337	0	0	0	3	0	0	1	2
Pful_bac_bin412	0	0	0	2	1	0	3	3
Bger_bac_bin169	0	0	1	4	0	0	4	6
Pame_bac_bin359	1	0	0	2	0	0	0	1
Bger_bac_bin034	0	0	0	1	1	0	0	5
Bger_bac_bin137	0	0	0	4	0	0	1	4
Esin_bac_bin304	2	0	0	4	0	0	0	4
Bger_bac_bin170	0	0	0	1	1	1	3	4
Pful_bac_bin128	0	0	0	1	0	0	0	1
Pful_bac_bin033	0	0	0	0	0	1	1	3
Pame_bac_bin066	0	0	0	0	0	1	0	0
Esin_bac_bin440	0	0	0	0	0	0	0	1
Pame_bac_bin232	0	0	0	3	0	0	1	1
Esin_bac_bin018	0	0	0	2	0	1	0	0
Pame_bac_bin148	0	0	1	1	0	0	0	1
Pful_bac_bin472	1	0	0	2	0	1	2	0
Pame_bac_bin091	0	0	0	0	0	1	1	1
Pful_bac_bin131	0	2	0	2	0	0	1	0
Bger_bac_bin136	0	0	0	3	0	0	0	3
Pame_bac_bin320	2	0	0	5	0	0	1	1
Pame_bac_bin018	0	0	0	2	0	1	1	3
Esin_bac_bin134	0	0	0	5	0	0	1	2
Esin_bac_bin062	0	0	0	0	0	0	0	0
Bger_bac_bin139	0	0	0	2	0	0	1	1
Bger_bac_bin067	0	0	0	4	0	0	2	2
Pful_bac_bin266	0	0	0	5	0	0	2	1
Esin_bac_bin130	0	0	0	0	0	0	0	0
Esin_bac_bin390	0	0	0	0	0	0	0	0
Esin_bac_bin296	1	0	0	2	0	0	1	2
Pame_bac_bin041	0	0	0	0	0	1	1	0
Pame_bac_bin010	0	0	0	1	1	0	3	2
Pful_bac_bin098	0	0	0	1	1	1	0	0
Pful_bac_bin082	0	0	0	0	0	0	0	0
Pful_bac_bin479	0	0	0	0	0	0	0	1
Pame_bac_bin242	0	0	0	3	0	0	2	2
Esin_bac_bin011	0	0	0	3	1	0	3	2
Pame_bac_bin123	0	0	0	1	0	0	0	0
Esin_bac_bin298	0	0	0	4	0	0	1	1
Pful_bac_bin261	0	0	0	1	0	0	0	1
Bger_bac_bin014	1	0	1	4	0	2	1	2
Pame_bac_bin030	0	0	0	0	1	1	0	0
Bger_bac_bin216	1	0	1	1	0	0	2	3
Esin_bac_bin123	1	0	0	2	0	0	1	2
Pful_bac_bin125	2	0	0	0	0	0	1	4
Pame_bac_bin179	0	0	0	2	0	1	1	0
Pame_bac_bin175	0	0	0	0	0	0	2	1
Pful_bac_bin188	0	0	0	4	0	0	2	2
Pful_bac_bin425	1	0	0	0	0	0	1	2
Pame_bac_bin036	0	0	0	1	0	0	0	2
Pame_bac_bin311	0	0	0	1	0	0	1	1
Pame_bac_bin170	1	0	0	3	0	0	2	1
Pful_bac_bin210	0	0	0	5	0	0	2	4
Pful_bac_bin403	1	0	0	1	0	1	1	5
Pful_bac_bin413	0	0	0	0	0	1	0	2
Esin_bac_bin015	0	0	0	0	0	0	0	2
Esin_bac_bin030	0	0	0	2	0	2	1	1
Pful_bac_bin134	0	0	0	2	0	1	0	6
Bger_bac_bin031	1	0	0	2	0	0	1	1
Esin_bac_bin249	0	0	0	4	0	1	1	1
Pame_bac_bin372	0	0	0	0	0	0	0	0
Bger_bac_bin089	1	0	0	3	0	0	1	2
Esin_bac_bin142	0	0	0	1	0	0	1	2
Pful_bac_bin277	0	0	0	1	0	0	1	2
Pful_bac_bin469	0	0	0	0	0	0	0	0
Pame_bac_bin106	0	0	0	0	0	0	1	0
Pful_bac_bin031	0	0	0	0	0	1	1	3
Pame_bac_bin128	0	0	0	0	0	0	2	2
Pful_bac_bin085	0	0	0	3	0	0	1	2
Pful_bac_bin120	0	0	0	0	0	0	1	2
Pame_bac_bin254	2	0	0	2	0	0	1	2
Pame_bac_bin115	0	0	0	1	0	2	1	3
Pame_bac_bin003	0	0	0	1	0	2	6	5
Bger_bac_bin172	0	0	0	2	0	0	1	2
Pame_bac_bin077	0	0	0	2	0	0	0	0
Bger_bac_bin041	1	0	0	5	0	0	1	2
Pame_bac_bin012	0	1	1	3	1	1	0	3
Bger_bac_bin011	0	0	0	3	0	0	2	1
Pful_bac_bin243	1	0	0	3	0	0	2	0
Pful_bac_bin489	0	0	0	0	0	1	1	2
Bger_bac_bin025	0	0	0	1	1	0	0	0
Pame_bac_bin038	0	0	0	2	0	0	1	2
Bger_bac_bin029	0	0	0	1	0	0	1	4
Pful_bac_bin474	1	0	0	2	0	1	8	2
Esin_bac_bin311	1	0	0	4	0	0	1	2
Pame_bac_bin101	0	0	0	1	0	0	1	2
Pful_bac_bin053	0	0	1	6	1	1	1	3
Pful_bac_bin331	0	0	0	3	0	0	1	3
Esin_bac_bin272	0	0	0	3	0	0	2	2
Bger_bac_bin154	1	0	0	0	1	0	1	4
Esin_bac_bin246	0	0	0	2	0	0	1	3
Pame_bac_bin118	1	0	0	2	0	0	1	1
Esin_bac_bin441	0	0	0	2	0	0	1	3
Esin_bac_bin359	0	0	0	3	0	0	0	2
Esin_bac_bin184	0	0	1	0	0	0	1	2
Esin_bac_bin026	0	0	0	0	0	0	0	1
Pame_bac_bin068	0	0	0	1	0	1	1	2
Pful_bac_bin092	1	0	0	3	0	0	2	1
Pame_bac_bin212	0	0	0	3	0	0	2	1
Bger_bac_bin070	0	0	0	1	0	0	1	2
Esin_bac_bin299	1	0	0	5	0	0	1	0
Pame_bac_bin296	0	0	0	3	0	0	1	3
Bger_bac_bin151	0	0	0	2	0	0	1	4
Esin_bac_bin354	0	0	0	1	0	0	0	2
Pful_bac_bin382	0	0	0	0	0	0	1	0
Pame_bac_bin391	1	0	0	1	0	1	0	1
Esin_bac_bin349	0	0	0	0	0	0	0	0
Pful_bac_bin290	0	0	0	2	0	0	0	2
Esin_bac_bin052	0	0	0	1	0	1	1	2
Esin_bac_bin005	0	0	0	1	0	1	1	1
Esin_bac_bin173	0	0	0	1	0	1	1	1
Pame_bac_bin367	0	0	0	0	0	0	0	0
Esin_bac_bin376	0	0	0	1	0	0	1	6
Esin_bac_bin424	0	0	0	2	0	0	0	0
Esin_bac_bin141	0	0	0	1	0	0	1	2
Pful_bac_bin370	0	0	0	2	0	0	2	3
Pful_bac_bin202	0	0	0	4	0	0	1	2
Esin_bac_bin258	0	0	0	5	0	0	2	2
Bger_bac_bin113	1	0	0	3	0	0	1	2
Bger_bac_bin102	0	0	0	4	0	0	1	0
Esin_bac_bin068	0	0	1	1	1	0	1	1
Bger_bac_bin173	0	0	1	6	0	0	1	5
Pful_bac_bin089	0	0	0	0	0	0	0	3
Pful_bac_bin430	0	0	0	0	0	0	0	0
Esin_bac_bin307	0	0	0	1	0	0	1	4
Pame_bac_bin225	0	0	0	2	0	0	0	1
Pful_bac_bin323	0	0	0	3	0	0	1	3
Esin_bac_bin139	0	0	0	2	0	0	1	1
Esin_bac_bin380	0	0	0	1	0	2	0	1
Esin_bac_bin415	0	0	0	0	0	0	0	0
Pful_bac_bin396	0	0	0	3	0	0	1	5
Esin_bac_bin034	0	0	3	0	0	1	0	3
Pame_bac_bin021	0	0	0	0	0	0	0	0
Pame_bac_bin282	0	0	0	4	0	0	1	2
Pful_bac_bin140	0	0	1	2	0	0	1	3
Pful_bac_bin330	0	0	0	4	0	0	1	4
Pful_bac_bin344	0	0	0	5	0	0	0	2
Esin_bac_bin417	0	0	0	0	0	0	0	0
Esin_bac_bin434	1	0	0	1	0	0	1	1
Bger_bac_bin153	0	0	0	0	1	0	0	6
Esin_bac_bin328	1	0	0	4	0	0	1	2
Esin_bac_bin392	0	0	0	0	0	1	0	0
Pame_bac_bin270	0	0	0	2	0	0	0	1
Pful_bac_bin287	0	0	0	3	0	0	1	2
Esin_bac_bin065	0	0	0	0	0	0	0	1
Pame_bac_bin398	1	0	0	1	0	3	1	5
Pful_bac_bin132	0	0	0	1	0	0	1	1
Pame_bac_bin007	0	0	0	1	0	0	7	3
Pful_bac_bin486	1	0	0	0	0	0	1	0
Esin_bac_bin232	0	0	0	0	0	0	0	0
Pame_bac_bin029	0	0	0	1	0	0	0	0
Pful_bac_bin027	0	0	0	0	0	0	0	0
Pame_bac_bin048	0	0	0	2	0	1	1	3
Esin_bac_bin447	1	0	0	3	0	0	0	3
Bger_bac_bin218	1	0	0	0	0	1	0	1
Esin_bac_bin009	0	0	0	0	0	0	0	2
Esin_bac_bin131	1	0	0	2	0	0	0	2
Pame_bac_bin248	0	0	0	3	0	0	1	2
Bger_bac_bin174	0	0	0	1	0	0	2	6
Bger_bac_bin092	0	0	0	2	0	0	1	0
Bger_bac_bin107	1	0	0	2	0	0	1	2
Esin_bac_bin266	0	0	0	4	0	0	3	2
Esin_bac_bin270	0	0	0	3	0	0	1	1
Pame_bac_bin158	0	0	0	0	0	0	0	0
Pful_bac_bin014	0	0	0	3	0	1	2	2
Bger_bac_bin204	0	0	0	0	0	0	0	0
Pful_bac_bin310	0	0	0	3	0	0	0	2
Pful_bac_bin197	0	0	0	5	0	0	1	3
Pame_bac_bin303	0	0	0	3	0	0	0	0
Esin_bac_bin103	0	0	0	1	0	0	1	2
Pame_bac_bin260	1	0	0	4	0	0	1	2
Pame_bac_bin207	0	0	0	1	0	0	0	1
Pful_bac_bin391	0	0	0	6	0	0	3	8
Bger_bac_bin133	0	0	0	4	0	0	1	2
Bger_bac_bin044	0	0	0	0	0	0	0	2
Esin_bac_bin183	0	0	1	2	1	2	1	2
Pful_bac_bin304	1	0	0	1	0	0	1	3
Esin_bac_bin085	0	0	0	3	0	0	1	3
Pame_bac_bin221	0	0	0	2	0	0	1	1
Esin_bac_bin291	0	0	0	3	0	0	0	2
Esin_bac_bin125	1	0	0	2	0	0	1	1
Esin_bac_bin436	0	0	0	1	0	0	1	0
Pful_bac_bin239	0	0	0	3	0	0	1	0
Bger_bac_bin051	0	0	0	4	0	0	2	2
Pame_bac_bin365	0	0	0	2	0	0	0	0
Pame_bac_bin218	0	0	0	2	0	0	2	2
Esin_bac_bin058	0	0	0	0	0	0	2	0
Pful_bac_bin078	1	0	0	1	0	0	1	2
Pame_bac_bin124	0	0	0	0	0	0	1	0
Pful_bac_bin255	0	0	0	6	0	0	1	3
Esin_bac_bin408	1	0	0	3	0	1	2	2
Esin_bac_bin159	1	0	0	1	0	0	1	1
Bger_bac_bin185	0	0	1	1	0	0	0	1
Pful_bac_bin008	0	0	0	0	1	0	6	3
Pful_bac_bin114	0	0	0	0	0	0	1	1
Pful_bac_bin222	0	0	0	2	0	0	1	2
Bger_bac_bin052	0	0	0	1	0	0	2	0
Esin_bac_bin151	1	0	0	2	0	0	0	2
Pful_bac_bin285	0	0	0	0	0	0	0	0
Pame_bac_bin028	0	0	0	1	0	0	0	0
Esin_bac_bin202	0	0	0	0	0	0	1	1
Pame_bac_bin414	1	0	0	0	0	0	0	0
Bger_bac_bin038	0	0	0	0	0	0	0	0
Pful_bac_bin385	1	0	0	1	0	0	1	3
Esin_bac_bin055	0	0	0	1	0	0	1	2
Esin_bac_bin157	1	0	0	2	0	0	0	2
Esin_bac_bin073	0	1	0	3	0	1	1	5
Pful_bac_bin146	0	0	0	0	1	1	0	0
Pful_bac_bin072	0	0	1	2	0	2	1	3
Esin_bac_bin273	0	0	0	4	0	0	1	1
Pame_bac_bin302	0	0	0	3	0	0	1	3
Pame_bac_bin162	1	0	0	4	0	0	3	2
Pful_bac_bin450	0	0	0	1	0	0	0	1
Esin_bac_bin382	1	0	0	0	0	0	0	2
Pful_bac_bin037	0	0	0	0	0	1	1	1
Pame_bac_bin342	0	0	1	1	1	0	2	3
Bger_bac_bin054	1	0	0	5	0	0	1	2
Pful_bac_bin232	0	0	0	4	0	0	1	3
Esin_bac_bin056	0	0	0	1	0	0	0	1
Bger_bac_bin213	2	0	0	3	1	1	2	3
Pame_bac_bin314	0	0	0	1	0	0	1	2
Bger_bac_bin150	1	0	0	0	0	1	0	0
Pame_bac_bin037	0	0	0	0	0	1	1	2
Bger_bac_bin048	0	0	0	4	0	0	2	2
Pame_bac_bin202	0	0	0	3	0	0	1	2
Pful_bac_bin313	1	0	0	3	0	0	2	3
Pame_bac_bin255	2	0	0	3	0	0	2	2
Pame_bac_bin105	0	0	0	0	0	0	0	0
Bger_bac_bin155	0	0	0	1	1	0	1	7
Pful_bac_bin020	0	0	0	1	0	0	1	1
Pful_bac_bin389	1	0	0	2	0	0	2	2
Pame_bac_bin292	0	0	0	2	0	0	1	3
Esin_bac_bin278	0	0	0	4	0	0	1	2
Bger_bac_bin062	0	0	0	2	0	0	2	1
Esin_bac_bin225	0	0	0	0	0	0	0	0
Esin_bac_bin156	2	0	0	1	0	0	0	3
Pful_bac_bin402	1	0	0	2	1	1	4	3
Esin_bac_bin433	0	0	0	0	0	0	1	1
Esin_bac_bin290	1	0	0	3	0	0	1	2
Esin_bac_bin242	0	0	0	3	0	0	2	2
Pful_bac_bin077	1	0	0	2	0	0	0	1
Pame_bac_bin290	0	0	0	5	0	0	0	2
Esin_bac_bin076	0	0	0	2	0	0	0	1
Esin_bac_bin381	0	0	0	0	0	0	0	1
Esin_bac_bin361	1	0	0	3	0	0	1	1
Pame_bac_bin095	0	0	0	1	0	0	1	0
Pame_bac_bin110	0	0	0	1	0	0	0	0
Esin_bac_bin247	0	0	0	0	0	0	2	3
Pame_bac_bin279	0	0	0	4	0	0	0	1
Pful_bac_bin332	0	0	0	0	0	0	1	2
Pful_bac_bin263	0	0	0	2	0	0	2	1
Pful_bac_bin207	0	0	0	3	0	0	1	2
Pame_bac_bin060	0	0	0	0	0	0	1	1
Esin_bac_bin297	0	0	0	3	0	0	2	3
Esin_bac_bin001	0	0	0	1	0	0	0	0
Pful_bac_bin094	0	0	0	0	0	0	0	2
Esin_bac_bin284	0	0	0	2	0	0	1	2
Pful_bac_bin337	0	0	0	3	0	0	1	3
Pful_bac_bin034	0	0	0	1	0	2	2	4
Esin_bac_bin081	0	0	0	0	0	0	0	1
Pame_bac_bin139	1	0	0	0	0	0	0	2
Esin_bac_bin153	1	0	0	2	0	0	1	2
Pful_bac_bin443	1	0	0	1	0	1	0	0
Esin_bac_bin338	0	0	0	2	0	1	1	2
Pame_bac_bin321	1	0	0	4	0	0	0	1
Pful_bac_bin138	0	0	0	2	0	2	0	3
Esin_bac_bin207	1	0	3	1	0	0	0	0
Pful_bac_bin175	0	0	0	0	0	0	0	0
Esin_bac_bin222	0	0	0	0	0	1	0	2
Pame_bac_bin371	0	0	0	0	0	0	0	1
Bger_bac_bin075	0	0	0	2	0	1	2	3
Bger_bac_bin209	1	0	0	3	0	0	1	2
Esin_bac_bin345	0	0	0	2	0	0	1	3
Pful_bac_bin434	0	0	0	0	0	0	0	0
Pful_bac_bin400	1	0	0	2	0	1	2	1
Pful_bac_bin237	0	0	0	6	0	1	2	2
Pful_bac_bin356	0	0	0	0	0	0	0	3
Esin_bac_bin086	0	0	0	0	0	0	0	1
Pame_bac_bin317	0	0	0	1	0	0	0	0
Esin_bac_bin394	0	0	0	0	0	0	0	0
Esin_bac_bin227	0	0	0	1	0	0	0	0
Esin_bac_bin422	0	0	0	1	0	0	2	0
Pful_bac_bin069	0	0	0	5	0	0	2	6
Pful_bac_bin143	0	0	0	0	0	0	0	0
Pful_bac_bin256	0	0	0	1	0	0	2	1
Esin_bac_bin080	1	0	0	3	0	0	0	3
Pame_bac_bin024	0	0	0	1	0	0	0	1
Esin_bac_bin149	1	0	0	0	0	0	1	1
Esin_bac_bin190	0	0	0	0	0	0	0	0
Pame_bac_bin192	0	0	0	4	0	0	4	2
Pame_bac_bin045	0	0	0	1	0	1	2	0
Pful_bac_bin024	0	0	0	0	0	0	1	2
Bger_bac_bin142	0	0	0	5	0	0	2	3
Bger_bac_bin045	0	0	0	1	0	0	0	1
Pame_bac_bin099	0	0	0	0	0	1	0	1
Esin_bac_bin279	0	0	0	5	0	0	2	4
Esin_bac_bin342	0	0	0	5	0	0	1	2
Esin_bac_bin420	0	0	0	0	0	0	1	0
Esin_bac_bin305	1	0	0	3	0	0	1	1
Esin_bac_bin107	0	0	0	2	0	0	1	1
Pful_bac_bin103	0	0	0	1	0	0	1	1
Pful_bac_bin246	0	0	0	1	0	0	2	2
Esin_bac_bin407	0	0	0	1	0	0	0	0
Esin_bac_bin325	0	0	0	3	0	0	1	2
Pful_bac_bin409	0	0	0	2	0	0	1	4
Bger_bac_bin001	0	0	0	2	0	0	1	0
Esin_bac_bin413	0	0	0	0	0	0	0	0
Esin_bac_bin185	0	0	1	2	0	1	0	2
Pful_bac_bin249	0	0	0	4	0	0	1	2
Pful_bac_bin004	0	0	0	2	0	0	3	0
Pful_bac_bin404	0	0	0	4	0	0	1	3
Pame_bac_bin252	0	0	0	0	0	0	1	2
Esin_bac_bin355	0	0	0	0	0	0	2	1
Esin_bac_bin377	0	0	0	0	0	0	0	1
Pful_bac_bin272	1	0	0	2	0	0	0	0
Pame_bac_bin261	0	0	0	5	0	0	1	3
Pful_bac_bin038	0	0	0	3	0	0	2	1
Pful_bac_bin163	0	0	0	0	0	0	0	0
Esin_bac_bin268	1	0	0	4	0	1	2	2
Pful_bac_bin167	0	0	0	0	0	0	0	3
Pful_bac_bin066	0	0	0	2	0	0	0	4
Pful_bac_bin086	1	0	0	3	0	1	0	2
Pame_bac_bin096	0	0	0	1	0	0	0	0
Pame_bac_bin042	0	0	0	1	0	1	2	1
Esin_bac_bin093	1	0	0	0	0	0	1	2
Esin_bac_bin162	1	0	0	3	0	0	1	3
Pful_bac_bin059	0	0	0	2	1	0	1	3
Esin_bac_bin221	0	0	0	0	0	0	0	0
Pful_bac_bin307	2	0	0	2	0	0	1	2
Bger_bac_bin066	0	0	0	5	0	0	2	4
Pful_bac_bin062	1	0	0	1	0	0	1	4
Esin_bac_bin128	0	0	0	0	0	0	1	0
Bger_bac_bin036	0	0	0	1	1	0	0	3
Pful_bac_bin312	1	0	0	2	0	1	1	3
Esin_bac_bin303	1	0	0	3	0	0	1	2
Esin_bac_bin318	0	0	0	2	0	0	0	0
Esin_bac_bin228	0	0	0	0	0	0	0	0
Bger_bac_bin033	1	0	0	1	0	1	1	3
Esin_bac_bin193	0	0	0	0	0	0	0	0
Bger_bac_bin215	0	0	0	0	0	0	0	1
Bger_bac_bin127	1	0	0	3	0	0	1	3
Pame_bac_bin297	0	0	0	3	0	0	0	1
Pful_bac_bin151	0	0	0	0	1	1	0	0
Esin_bac_bin150	1	0	0	0	0	0	0	3
Pful_bac_bin102	0	0	0	3	0	1	1	2
Pame_bac_bin205	1	0	0	5	0	0	1	3
Esin_bac_bin257	0	0	0	5	0	0	2	1
Pful_bac_bin294	0	0	0	6	0	0	1	3
Pame_bac_bin113	0	0	0	0	1	1	1	3
Pful_bac_bin363	0	0	0	0	0	0	0	0
Pame_bac_bin256	0	0	0	2	0	1	0	1
Bger_bac_bin178	0	0	0	2	0	0	0	1
Esin_bac_bin114	0	0	0	2	0	0	2	1
Pful_bac_bin458	0	0	0	0	0	0	0	0
Pful_bac_bin213	0	0	0	4	0	0	1	2
Bger_bac_bin006	0	0	0	3	1	1	2	2
Esin_bac_bin218	0	0	0	4	0	0	0	1
Pame_bac_bin213	0	0	0	3	0	1	2	2
Pame_bac_bin055	0	0	0	3	0	0	2	1
Pame_bac_bin074	0	0	0	1	0	0	1	1
Esin_bac_bin066	0	0	0	2	0	1	1	1
Pame_bac_bin017	0	0	2	2	0	2	0	2
Esin_bac_bin339	0	0	0	5	0	0	1	3
Pame_bac_bin094	0	0	0	3	0	0	1	2
Esin_bac_bin445	1	0	0	1	0	0	1	1
Pame_bac_bin063	0	0	0	2	0	1	0	3
Pame_bac_bin399	0	0	0	1	0	1	2	0
Bger_bac_bin024	0	0	0	0	0	1	0	1
Pame_bac_bin177	0	0	0	2	0	0	0	0
Pame_bac_bin184	0	0	0	3	0	0	0	0
Pame_bac_bin109	0	0	0	0	0	0	1	0
Pful_bac_bin006	0	0	0	3	0	1	3	5
Pful_bac_bin262	0	0	0	3	0	0	1	1
Pful_bac_bin319	0	0	0	1	0	0	1	4
Esin_bac_bin111	1	0	0	2	0	0	0	3
Pame_bac_bin403	1	0	0	1	0	1	0	0
Esin_bac_bin231	0	0	0	0	0	0	0	0
Esin_bac_bin124	0	0	0	1	0	0	0	1
Pful_bac_bin088	0	0	0	1	0	0	1	5
Pful_bac_bin352	0	0	0	5	0	0	1	4
Bger_bac_bin141	1	0	0	2	0	0	2	2
Pful_bac_bin366	0	0	0	1	0	0	2	1
Pful_bac_bin292	0	0	0	1	0	0	1	3
Pame_bac_bin238	0	0	0	1	0	0	1	0
Pful_bac_bin039	0	0	0	1	2	0	0	0
Esin_bac_bin410	0	0	0	0	0	0	0	0
Pful_bac_bin149	0	0	0	0	1	1	0	0
Pame_bac_bin396	0	0	0	1	0	1	1	3
Esin_bac_bin213	0	0	0	0	0	0	0	1
Pame_bac_bin226	1	0	0	5	0	0	1	0
Pame_bac_bin266	1	0	0	0	0	0	1	1
Pful_bac_bin052	0	0	0	2	1	0	2	5
Pful_bac_bin436	0	0	0	0	0	0	0	1
Pful_bac_bin043	0	0	0	2	0	0	0	3
Esin_bac_bin219	0	0	0	0	0	0	0	0
Esin_bac_bin019	0	0	0	2	0	2	1	0
Pful_bac_bin399	0	0	0	1	1	0	3	2
Esin_bac_bin286	0	0	0	4	0	0	2	1
Pame_bac_bin316	0	0	0	1	0	0	0	1
Bger_bac_bin099	0	0	0	5	0	0	2	1
Esin_bac_bin033	0	0	0	2	0	1	0	3
Pful_bac_bin073	0	0	1	2	0	0	2	2
Pame_bac_bin114	0	0	0	0	0	0	1	1
Pful_bac_bin358	0	0	0	0	0	0	0	2
Esin_bac_bin098	0	0	0	1	0	0	1	0
Esin_bac_bin031	0	0	0	0	0	1	1	1
Bger_bac_bin149	1	0	0	0	0	1	0	0
Pame_bac_bin047	0	0	0	0	0	2	2	3
Pful_bac_bin130	0	0	1	3	0	0	0	1
Esin_bac_bin259	0	0	0	4	0	0	2	2
Pful_bac_bin348	0	0	0	5	0	0	1	2
Pful_bac_bin289	1	0	0	3	0	0	3	2
Esin_bac_bin072	1	0	0	3	0	0	0	0
Pful_bac_bin423	2	0	0	3	1	1	1	2
Pful_bac_bin217	0	0	0	1	0	0	0	2
Pame_bac_bin093	0	0	0	0	1	0	1	0
Esin_bac_bin145	1	0	0	1	0	0	0	3
Pame_bac_bin044	0	0	0	1	0	0	2	2
Pame_bac_bin377	1	0	0	2	0	0	1	3
Bger_bac_bin212	1	0	0	3	1	1	2	2
Pful_bac_bin254	0	0	0	4	0	0	0	0
Pame_bac_bin244	0	0	0	5	0	0	2	0
Esin_bac_bin319	0	0	0	2	0	0	1	1
Pame_bac_bin089	1	0	0	0	0	0	1	0
Pful_bac_bin115	0	0	0	1	0	1	1	0
Esin_bac_bin300	0	0	0	3	0	0	0	3
Esin_bac_bin037	0	0	0	1	0	1	1	1
Esin_bac_bin226	0	0	0	0	0	0	0	0
Pful_bac_bin050	0	1	0	5	0	1	0	6
Bger_bac_bin095	0	0	0	4	0	0	1	3
Bger_bac_bin110	0	0	0	6	0	0	1	2
Pful_bac_bin317	0	0	0	4	0	1	1	2
Pame_bac_bin339	0	0	0	2	0	0	4	3
Pful_bac_bin485	1	0	0	4	0	0	1	2
Esin_bac_bin209	0	0	0	0	0	0	0	1
Esin_bac_bin289	1	0	0	2	0	0	1	1
Pful_bac_bin369	0	0	0	1	0	0	0	4
Pful_bac_bin061	0	0	0	2	0	0	0	0
Esin_bac_bin252	0	0	0	3	0	1	2	1
Bger_bac_bin019	1	0	0	2	3	1	1	8
Pame_bac_bin156	0	0	0	1	0	0	0	0
Esin_bac_bin301	0	0	0	1	0	0	1	2
Bger_bac_bin134	0	0	0	4	0	0	1	2
Esin_bac_bin195	0	0	0	1	0	0	0	1
Pame_bac_bin386	0	0	0	0	0	0	0	0
Pful_bac_bin361	0	0	0	4	0	0	3	3
Esin_bac_bin181	1	0	0	2	0	0	1	2
Esin_bac_bin167	0	0	0	0	0	1	1	0
Pful_bac_bin241	1	0	0	5	0	0	1	3
Esin_bac_bin178	0	0	0	0	0	0	0	1
Pful_bac_bin110	0	0	0	0	0	0	1	0
Pful_bac_bin407	0	0	0	0	0	0	1	1
Pame_bac_bin070	0	0	0	2	2	1	1	4
Bger_bac_bin078	0	0	0	3	0	0	2	2
Pful_bac_bin283	1	0	0	3	0	0	1	3
Esin_bac_bin287	1	0	0	4	0	0	1	1
Esin_bac_bin267	0	0	0	3	0	0	2	3
Pame_bac_bin331	0	0	0	7	0	0	2	9
Esin_bac_bin256	0	0	0	3	0	0	3	1
Pful_bac_bin067	1	0	0	5	1	0	1	1
Pful_bac_bin299	1	0	0	4	0	0	1	2
Pame_bac_bin078	0	1	0	4	0	1	0	5
Pful_bac_bin346	0	0	0	3	0	0	1	3
Pame_bac_bin401	1	0	0	1	1	0	0	1
Pful_bac_bin041	0	0	0	1	0	0	0	1
Pame_bac_bin341	0	0	0	5	1	0	1	1
Pame_bac_bin318	0	0	0	0	0	0	1	2
Esin_bac_bin313	1	0	0	4	0	0	1	1
Pful_bac_bin136	0	1	1	3	3	0	1	6
Pful_bac_bin117	0	0	0	1	0	0	0	1
Pame_bac_bin406	0	0	0	0	0	0	1	0
Esin_bac_bin295	0	0	0	3	0	0	0	0
Esin_bac_bin292	0	0	0	4	0	0	0	3
Esin_bac_bin088	0	0	0	2	0	0	1	4
Esin_bac_bin223	0	0	0	0	0	0	0	0
Bger_bac_bin100	1	0	0	5	0	0	2	1
Pame_bac_bin308	0	0	0	6	0	0	1	2
Pame_bac_bin319	0	0	0	2	0	0	0	0
Pame_bac_bin329	1	0	0	2	0	0	1	6
Esin_bac_bin288	0	0	0	1	0	0	1	2
Pame_bac_bin409	0	0	0	0	0	0	0	0
Pful_bac_bin111	0	0	0	0	0	0	0	0
Bger_bac_bin148	1	0	0	1	0	0	0	1
Esin_bac_bin357	0	0	0	2	0	0	2	2
Pame_bac_bin196	0	0	0	5	0	0	2	2
Esin_bac_bin203	0	0	0	0	0	0	1	1
Pful_bac_bin365	0	0	0	0	0	0	0	1
Pame_bac_bin273	0	0	0	4	0	0	1	1
Pame_bac_bin278	0	0	0	3	0	0	0	2
Pame_bac_bin001	0	0	0	1	0	2	0	2
Pful_bac_bin264	1	0	0	3	0	0	2	1
Esin_bac_bin144	0	0	0	1	0	0	1	3
Esin_bac_bin110	0	0	0	2	0	0	1	0
Pful_bac_bin302	0	0	0	4	0	0	1	2
Pful_bac_bin371	1	0	0	1	0	0	1	3
Pful_bac_bin223	0	0	0	1	0	1	1	3
Bger_bac_bin060	0	0	0	4	0	0	1	3
Pame_bac_bin239	0	0	0	3	0	0	1	2
Pful_bac_bin387	1	0	0	3	0	0	1	1
Esin_bac_bin047	0	0	0	0	0	0	1	3
Bger_bac_bin164	0	0	0	2	0	0	2	4
Esin_bac_bin263	0	0	0	1	0	0	0	3
Esin_bac_bin283	0	0	0	2	0	0	1	0
Pame_bac_bin189	0	0	0	5	0	0	1	3
Esin_bac_bin429	0	0	0	1	0	1	2	0
Bger_bac_bin027	0	0	0	0	0	0	0	0
Pame_bac_bin214	0	0	0	2	0	0	0	4
