file                format  type  num_seqs    sum_len    min_len      avg_len    max_len
Esin_bac_bin401.fa  FASTA   DNA         19  1,353,613      2,112     71,242.8    435,208
Esin_bac_bin402.fa  FASTA   DNA         69    878,929      2,027     12,738.1    107,036
Esin_bac_bin403.fa  FASTA   DNA         43  1,500,138      2,155     34,886.9    118,705
Esin_bac_bin404.fa  FASTA   DNA         25  1,712,321      2,196     68,492.8    200,644
Esin_bac_bin405.fa  FASTA   DNA          5  1,707,003     56,448    341,400.6  1,158,303
Esin_bac_bin406.fa  FASTA   DNA         24  1,439,364      2,000     59,973.5    231,948
Esin_bac_bin407.fa  FASTA   DNA         33  1,281,537      2,086     38,834.5    223,664
Esin_bac_bin408.fa  FASTA   DNA         22  2,258,769      7,069    102,671.3    443,841
Esin_bac_bin409.fa  FASTA   DNA         31  2,110,170      2,115       68,070    228,502
Esin_bac_bin410.fa  FASTA   DNA         29  1,007,940      8,680     34,756.6    198,809
Esin_bac_bin411.fa  FASTA   DNA          7    749,763     18,028      107,109    203,654
Esin_bac_bin412.fa  FASTA   DNA         10    821,326     10,957     82,132.6    197,984
Esin_bac_bin413.fa  FASTA   DNA         20    665,644      2,062     33,282.2    105,822
Esin_bac_bin414.fa  FASTA   DNA          7    760,825      9,294    108,689.3    264,310
Esin_bac_bin415.fa  FASTA   DNA          4  1,014,768      2,081      253,692  1,007,233
Esin_bac_bin416.fa  FASTA   DNA         82    882,668      2,016     10,764.2    128,815
Esin_bac_bin417.fa  FASTA   DNA         12    753,061      5,249     62,755.1    199,507
Esin_bac_bin418.fa  FASTA   DNA         24  1,408,002      3,527     58,666.8    294,382
Esin_bac_bin419.fa  FASTA   DNA        554  3,526,879      2,000      6,366.2     39,959
Esin_bac_bin420.fa  FASTA   DNA        271  1,308,752      2,010      4,829.3     58,721
Esin_bac_bin421.fa  FASTA   DNA         20  2,271,525      2,760    113,576.3    471,294
Esin_bac_bin422.fa  FASTA   DNA        268  2,367,210      2,555      8,832.9     52,647
Esin_bac_bin423.fa  FASTA   DNA         14  1,739,632      2,172    124,259.4  1,615,430
Esin_bac_bin424.fa  FASTA   DNA          2  1,020,230    322,087      510,115    698,143
Esin_bac_bin425.fa  FASTA   DNA          1    790,450    790,450      790,450    790,450
Esin_bac_bin426.fa  FASTA   DNA        345  2,768,334      2,012      8,024.2     54,410
Esin_bac_bin427.fa  FASTA   DNA        123  3,641,929      2,005     29,609.2    346,135
Esin_bac_bin428.fa  FASTA   DNA      1,037  4,312,093      2,005      4,158.2     33,582
Esin_bac_bin429.fa  FASTA   DNA         17  3,688,543      2,008    216,973.1    636,132
Esin_bac_bin430.fa  FASTA   DNA        124  2,088,825      2,004     16,845.4    113,730
Esin_bac_bin431.fa  FASTA   DNA        164  2,360,593      2,017     14,393.9    138,719
Esin_bac_bin432.fa  FASTA   DNA         14  1,478,151      2,060    105,582.2    453,019
Esin_bac_bin433.fa  FASTA   DNA          5  2,033,478      2,114    406,695.6  1,110,808
Esin_bac_bin434.fa  FASTA   DNA        319  3,108,713      2,024      9,745.2     52,987
Esin_bac_bin435.fa  FASTA   DNA          3  3,674,125    254,438  1,224,708.3  2,623,157
Esin_bac_bin436.fa  FASTA   DNA         37  3,129,065      2,052     84,569.3    450,833
Esin_bac_bin437.fa  FASTA   DNA          9  2,980,576     32,619    331,175.1    721,183
Esin_bac_bin438.fa  FASTA   DNA         46  2,956,417      3,493     64,269.9    503,323
Esin_bac_bin439.fa  FASTA   DNA        127  1,612,608      2,017     12,697.7    111,095
Esin_bac_bin440.fa  FASTA   DNA        129  2,074,126      2,028     16,078.5    150,175
Esin_bac_bin441.fa  FASTA   DNA         11  2,286,636      6,995      207,876    712,390
Esin_bac_bin442.fa  FASTA   DNA          6  2,719,743    172,983    453,290.5    884,889
Esin_bac_bin443.fa  FASTA   DNA        398  3,249,009      2,000      8,163.3    105,733
Esin_bac_bin444.fa  FASTA   DNA         11  2,558,646      3,442    232,604.2  1,096,463
Esin_bac_bin445.fa  FASTA   DNA         14  2,896,220      7,409    206,872.9    624,628
Esin_bac_bin446.fa  FASTA   DNA         71  2,632,094      2,106     37,071.7    192,481
Esin_bac_bin447.fa  FASTA   DNA         25  2,599,602      4,160    103,984.1    238,706
Esin_bac_bin448.fa  FASTA   DNA         18    874,949      3,332     48,608.3    230,467
Esin_bac_bin449.fa  FASTA   DNA         16  2,242,517      2,058    140,157.3    933,965
Esin_bac_bin450.fa  FASTA   DNA        239  2,911,185      2,000     12,180.7    163,882
Esin_bac_bin451.fa  FASTA   DNA        162  2,463,925      2,093     15,209.4    125,912
Pame_bac_bin001.fa  FASTA   DNA         47  2,943,853      2,433     62,635.2    352,481
Pame_bac_bin002.fa  FASTA   DNA         11  3,121,978      6,634    283,816.2  1,728,114
Pame_bac_bin003.fa  FASTA   DNA          6  2,691,002      4,517    448,500.3  1,498,574
Pame_bac_bin004.fa  FASTA   DNA         12  2,781,959      7,836    231,829.9    595,016
Pame_bac_bin005.fa  FASTA   DNA         46  2,583,338      2,476     56,159.5    228,728
Pame_bac_bin006.fa  FASTA   DNA         31  1,547,065      2,915     49,905.3    251,516
Pame_bac_bin007.fa  FASTA   DNA          9  1,940,314      8,110    215,590.4    601,048
Pame_bac_bin008.fa  FASTA   DNA         27  2,133,482      2,775     79,017.9    496,287
Pame_bac_bin009.fa  FASTA   DNA         47  1,837,908      2,024     39,104.4    964,972
Pame_bac_bin010.fa  FASTA   DNA        116  1,467,332      2,014     12,649.4    182,104
Pame_bac_bin011.fa  FASTA   DNA         23  2,073,266      8,236       90,142    223,880
Pame_bac_bin012.fa  FASTA   DNA          9  1,902,446     50,018    211,382.9    550,925
Pame_bac_bin013.fa  FASTA   DNA         35  2,920,587      5,938     83,445.3    463,614
Pame_bac_bin014.fa  FASTA   DNA         20  2,721,137      3,455    136,056.9    635,239
Pame_bac_bin015.fa  FASTA   DNA         38  2,178,039      3,256     57,316.8    233,628
Pame_bac_bin016.fa  FASTA   DNA         15  2,212,880      2,135    147,525.3    528,787
Pame_bac_bin017.fa  FASTA   DNA         21  2,436,091      5,190    116,004.3    352,599
Pame_bac_bin018.fa  FASTA   DNA         11  2,808,820      3,161    255,347.3  1,405,443
Pame_bac_bin019.fa  FASTA   DNA         22  1,417,864      2,017     64,448.4    341,726
Pame_bac_bin020.fa  FASTA   DNA         14  2,237,998      4,289      159,857    759,354
Pame_bac_bin021.fa  FASTA   DNA          4  1,241,170      2,994    310,292.5  1,150,160
Pame_bac_bin022.fa  FASTA   DNA          3    798,507      3,758      266,169    646,672
Pame_bac_bin023.fa  FASTA   DNA         13    687,594     20,026     52,891.8    156,807
Pame_bac_bin024.fa  FASTA   DNA         10  1,570,609      3,179    157,060.9    493,429
Pame_bac_bin025.fa  FASTA   DNA         12  1,229,820      2,438      102,485    406,891
Pame_bac_bin026.fa  FASTA   DNA         71  1,488,519      2,065     20,965.1    288,425
Pame_bac_bin027.fa  FASTA   DNA         26  1,206,574      3,009     46,406.7    209,402
Pame_bac_bin028.fa  FASTA   DNA         58  1,457,370      2,019     25,127.1    331,786
Pame_bac_bin029.fa  FASTA   DNA         38  1,650,542      2,019     43,435.3    307,246
Pame_bac_bin030.fa  FASTA   DNA         62  3,057,643      3,899     49,316.8    550,203
Pame_bac_bin031.fa  FASTA   DNA         10  1,696,098      3,705    169,609.8    591,879
Pame_bac_bin032.fa  FASTA   DNA         17  2,457,242      2,200    144,543.6    771,549
Pame_bac_bin033.fa  FASTA   DNA         42  2,419,142      2,018     57,598.6  1,983,930
Pame_bac_bin034.fa  FASTA   DNA         52  1,960,291      2,943     37,697.9    167,276
Pame_bac_bin035.fa  FASTA   DNA        194  2,047,533      2,508     10,554.3     41,777
Pame_bac_bin036.fa  FASTA   DNA        333  2,160,504      2,027        6,488     36,667
Pame_bac_bin037.fa  FASTA   DNA         99  1,842,348      2,019     18,609.6    134,393
Pame_bac_bin038.fa  FASTA   DNA         52  2,747,716      2,113     52,840.7    535,639
Pame_bac_bin039.fa  FASTA   DNA        105  2,271,444      2,044     21,632.8    342,573
Pame_bac_bin040.fa  FASTA   DNA        267  2,108,483      2,535      7,896.9     50,872
Pame_bac_bin041.fa  FASTA   DNA        150  2,535,306      2,016       16,902    178,866
Pame_bac_bin042.fa  FASTA   DNA         27  2,508,734      2,014     92,916.1    415,999
Pame_bac_bin043.fa  FASTA   DNA        106  4,074,245      2,023     38,436.3    220,503
Pame_bac_bin044.fa  FASTA   DNA         44  1,814,120      4,362       41,230    116,735
Pame_bac_bin045.fa  FASTA   DNA         97  2,756,924      3,082     28,421.9    122,856
Pame_bac_bin046.fa  FASTA   DNA         35  1,429,652      7,182     40,847.2    140,058
Pame_bac_bin047.fa  FASTA   DNA         59  1,798,873      2,323     30,489.4    179,386
Pame_bac_bin048.fa  FASTA   DNA         33  1,773,491      4,345     53,742.2    220,804
Pame_bac_bin049.fa  FASTA   DNA         50  1,711,274      5,298     34,225.5    104,879
Pame_bac_bin050.fa  FASTA   DNA         49  1,134,846      2,677     23,160.1     90,541
Pame_bac_bin051.fa  FASTA   DNA         33  1,632,695      2,018     49,475.6    273,752
Pame_bac_bin052.fa  FASTA   DNA          2  2,192,340    299,669    1,096,170  1,892,671
Pame_bac_bin053.fa  FASTA   DNA          4  2,102,299    131,275    525,574.8    792,136
Pame_bac_bin054.fa  FASTA   DNA         98  1,630,634      2,036     16,639.1    175,792
Pame_bac_bin055.fa  FASTA   DNA         29  1,799,226      6,039     62,042.3    582,890
Pame_bac_bin056.fa  FASTA   DNA         12  1,419,540      5,712      118,295    459,811
Pame_bac_bin057.fa  FASTA   DNA         63  1,703,429      2,008     27,038.6    167,284
Pame_bac_bin058.fa  FASTA   DNA         74  1,064,088      2,073     14,379.6    109,402
Pame_bac_bin059.fa  FASTA   DNA         51  1,178,067      2,027     23,099.4    133,061
Pame_bac_bin060.fa  FASTA   DNA        223  1,482,160      2,018      6,646.5     33,201
Pame_bac_bin061.fa  FASTA   DNA        373  2,071,211      2,002      5,552.8     34,270
Pame_bac_bin062.fa  FASTA   DNA         34  2,004,374      4,276     58,952.2    292,670
Pame_bac_bin063.fa  FASTA   DNA         44  2,580,474      4,972     58,647.1    300,396
Pame_bac_bin064.fa  FASTA   DNA        408  2,228,139      2,006      5,461.1     67,607
Pame_bac_bin065.fa  FASTA   DNA         48  1,145,562      2,741     23,865.9    102,714
Pame_bac_bin066.fa  FASTA   DNA        333  1,413,429      2,009      4,244.5     32,363
Pame_bac_bin067.fa  FASTA   DNA         43  2,772,337      2,059       64,473    384,742
Pame_bac_bin068.fa  FASTA   DNA        115  2,068,621      2,004       17,988    163,645
Pame_bac_bin069.fa  FASTA   DNA        504  2,981,464      2,000      5,915.6    105,532
Pame_bac_bin070.fa  FASTA   DNA         72  6,274,481      7,115     87,145.6    384,672
Pame_bac_bin071.fa  FASTA   DNA          9  5,351,204     47,378    594,578.2  1,915,584
Pame_bac_bin072.fa  FASTA   DNA         12  3,631,430      9,383    302,619.2    781,674
Pame_bac_bin073.fa  FASTA   DNA         19  3,221,039     12,042    169,528.4    639,419
Pame_bac_bin074.fa  FASTA   DNA         18  2,632,433     16,583    146,246.3    424,430
Pame_bac_bin075.fa  FASTA   DNA         62  3,641,703      3,126     58,737.1    188,642
Pame_bac_bin076.fa  FASTA   DNA         26  2,381,023      6,015     91,577.8    300,871
Pame_bac_bin077.fa  FASTA   DNA         29  1,757,452      3,876     60,601.8    265,882
Pame_bac_bin078.fa  FASTA   DNA         17  2,722,163      2,024    160,127.2  1,044,259
Pame_bac_bin079.fa  FASTA   DNA         34  2,999,858      2,035     88,231.1    779,679
Pame_bac_bin080.fa  FASTA   DNA        307  2,613,851      2,001      8,514.2    146,813
Pame_bac_bin081.fa  FASTA   DNA         59  5,319,269      2,072     90,157.1    407,843
Pame_bac_bin082.fa  FASTA   DNA        136  6,488,406      6,789     47,708.9    244,539
Pame_bac_bin083.fa  FASTA   DNA         39  4,240,641      2,712    108,734.4    805,782
Pame_bac_bin084.fa  FASTA   DNA         68  2,251,671      2,024     33,112.8    214,869
Pame_bac_bin085.fa  FASTA   DNA        415  2,697,851      2,003      6,500.8     51,218
Pame_bac_bin086.fa  FASTA   DNA        159  2,199,066      2,014     13,830.6    322,078
Pame_bac_bin087.fa  FASTA   DNA        106  2,329,386      2,010     21,975.3    186,864
Pame_bac_bin088.fa  FASTA   DNA        209  2,168,833      2,003     10,377.2    198,594
Pame_bac_bin089.fa  FASTA   DNA        306  1,860,071      2,008      6,078.7     31,632
Pame_bac_bin090.fa  FASTA   DNA         35  1,586,767      2,944     45,336.2    215,751
Pame_bac_bin091.fa  FASTA   DNA        389  2,617,426      2,006      6,728.6     28,111
Pame_bac_bin092.fa  FASTA   DNA        194  1,096,804      2,021      5,653.6     30,494
Pame_bac_bin093.fa  FASTA   DNA        290  1,360,404      2,003        4,691     17,818
Pame_bac_bin094.fa  FASTA   DNA         77  4,272,382      3,674     55,485.5    338,043
Pame_bac_bin095.fa  FASTA   DNA        268  1,737,784      2,003      6,484.3     32,847
Pame_bac_bin096.fa  FASTA   DNA        286  1,397,720      2,004      4,887.1     39,389
Pame_bac_bin097.fa  FASTA   DNA        218  1,301,652      2,003      5,970.9     79,776
Pame_bac_bin098.fa  FASTA   DNA        149  1,469,744      2,008      9,864.1    112,243
Pame_bac_bin099.fa  FASTA   DNA        225  2,064,063      2,006      9,173.6    112,032
Pame_bac_bin100.fa  FASTA   DNA         74  1,789,800      2,024     24,186.5    185,245
Pame_bac_bin101.fa  FASTA   DNA        202  1,743,456      2,011        8,631    155,944
Pame_bac_bin102.fa  FASTA   DNA        300  1,507,680      2,018      5,025.6     49,671
Pame_bac_bin103.fa  FASTA   DNA        122  1,361,050      2,000     11,156.1     90,466
Pame_bac_bin104.fa  FASTA   DNA        110  1,550,608      2,009     14,096.4    178,688
Pame_bac_bin105.fa  FASTA   DNA        307  1,413,176      2,002      4,603.2     33,655
Pame_bac_bin106.fa  FASTA   DNA        281  1,331,560      2,001      4,738.6     63,277
Pame_bac_bin107.fa  FASTA   DNA         17  2,394,664      3,952    140,862.6    473,723
Pame_bac_bin108.fa  FASTA   DNA         20  1,218,563     10,926     60,928.2    143,323
Pame_bac_bin109.fa  FASTA   DNA        215  1,328,791      2,007      6,180.4     27,826
Pame_bac_bin110.fa  FASTA   DNA        191  1,147,518      2,004      6,007.9    138,839
Pame_bac_bin111.fa  FASTA   DNA         91  1,501,059      2,002     16,495.2    178,743
Pame_bac_bin112.fa  FASTA   DNA        401  2,143,161      2,003      5,344.5     97,560
Pame_bac_bin113.fa  FASTA   DNA         28  2,624,938      2,153     93,747.8    403,456
Pame_bac_bin114.fa  FASTA   DNA         74  1,964,314      4,172     26,544.8    105,927
Pame_bac_bin115.fa  FASTA   DNA        100  3,015,824      2,610     30,158.2    144,052
Pame_bac_bin116.fa  FASTA   DNA         17  1,449,644      4,359     85,273.2    272,917
Pame_bac_bin117.fa  FASTA   DNA        229    935,281      2,014      4,084.2     17,693
Pame_bac_bin118.fa  FASTA   DNA        124  2,320,822      2,035     18,716.3    244,088
Pame_bac_bin119.fa  FASTA   DNA        304  1,201,082      2,010      3,950.9     21,618
Pame_bac_bin120.fa  FASTA   DNA         97  1,324,568      2,055     13,655.3    182,233
Pame_bac_bin121.fa  FASTA   DNA        327  2,202,888      2,003      6,736.7     41,041
Pame_bac_bin122.fa  FASTA   DNA        216  1,629,878      2,008      7,545.7     94,113
Pame_bac_bin123.fa  FASTA   DNA        224  1,162,700      2,004      5,190.6     90,771
Pame_bac_bin124.fa  FASTA   DNA        367  1,882,589      2,013      5,129.7     59,170
Pame_bac_bin125.fa  FASTA   DNA         43  1,663,113      2,071       38,677    365,610
Pame_bac_bin126.fa  FASTA   DNA         13  2,053,890     13,377    157,991.5    444,699
Pame_bac_bin127.fa  FASTA   DNA         20  1,072,189      8,762     53,609.5    112,684
Pame_bac_bin128.fa  FASTA   DNA        123  2,002,216      2,033     16,278.2    136,986
Pame_bac_bin129.fa  FASTA   DNA        190  1,002,829      2,011        5,278     54,242
Pame_bac_bin130.fa  FASTA   DNA         65  1,715,853      2,561     26,397.7    117,026
Pame_bac_bin131.fa  FASTA   DNA         55  1,233,893      2,282     22,434.4     80,629
Pame_bac_bin132.fa  FASTA   DNA         73  1,690,344      2,004     23,155.4    199,020
Pame_bac_bin133.fa  FASTA   DNA         42  1,416,587      2,961     33,728.3    244,574
Pame_bac_bin134.fa  FASTA   DNA        306  1,849,413      2,012      6,043.8     25,183
Pame_bac_bin135.fa  FASTA   DNA        303  2,068,327      2,002      6,826.2     86,981
Pame_bac_bin136.fa  FASTA   DNA        363  2,478,017      2,058      6,826.5     39,483
Pame_bac_bin137.fa  FASTA   DNA        252    834,716      2,003      3,312.4     21,199
Pame_bac_bin138.fa  FASTA   DNA        265  1,111,926      2,002      4,195.9     20,974
Pame_bac_bin139.fa  FASTA   DNA        406  1,424,896      2,001      3,509.6     41,498
Pame_bac_bin140.fa  FASTA   DNA        291  2,505,882      2,005      8,611.3    126,920
Pame_bac_bin141.fa  FASTA   DNA         68  1,587,347      2,022     23,343.3    258,786
Pame_bac_bin142.fa  FASTA   DNA         48  2,650,618      6,203     55,221.2    253,196
Pame_bac_bin143.fa  FASTA   DNA        174  1,067,476      2,505      6,134.9     67,575
Pame_bac_bin144.fa  FASTA   DNA         28  1,430,360     12,560     51,084.3    170,797
Pame_bac_bin145.fa  FASTA   DNA         27  1,118,297      9,493     41,418.4     96,491
Pame_bac_bin146.fa  FASTA   DNA         25  1,002,603     12,803     40,104.1    107,919
Pame_bac_bin147.fa  FASTA   DNA         15  1,487,964      3,058     99,197.6    208,480
Pame_bac_bin148.fa  FASTA   DNA         61  1,609,288      4,675     26,381.8     80,057
Pame_bac_bin149.fa  FASTA   DNA         21  2,013,482      3,795     95,880.1    537,869
Pame_bac_bin150.fa  FASTA   DNA         18  2,127,345      4,597    118,185.8    492,209
Pame_bac_bin151.fa  FASTA   DNA         11  1,904,506     36,038    173,136.9    451,258
Pame_bac_bin152.fa  FASTA   DNA         13  1,846,084      2,587    142,006.5  1,024,451
Pame_bac_bin153.fa  FASTA   DNA         26    851,533      5,337     32,751.3    113,665
Pame_bac_bin154.fa  FASTA   DNA         30  1,252,221      3,005     41,740.7    193,572
Pame_bac_bin155.fa  FASTA   DNA          2  1,163,033      5,579    581,516.5  1,157,454
Pame_bac_bin156.fa  FASTA   DNA          7  1,144,486     30,008      163,498    375,259
Pame_bac_bin157.fa  FASTA   DNA         25    797,871      3,846     31,914.8    131,568
Pame_bac_bin158.fa  FASTA   DNA          9    476,411      4,990     52,934.6    157,499
Pame_bac_bin159.fa  FASTA   DNA          5    876,926     72,960    175,385.2    361,896
Pame_bac_bin160.fa  FASTA   DNA         58    924,530      2,035     15,940.2     85,673
Pame_bac_bin161.fa  FASTA   DNA         11    799,996      3,767     72,726.9    155,925
Pame_bac_bin162.fa  FASTA   DNA         22  3,065,306     10,939    139,332.1    343,006
Pame_bac_bin163.fa  FASTA   DNA         27  2,616,747      5,752     96,916.6    295,853
Pame_bac_bin164.fa  FASTA   DNA         28  1,926,867      2,632     68,816.7    160,736
Pame_bac_bin165.fa  FASTA   DNA         39  1,926,533      5,430     49,398.3    109,704
Pame_bac_bin166.fa  FASTA   DNA         47  2,111,938      2,928     44,934.9    201,396
Pame_bac_bin167.fa  FASTA   DNA         74  2,161,064      2,047     29,203.6    176,499
Pame_bac_bin168.fa  FASTA   DNA        144  1,755,520      2,025     12,191.1    191,768
Pame_bac_bin169.fa  FASTA   DNA         50  1,830,008      2,116     36,600.2    258,931
Pame_bac_bin170.fa  FASTA   DNA         34  1,564,145      2,505     46,004.3    199,331
Pame_bac_bin171.fa  FASTA   DNA          3  2,122,721    557,091    707,573.7    995,183
Pame_bac_bin172.fa  FASTA   DNA         29  2,116,042      2,154       72,967    266,925
Pame_bac_bin173.fa  FASTA   DNA         24  2,681,109      8,880    111,712.9    326,640
Pame_bac_bin174.fa  FASTA   DNA         14  2,050,273      2,148    146,448.1    531,630
Pame_bac_bin175.fa  FASTA   DNA         69  1,972,104      2,005     28,581.2    185,046
Pame_bac_bin176.fa  FASTA   DNA         66  2,169,269      2,005     32,867.7    203,763
Pame_bac_bin177.fa  FASTA   DNA         15  1,403,348      9,357     93,556.5    247,048
Pame_bac_bin178.fa  FASTA   DNA         42  1,993,280      3,013       47,459    275,634
Pame_bac_bin179.fa  FASTA   DNA         58  1,589,222      2,007     27,400.4    126,120
Pame_bac_bin180.fa  FASTA   DNA         45  3,864,072      6,517     85,868.3    343,277
Pame_bac_bin181.fa  FASTA   DNA         42  2,891,617      2,562       68,848    289,355
Pame_bac_bin182.fa  FASTA   DNA         39  3,448,967      2,923     88,435.1    374,451
Pame_bac_bin183.fa  FASTA   DNA         13  3,442,769      5,074    264,828.4  2,622,050
Pame_bac_bin184.fa  FASTA   DNA          5  1,272,781     51,062    254,556.2    794,033
Pame_bac_bin185.fa  FASTA   DNA         26  3,358,749     20,722    129,182.7    541,379
Pame_bac_bin186.fa  FASTA   DNA         31  3,236,700      5,790    104,409.7    428,546
Pame_bac_bin187.fa  FASTA   DNA         24  3,779,337      3,401    157,472.4    563,894
Pame_bac_bin188.fa  FASTA   DNA         12  6,216,273     21,410    518,022.8  1,777,489
Pame_bac_bin189.fa  FASTA   DNA         16  3,147,320      3,306    196,707.5    611,021
Pame_bac_bin190.fa  FASTA   DNA         42  4,423,089      2,062    105,311.6    413,326
Pame_bac_bin191.fa  FASTA   DNA         39  3,655,859      2,078       93,740    392,437
Pame_bac_bin192.fa  FASTA   DNA         72  4,984,592      3,908     69,230.4    357,849
Pame_bac_bin193.fa  FASTA   DNA         55  4,191,099      4,119     76,201.8    295,861
Pame_bac_bin194.fa  FASTA   DNA         58  3,750,773      2,009     64,668.5    469,191
Pame_bac_bin195.fa  FASTA   DNA         20  4,026,999      5,800      201,350    692,428
Pame_bac_bin196.fa  FASTA   DNA         31  3,830,353      4,565    123,559.8    734,964
Pame_bac_bin197.fa  FASTA   DNA         14  5,371,082     16,528    383,648.7    977,223
Pame_bac_bin198.fa  FASTA   DNA         12  3,118,888     15,826    259,907.3  1,206,213
Pame_bac_bin199.fa  FASTA   DNA         44  3,403,116      8,620     77,343.5    326,978
Pame_bac_bin200.fa  FASTA   DNA          8  2,180,087     65,232    272,510.9    591,613
Pame_bac_bin201.fa  FASTA   DNA         22  1,971,827      5,896     89,628.5    366,717
Pame_bac_bin202.fa  FASTA   DNA         49  2,444,336      3,697     49,884.4    233,877
Pame_bac_bin203.fa  FASTA   DNA         26  1,499,343      8,063       57,667    140,516
Pame_bac_bin204.fa  FASTA   DNA         68  2,949,822      2,523     43,379.7    251,612
Pame_bac_bin205.fa  FASTA   DNA         24  3,480,195     17,100    145,008.1    473,823
Pame_bac_bin206.fa  FASTA   DNA         33  3,360,777      5,175    101,841.7    390,811
Pame_bac_bin207.fa  FASTA   DNA         15  1,741,031     48,517    116,068.7    289,126
Pame_bac_bin208.fa  FASTA   DNA         34  1,599,596      8,313     47,046.9    121,647
Pame_bac_bin209.fa  FASTA   DNA         13  4,108,978     10,621    316,075.2  1,142,511
Pame_bac_bin210.fa  FASTA   DNA         10  3,742,915    103,166    374,291.5    892,911
Pame_bac_bin211.fa  FASTA   DNA         24  4,761,197      6,826    198,383.2    772,701
Pame_bac_bin212.fa  FASTA   DNA          3  2,656,726    179,309    885,575.3  1,918,869
Pame_bac_bin213.fa  FASTA   DNA         19  3,808,580     34,862    200,451.6  1,033,909
Pame_bac_bin214.fa  FASTA   DNA         10  2,736,352     37,482    273,635.2    915,300
Pame_bac_bin215.fa  FASTA   DNA         48  1,862,203      7,890     38,795.9    122,886
Pame_bac_bin216.fa  FASTA   DNA          7  1,876,659     11,062    268,094.1  1,194,105
Pame_bac_bin217.fa  FASTA   DNA         46  1,838,168      2,566     39,960.2    301,052
Pame_bac_bin218.fa  FASTA   DNA          5  2,487,200     34,279      497,440  1,052,582
Pame_bac_bin219.fa  FASTA   DNA         39  2,515,288      6,620     64,494.6    433,066
Pame_bac_bin220.fa  FASTA   DNA         24  3,454,305      2,036    143,929.4    914,280
Pame_bac_bin221.fa  FASTA   DNA         36  2,911,786      2,418     80,882.9    326,692
Pame_bac_bin222.fa  FASTA   DNA         92  2,750,462      2,002     29,896.3    223,625
Pame_bac_bin223.fa  FASTA   DNA         24  3,259,151      8,948      135,798    471,920
Pame_bac_bin224.fa  FASTA   DNA         94  2,101,238      2,009     22,353.6    261,924
Pame_bac_bin225.fa  FASTA   DNA        192  2,571,763      2,010     13,394.6    196,966
Pame_bac_bin226.fa  FASTA   DNA         38  2,280,477      3,100     60,012.6    257,306
Pame_bac_bin227.fa  FASTA   DNA         30  2,179,406      5,367     72,646.9    261,829
Pame_bac_bin228.fa  FASTA   DNA         20  2,240,035      4,455    112,001.8    328,461
Pame_bac_bin229.fa  FASTA   DNA         12  2,975,390     11,467    247,949.2  1,363,481
Pame_bac_bin230.fa  FASTA   DNA         91  2,283,023      2,002     25,088.2    327,554
Pame_bac_bin231.fa  FASTA   DNA         31  1,442,398      2,229       46,529    195,025
Pame_bac_bin232.fa  FASTA   DNA          7  2,937,060      8,679      419,580  1,264,994
Pame_bac_bin233.fa  FASTA   DNA         11  2,761,099     11,179      251,009  1,431,730
Pame_bac_bin234.fa  FASTA   DNA         23  1,434,119      7,882       62,353    191,696
Pame_bac_bin235.fa  FASTA   DNA        249  2,240,587      2,002      8,998.3     83,192
Pame_bac_bin236.fa  FASTA   DNA         40  2,600,240      4,263       65,006    468,734
Pame_bac_bin237.fa  FASTA   DNA          8  2,644,448     37,099      330,556  1,395,992
Pame_bac_bin238.fa  FASTA   DNA         55  3,121,674      2,365     56,757.7    381,598
Pame_bac_bin239.fa  FASTA   DNA         37  2,112,570      3,738     57,096.5    219,998
Pame_bac_bin240.fa  FASTA   DNA          7  2,465,195     43,703    352,170.7    779,398
Pame_bac_bin241.fa  FASTA   DNA         25  3,240,662      3,179    129,626.5    368,179
Pame_bac_bin242.fa  FASTA   DNA         23  3,473,178      6,150    151,007.7    470,893
Pame_bac_bin243.fa  FASTA   DNA        301  2,126,626      2,001      7,065.2    173,486
Pame_bac_bin244.fa  FASTA   DNA          5  2,549,763     31,485    509,952.6    947,384
Pame_bac_bin245.fa  FASTA   DNA          2  3,161,546  1,417,724    1,580,773  1,743,822
Pame_bac_bin246.fa  FASTA   DNA         67  2,335,502      3,917     34,858.2    179,226
Pame_bac_bin247.fa  FASTA   DNA         56  2,860,275      5,007     51,076.3    164,128
Pame_bac_bin248.fa  FASTA   DNA          8  1,989,659     17,456    248,707.4    837,555
Pame_bac_bin249.fa  FASTA   DNA        102  2,342,577      2,010     22,966.4    194,323
Pame_bac_bin250.fa  FASTA   DNA        159  3,108,799      2,534     19,552.2    268,258
Pame_bac_bin251.fa  FASTA   DNA          4  3,153,707     58,494    788,426.8  1,497,892
Pame_bac_bin252.fa  FASTA   DNA        166  1,603,097      2,007      9,657.2    138,825
Pame_bac_bin253.fa  FASTA   DNA         25  2,499,302      4,885     99,972.1  1,034,677
Pame_bac_bin254.fa  FASTA   DNA         15  2,070,597      5,301    138,039.8    499,616
Pame_bac_bin255.fa  FASTA   DNA          6  2,582,462    153,612    430,410.3  1,109,397
Pame_bac_bin256.fa  FASTA   DNA         32  2,161,479     20,735     67,546.2    191,178
Pame_bac_bin257.fa  FASTA   DNA          6  1,486,298     17,507    247,716.3    883,034
Pame_bac_bin258.fa  FASTA   DNA          4  2,510,051    192,684    627,512.8  1,218,528
Pame_bac_bin259.fa  FASTA   DNA         38  1,647,665      2,087     43,359.6    217,356
Pame_bac_bin260.fa  FASTA   DNA         59  2,916,897      2,062     49,438.9    323,828
