BGC	Product	BiG_SCAPE
Esin_bac_bin350	hydrogen-cyanide	Others
Esin_bac_bin351	hydrogen-cyanide	Others
Esin_bac_bin352	RRE-containing	RiPPs
Esin_bac_bin353	arylpolyene	Others
Esin_bac_bin353	arylpolyene	Others
Esin_bac_bin354	arylpolyene	Others
Esin_bac_bin354	betalactone	Others
Esin_bac_bin355	NRPS-like	NRPS
Esin_bac_bin355	hydrogen-cyanide	Others
Esin_bac_bin356	hydrogen-cyanide	Others
Esin_bac_bin356	NRPS-like	NRPS
Esin_bac_bin356	arylpolyene	Others
Esin_bac_bin356	arylpolyene	Others
Esin_bac_bin357	arylpolyene	Others
Esin_bac_bin357	lanthipeptide-class-i.ranthipeptide	RiPPs
Esin_bac_bin357	NRPS-like	NRPS
Esin_bac_bin357	hydrogen-cyanide	Others
Esin_bac_bin358	NRPS-like	NRPS
Esin_bac_bin358	lanthipeptide-class-i	RiPPs
Esin_bac_bin359	NRPS-like	NRPS
Esin_bac_bin359	hydrogen-cyanide	Others
Esin_bac_bin359	arylpolyene	Others
Esin_bac_bin359	arylpolyene	Others
Esin_bac_bin360	NRPS-like	NRPS
Esin_bac_bin360	hydrogen-cyanide	Others
Esin_bac_bin361	hydrogen-cyanide	Others
Esin_bac_bin361	NRPS-like	NRPS
Esin_bac_bin361	lanthipeptide-class-i	RiPPs
Esin_bac_bin361	arylpolyene	Others
Esin_bac_bin362	NRPS-like	NRPS
Esin_bac_bin362	arylpolyene	Others
Esin_bac_bin362	arylpolyene	Others
Esin_bac_bin362	arylpolyene	Others
Esin_bac_bin362	RRE-containing	RiPPs
Esin_bac_bin362	hydrogen-cyanide	Others
Esin_bac_bin362	arylpolyene	Others
Esin_bac_bin363	RRE-containing	RiPPs
Esin_bac_bin363	arylpolyene	Others
Esin_bac_bin363	hydrogen-cyanide	Others
Esin_bac_bin363	NRPS-like	NRPS
Esin_bac_bin363	arylpolyene	Others
Esin_bac_bin365	resorcinol.arylpolyene	Others
Esin_bac_bin366	RRE-containing	RiPPs
Esin_bac_bin367	resorcinol.arylpolyene	Others
Esin_bac_bin367	RiPP-like	RiPPs
Esin_bac_bin371	arylpolyene	Others
Esin_bac_bin372	arylpolyene	Others
Esin_bac_bin374	arylpolyene	Others
Esin_bac_bin375	RiPP-like	RiPPs
Esin_bac_bin375	RiPP-like	RiPPs
Esin_bac_bin376	RRE-containing	RiPPs
Esin_bac_bin376	RiPP-like	RiPPs
Esin_bac_bin376	T1PKS	PKSI
Esin_bac_bin376	hglE-KS	PKSother
Esin_bac_bin376	RiPP-like	RiPPs
Esin_bac_bin377	arylpolyene	Others
Esin_bac_bin377	T1PKS	PKSI
Esin_bac_bin377	hglE-KS	PKSother
Esin_bac_bin377	hglE-KS	PKSother
Esin_bac_bin378	hglE-KS	PKSother
Esin_bac_bin379	terpene	Terpene
Esin_bac_bin379	hglE-KS	PKSother
Esin_bac_bin379	terpene	Terpene
Esin_bac_bin380	hglE-KS	PKSother
Esin_bac_bin380	terpene	Terpene
Esin_bac_bin380	terpene	Terpene
Esin_bac_bin382	betalactone	Others
Esin_bac_bin383	RiPP-like	RiPPs
Esin_bac_bin383	NRPS	NRPS
Esin_bac_bin383	hglE-KS	PKSother
Esin_bac_bin383	hydrogen-cyanide	Others
Esin_bac_bin384	terpene	Terpene
Esin_bac_bin384	HR-T2PKS	Others
Esin_bac_bin384	RiPP-like	RiPPs
Esin_bac_bin384	arylpolyene	Others
Esin_bac_bin384	RRE-containing	RiPPs
Esin_bac_bin385	arylpolyene	Others
Esin_bac_bin385	arylpolyene	Others
Esin_bac_bin385	arylpolyene	Others
Esin_bac_bin385	terpene	Terpene
Esin_bac_bin385	terpene	Terpene
Esin_bac_bin386	terpene	Terpene
Esin_bac_bin386	arylpolyene	Others
Esin_bac_bin387	terpene	Terpene
Esin_bac_bin387	betalactone	Others
Esin_bac_bin387	arylpolyene	Others
Esin_bac_bin388	betalactone	Others
Esin_bac_bin388	arylpolyene	Others
Esin_bac_bin388	terpene	Terpene
Esin_bac_bin388	terpene	Terpene
Esin_bac_bin394	RRE-containing	RiPPs
Esin_bac_bin394	NRPS-like	NRPS
Esin_bac_bin395	RiPP-like	RiPPs
Esin_bac_bin395	RiPP-like	RiPPs
Esin_bac_bin395	phosphonate	Others
Esin_bac_bin396	RiPP-like	RiPPs
Esin_bac_bin398	terpene	Terpene
Esin_bac_bin399	terpene	Terpene
Esin_bac_bin400	terpene	Terpene
Esin_bac_bin401	terpene	Terpene
Esin_bac_bin402	terpene	Terpene
Esin_bac_bin403	terpene	Terpene
Esin_bac_bin404	terpene	Terpene
Esin_bac_bin405	terpene	Terpene
Esin_bac_bin408	arylpolyene	Others
Esin_bac_bin408	terpene	Terpene
Esin_bac_bin408	RRE-containing	RiPPs
Esin_bac_bin409	hserlactone	Others
Esin_bac_bin409	T1PKS	PKSI
Esin_bac_bin417	T3PKS	PKSother
Esin_bac_bin418	T3PKS	PKSother
Esin_bac_bin418	NRPS-like	NRPS
Esin_bac_bin418	RRE-containing	RiPPs
Esin_bac_bin418	RRE-containing	RiPPs
Esin_bac_bin418	ranthipeptide	RiPPs
Esin_bac_bin418	RRE-containing	RiPPs
Esin_bac_bin418	RRE-containing	RiPPs
Esin_bac_bin419	terpene	Terpene
Esin_bac_bin419	hydrogen-cyanide	Others
Esin_bac_bin419	hydrogen-cyanide	Others
Esin_bac_bin419	ectoine	Others
Esin_bac_bin419	arylpolyene	Others
Esin_bac_bin419	NRPS-like	NRPS
Esin_bac_bin419	arylpolyene	Others
Esin_bac_bin419	redox-cofactor	RiPPs
Esin_bac_bin419	arylpolyene	Others
Esin_bac_bin420	terpene	Terpene
Esin_bac_bin420	NRPS-like	NRPS
Esin_bac_bin421	arylpolyene	Others
Esin_bac_bin422	arylpolyene	Others
Esin_bac_bin422	terpene	Terpene
Esin_bac_bin422	betalactone	Others
Esin_bac_bin423	NI-siderophore	Others
Esin_bac_bin423	CDPS	NRPS
Esin_bac_bin423	RiPP-like	RiPPs
Esin_bac_bin423	nucleoside.NRPS	Others
Esin_bac_bin423	NRPS	NRPS
Esin_bac_bin423	CDPS.NRPS-like	NRPS
Esin_bac_bin423	RRE-containing	RiPPs
Esin_bac_bin426	betalactone	Others
Esin_bac_bin426	arylpolyene	Others
Esin_bac_bin426	T3PKS	PKSother
Esin_bac_bin426	NI-siderophore	Others
Esin_bac_bin426	arylpolyene	Others
Esin_bac_bin426	NI-siderophore	Others
Esin_bac_bin428	hserlactone	Others
Esin_bac_bin428	phenazine	Others
Esin_bac_bin428	RiPP-like	RiPPs
Esin_bac_bin428	opine-like-metallophore	Others
Esin_bac_bin428	NRPS	NRPS
Esin_bac_bin428	RiPP-like	RiPPs
Esin_bac_bin428	betalactone	Others
Esin_bac_bin428	phenazine	Others
Esin_bac_bin428	NRPS	NRPS
Esin_bac_bin428	NRPS-like	NRPS
Esin_bac_bin428	hserlactone	Others
Esin_bac_bin428	NRPS	NRPS
Esin_bac_bin428	redox-cofactor	RiPPs
Esin_bac_bin428	NRPS	NRPS
Esin_bac_bin428	NRPS-like	NRPS
Esin_bac_bin428	NRPS	NRPS
Esin_bac_bin429	hglE-KS.T1PKS	PKSother
Esin_bac_bin429	NRPS-like	NRPS
Esin_bac_bin430	RiPP-like	RiPPs
Esin_bac_bin431	arylpolyene	Others
Esin_bac_bin434	phosphonate	Others
Esin_bac_bin434	RiPP-like	RiPPs
Esin_bac_bin435	RiPP-like	RiPPs
Esin_bac_bin436	phosphonate	Others
Esin_bac_bin436	RiPP-like	RiPPs
Esin_bac_bin437	phosphonate	Others
Esin_bac_bin437	betalactone	Others
Esin_bac_bin438	phosphonate	Others
Esin_bac_bin438	RiPP-like	RiPPs
Esin_bac_bin440	RiPP-like	RiPPs
Esin_bac_bin440	lassopeptide	RiPPs
Esin_bac_bin441	phosphonate	Others
Esin_bac_bin441	RiPP-like	RiPPs
Esin_bac_bin442	T3PKS	PKSother
Esin_bac_bin442	NRPS-like	NRPS
Esin_bac_bin442	phosphonate	Others
Esin_bac_bin444	arylpolyene	Others
Esin_bac_bin444	ranthipeptide	RiPPs
Esin_bac_bin444	RRE-containing	RiPPs
Esin_bac_bin445	arylpolyene	Others
Esin_bac_bin445	betalactone	Others
Esin_bac_bin446	betalactone	Others
Esin_bac_bin446	arylpolyene	Others
Esin_bac_bin447	arylpolyene	Others
Esin_bac_bin447	terpene	Terpene
Esin_bac_bin447	terpene	Terpene
Esin_bac_bin447	betalactone	Others
Esin_bac_bin449	terpene	Terpene
Esin_bac_bin449	phosphonate	Others
Esin_bac_bin449	terpene	Terpene
Esin_bac_bin450	RiPP-like	RiPPs
Esin_bac_bin450	terpene	Terpene
Esin_bac_bin450	terpene	Terpene
Esin_bac_bin451	terpene	Terpene
Esin_bac_bin451	terpene	Terpene
Pame_bac_bin002	butyrolactone	Others
Pame_bac_bin002	NAPAA	NRPS
Pame_bac_bin002	NRP-metallophore.NRPS	Others
Pame_bac_bin002	T3PKS	PKSother
Pame_bac_bin002	terpene	Terpene
Pame_bac_bin002	T1PKS	PKSI
Pame_bac_bin002	terpene	Terpene
Pame_bac_bin004	RiPP-like	RiPPs
Pame_bac_bin004	phosphonate	Others
Pame_bac_bin004	RiPP-like	RiPPs
Pame_bac_bin007	phosphonate	Others
Pame_bac_bin007	phosphonate	Others
Pame_bac_bin014	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin014	T3PKS	PKSother
Pame_bac_bin014	RiPP-like	RiPPs
Pame_bac_bin015	NRPS-like.NRPS	NRPS
Pame_bac_bin015	T3PKS	PKSother
Pame_bac_bin016	T3PKS	PKSother
Pame_bac_bin017	T3PKS	PKSother
Pame_bac_bin019	T3PKS	PKSother
Pame_bac_bin020	lanthipeptide-class-ii	RiPPs
Pame_bac_bin020	furan	Others
Pame_bac_bin020	RiPP-like	RiPPs
Pame_bac_bin020	hglE-KS.PUFA	Others
Pame_bac_bin020	RiPP-like	RiPPs
Pame_bac_bin024	T3PKS	PKSother
Pame_bac_bin025	T3PKS	PKSother
Pame_bac_bin026	T3PKS	PKSother
Pame_bac_bin027	T3PKS	PKSother
Pame_bac_bin028	T3PKS	PKSother
Pame_bac_bin029	lassopeptide	RiPPs
Pame_bac_bin031	T3PKS	PKSother
Pame_bac_bin032	T3PKS	PKSother
Pame_bac_bin033	lanthipeptide-class-ii	RiPPs
Pame_bac_bin034	T3PKS	PKSother
Pame_bac_bin034	arylpolyene	Others
Pame_bac_bin035	RRE-containing	RiPPs
Pame_bac_bin036	RRE-containing	RiPPs
Pame_bac_bin037	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin037	RiPP-like	RiPPs
Pame_bac_bin037	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin037	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin037	thiopeptide	RiPPs
Pame_bac_bin037	ranthipeptide	RiPPs
Pame_bac_bin038	ranthipeptide	RiPPs
Pame_bac_bin039	ranthipeptide	RiPPs
Pame_bac_bin040	ranthipeptide	RiPPs
Pame_bac_bin040	phosphonate	Others
Pame_bac_bin041	RiPP-like	RiPPs
Pame_bac_bin041	NRPS	NRPS
Pame_bac_bin041	ranthipeptide	RiPPs
Pame_bac_bin041	NRPS-like	NRPS
Pame_bac_bin042	ranthipeptide	RiPPs
Pame_bac_bin042	NRPS-like.RiPP-like	Others
Pame_bac_bin043	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin043	ranthipeptide	RiPPs
Pame_bac_bin043	NRPS-like	NRPS
Pame_bac_bin044	RiPP-like	RiPPs
Pame_bac_bin044	RRE-containing	RiPPs
Pame_bac_bin045	NRPS-like	NRPS
Pame_bac_bin045	terpene	Terpene
Pame_bac_bin045	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin045	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin045	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin046	RiPP-like	RiPPs
Pame_bac_bin046	RiPP-like	RiPPs
Pame_bac_bin047	RiPP-like	RiPPs
Pame_bac_bin047	ranthipeptide	RiPPs
Pame_bac_bin047	ranthipeptide	RiPPs
Pame_bac_bin048	RiPP-like	RiPPs
Pame_bac_bin048	NRPS-like	NRPS
Pame_bac_bin048	RiPP-like	RiPPs
Pame_bac_bin048	ranthipeptide	RiPPs
Pame_bac_bin049	RiPP-like	RiPPs
Pame_bac_bin051	ranthipeptide	RiPPs
Pame_bac_bin051	betalactone	Others
Pame_bac_bin054	NRPS	NRPS
Pame_bac_bin055	ranthipeptide	RiPPs
Pame_bac_bin055	lassopeptide.arylpolyene	Others
Pame_bac_bin055	betalactone	Others
Pame_bac_bin056	ranthipeptide	RiPPs
Pame_bac_bin056	arylpolyene	Others
Pame_bac_bin057	ranthipeptide	RiPPs
Pame_bac_bin058	ranthipeptide	RiPPs
Pame_bac_bin058	betalactone	Others
Pame_bac_bin059	ranthipeptide	RiPPs
Pame_bac_bin061	NRPS	NRPS
Pame_bac_bin062	ranthipeptide	RiPPs
Pame_bac_bin063	cyclic-lactone-autoinducer.ranthipeptide	RiPPs
Pame_bac_bin064	ranthipeptide	RiPPs
Pame_bac_bin064	ranthipeptide	RiPPs
Pame_bac_bin066	NRPS	NRPS
Pame_bac_bin066	NRPS	NRPS
Pame_bac_bin066	RRE-containing	RiPPs
Pame_bac_bin067	ranthipeptide	RiPPs
Pame_bac_bin067	RiPP-like	RiPPs
Pame_bac_bin068	ranthipeptide	RiPPs
Pame_bac_bin068	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin069	ranthipeptide	RiPPs
Pame_bac_bin070	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin070	cyclic-lactone-autoinducer.NRPS	Others
Pame_bac_bin070	cyclic-lactone-autoinducer.RiPP-like	RiPPs
Pame_bac_bin070	transAT-PKS.NRPS.ranthipeptide.cyclic-lactone-autoinducer.NRPS-like	Others
Pame_bac_bin070	HR-T2PKS.ladderane.NRPS	Others
Pame_bac_bin070	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin070	ranthipeptide	RiPPs
Pame_bac_bin070	cyclic-lactone-autoinducer.NRPS	Others
Pame_bac_bin070	cyclic-lactone-autoinducer.NRPS-like	Others
Pame_bac_bin070	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin070	ranthipeptide	RiPPs
Pame_bac_bin071	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin071	ranthipeptide	RiPPs
Pame_bac_bin072	cyclic-lactone-autoinducer.NRPS	Others
Pame_bac_bin072	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin072	ranthipeptide	RiPPs
Pame_bac_bin072	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin072	RRE-containing	RiPPs
Pame_bac_bin072	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin073	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin073	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin073	ranthipeptide	RiPPs
Pame_bac_bin073	RRE-containing	RiPPs
Pame_bac_bin074	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin074	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin074	ranthipeptide	RiPPs
Pame_bac_bin074	NRPS	NRPS
Pame_bac_bin075	RiPP-like	RiPPs
Pame_bac_bin075	RRE-containing	RiPPs
Pame_bac_bin075	RRE-containing	RiPPs
Pame_bac_bin075	cyclic-lactone-autoinducer.NRPS.transAT-PKS	Others
Pame_bac_bin075	RRE-containing	RiPPs
Pame_bac_bin076	ranthipeptide	RiPPs
Pame_bac_bin076	RiPP-like	RiPPs
Pame_bac_bin076	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin077	NRPS	NRPS
Pame_bac_bin077	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin077	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin078	ranthipeptide	RiPPs
Pame_bac_bin079	RiPP-like	RiPPs
Pame_bac_bin079	ranthipeptide	RiPPs
Pame_bac_bin079	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin079	cyclic-lactone-autoinducer.RiPP-like	RiPPs
Pame_bac_bin080	hydrogen-cyanide	Others
Pame_bac_bin080	ranthipeptide	RiPPs
Pame_bac_bin080	ranthipeptide	RiPPs
Pame_bac_bin081	RRE-containing.RiPP-like	RiPPs
Pame_bac_bin081	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin081	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin081	ranthipeptide	RiPPs
Pame_bac_bin081	RiPP-like	RiPPs
Pame_bac_bin081	ranthipeptide	RiPPs
Pame_bac_bin082	NRPS-like	NRPS
Pame_bac_bin083	RRE-containing.cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin083	ranthipeptide	RiPPs
Pame_bac_bin083	cyclic-lactone-autoinducer.ladderane.NRPS	Others
Pame_bac_bin083	NRPS	NRPS
Pame_bac_bin083	RRE-containing	RiPPs
Pame_bac_bin083	phosphonate	Others
Pame_bac_bin084	ranthipeptide	RiPPs
Pame_bac_bin085	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin085	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin085	RRE-containing	RiPPs
Pame_bac_bin087	RiPP-like	RiPPs
Pame_bac_bin087	NRPS-like.NRPS	NRPS
Pame_bac_bin087	NRPS	NRPS
Pame_bac_bin087	NRPS	NRPS
Pame_bac_bin087	NRPS-like	NRPS
Pame_bac_bin088	RRE-containing	RiPPs
Pame_bac_bin089	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin089	RRE-containing	RiPPs
Pame_bac_bin090	lassopeptide	RiPPs
Pame_bac_bin090	ranthipeptide	RiPPs
Pame_bac_bin090	RRE-containing	RiPPs
Pame_bac_bin091	NRPS-like	NRPS
Pame_bac_bin091	ranthipeptide	RiPPs
Pame_bac_bin093	RRE-containing	RiPPs
Pame_bac_bin094	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin094	RRE-containing	RiPPs
Pame_bac_bin094	RRE-containing	RiPPs
Pame_bac_bin095	RRE-containing	RiPPs
Pame_bac_bin095	ranthipeptide	RiPPs
Pame_bac_bin100	ranthipeptide	RiPPs
Pame_bac_bin102	betalactone	Others
Pame_bac_bin102	ranthipeptide	RiPPs
Pame_bac_bin104	ranthipeptide	RiPPs
Pame_bac_bin105	RiPP-like	RiPPs
Pame_bac_bin105	betalactone	Others
Pame_bac_bin107	lassopeptide	RiPPs
Pame_bac_bin107	lassopeptide	RiPPs
Pame_bac_bin107	ranthipeptide	RiPPs
Pame_bac_bin107	lassopeptide	RiPPs
Pame_bac_bin110	lassopeptide	RiPPs
Pame_bac_bin110	NRPS	NRPS
Pame_bac_bin111	lassopeptide	RiPPs
Pame_bac_bin111	RRE-containing	RiPPs
Pame_bac_bin113	ranthipeptide	RiPPs
Pame_bac_bin113	RiPP-like	RiPPs
Pame_bac_bin113	lassopeptide	RiPPs
Pame_bac_bin114	ranthipeptide	RiPPs
Pame_bac_bin115	betalactone	Others
Pame_bac_bin115	RiPP-like	RiPPs
Pame_bac_bin115	ranthipeptide	RiPPs
Pame_bac_bin116	RRE-containing	RiPPs
Pame_bac_bin116	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin116	ranthipeptide	RiPPs
Pame_bac_bin117	NRPS-like	NRPS
Pame_bac_bin117	RRE-containing	RiPPs
Pame_bac_bin118	ranthipeptide	RiPPs
Pame_bac_bin118	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin120	ranthipeptide	RiPPs
Pame_bac_bin121	lanthipeptide-class-ii	RiPPs
Pame_bac_bin121	NRPS-like	NRPS
Pame_bac_bin121	cyclic-lactone-autoinducer.RiPP-like	RiPPs
Pame_bac_bin121	ranthipeptide	RiPPs
Pame_bac_bin123	RiPP-like	RiPPs
Pame_bac_bin123	NRPS-like	NRPS
Pame_bac_bin124	ranthipeptide	RiPPs
Pame_bac_bin124	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin124	RRE-containing	RiPPs
Pame_bac_bin124	RRE-containing	RiPPs
Pame_bac_bin124	RRE-containing	RiPPs
Pame_bac_bin124	ranthipeptide	RiPPs
Pame_bac_bin124	RRE-containing	RiPPs
Pame_bac_bin125	betalactone	Others
Pame_bac_bin126	NRPS	NRPS
Pame_bac_bin126	betalactone	Others
Pame_bac_bin126	ranthipeptide	RiPPs
Pame_bac_bin126	betalactone	Others
Pame_bac_bin126	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin127	RiPP-like	RiPPs
Pame_bac_bin127	betalactone	Others
Pame_bac_bin128	betalactone	Others
Pame_bac_bin128	ranthipeptide	RiPPs
Pame_bac_bin128	RiPP-like	RiPPs
Pame_bac_bin128	NRPS-like	NRPS
Pame_bac_bin130	RiPP-like	RiPPs
Pame_bac_bin131	ranthipeptide	RiPPs
Pame_bac_bin132	NRPS	NRPS
Pame_bac_bin134	NRPS-like	NRPS
Pame_bac_bin134	NRPS	NRPS
Pame_bac_bin134	NRPS-like	NRPS
Pame_bac_bin135	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin135	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin135	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin135	RRE-containing	RiPPs
Pame_bac_bin137	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin138	NRPS	NRPS
Pame_bac_bin139	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin139	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin139	RRE-containing	RiPPs
Pame_bac_bin140	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin140	phosphonate	Others
Pame_bac_bin141	ranthipeptide	RiPPs
Pame_bac_bin141	RiPP-like	RiPPs
Pame_bac_bin142	ranthipeptide	RiPPs
Pame_bac_bin148	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin148	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin150	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin156	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin157	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin157	cyclic-lactone-autoinducer	RiPPs
Pame_bac_bin160	NRPS-like	NRPS
Pame_bac_bin162	terpene	Terpene
Pame_bac_bin162	RiPP-like	RiPPs
Pame_bac_bin162	arylpolyene	Others
Pame_bac_bin162	arylpolyene	Others
Pame_bac_bin167	resorcinol	Others
Pame_bac_bin169	hglE-KS.T1PKS	PKSother
Pame_bac_bin173	RRE-containing	RiPPs
Pame_bac_bin175	RRE-containing	RiPPs
Pame_bac_bin179	RRE-containing	RiPPs
Pame_bac_bin180	RRE-containing	RiPPs
Pame_bac_bin181	RRE-containing	RiPPs
Pame_bac_bin181	RRE-containing	RiPPs
Pame_bac_bin182	RRE-containing	RiPPs
Pame_bac_bin182	arylpolyene	Others
Pame_bac_bin183	HR-T2PKS	Others
Pame_bac_bin185	RiPP-like	RiPPs
Pame_bac_bin185	RRE-containing	RiPPs
Pame_bac_bin186	RRE-containing	RiPPs
Pame_bac_bin186	RiPP-like	RiPPs
Pame_bac_bin187	RRE-containing	RiPPs
Pame_bac_bin187	arylpolyene	Others
Pame_bac_bin188	arylpolyene	Others
Pame_bac_bin188	RRE-containing	RiPPs
Pame_bac_bin188	RRE-containing	RiPPs
Pame_bac_bin188	arylpolyene	Others
Pame_bac_bin188	RiPP-like	RiPPs
Pame_bac_bin188	phosphonate	Others
Pame_bac_bin188	terpene	Terpene
Pame_bac_bin189	arylpolyene	Others
Pame_bac_bin189	arylpolyene	Others
Pame_bac_bin189	RRE-containing	RiPPs
Pame_bac_bin190	RRE-containing	RiPPs
Pame_bac_bin190	arylpolyene	Others
Pame_bac_bin190	furan	Others
Pame_bac_bin190	arylpolyene	Others
Pame_bac_bin191	RRE-containing	RiPPs
Pame_bac_bin192	RRE-containing	RiPPs
Pame_bac_bin192	phosphonate	Others
Pame_bac_bin193	arylpolyene	Others
Pame_bac_bin193	arylpolyene	Others
Pame_bac_bin193	NRPS	NRPS
Pame_bac_bin194	arylpolyene	Others
Pame_bac_bin194	arylpolyene	Others
Pame_bac_bin194	RRE-containing	RiPPs
Pame_bac_bin194	phosphonate	Others
Pame_bac_bin195	RiPP-like	RiPPs
Pame_bac_bin195	arylpolyene	Others
Pame_bac_bin195	arylpolyene	Others
Pame_bac_bin195	RRE-containing	RiPPs
Pame_bac_bin196	phosphonate	Others
Pame_bac_bin196	arylpolyene	Others
Pame_bac_bin196	arylpolyene	Others
Pame_bac_bin197	RRE-containing	RiPPs
Pame_bac_bin197	arylpolyene	Others
Pame_bac_bin197	arylpolyene	Others
Pame_bac_bin197	RiPP-like	RiPPs
Pame_bac_bin197	RiPP-like	RiPPs
Pame_bac_bin197	terpene	Terpene
Pame_bac_bin197	RRE-containing	RiPPs
Pame_bac_bin197	RRE-containing	RiPPs
Pame_bac_bin198	RRE-containing	RiPPs
Pame_bac_bin199	arylpolyene	Others
Pame_bac_bin199	phosphonate	Others
Pame_bac_bin199	arylpolyene	Others
Pame_bac_bin199	RRE-containing	RiPPs
Pame_bac_bin199	RRE-containing	RiPPs
Pame_bac_bin200	RiPP-like	RiPPs
Pame_bac_bin200	hglE-KS.T1PKS	PKSother
Pame_bac_bin201	arylpolyene	Others
Pame_bac_bin201	arylpolyene	Others
Pame_bac_bin202	RRE-containing	RiPPs
Pame_bac_bin202	RRE-containing	RiPPs
Pame_bac_bin203	arylpolyene	Others
Pame_bac_bin204	RiPP-like	RiPPs
Pame_bac_bin204	arylpolyene	Others
Pame_bac_bin204	RRE-containing	RiPPs
Pame_bac_bin205	RRE-containing.arylpolyene	Others
Pame_bac_bin205	arylpolyene	Others
Pame_bac_bin206	RRE-containing	RiPPs
Pame_bac_bin207	hydrogen-cyanide	Others
Pame_bac_bin208	hydrogen-cyanide	Others
Pame_bac_bin208	betalactone	Others
Pame_bac_bin209	hglE-KS.T1PKS	PKSother
Pame_bac_bin210	hglE-KS.T1PKS	PKSother
Pame_bac_bin210	RiPP-like	RiPPs
Pame_bac_bin210	lanthipeptide-class-i	RiPPs
Pame_bac_bin212	RiPP-like	RiPPs
Pame_bac_bin213	hglE-KS.T1PKS	PKSother
Pame_bac_bin213	hglE-KS	PKSother
Pame_bac_bin213	RiPP-like	RiPPs
Pame_bac_bin215	hglE-KS.T1PKS	PKSother
Pame_bac_bin216	hglE-KS.T1PKS	PKSother
Pame_bac_bin216	hglE-KS.T1PKS	PKSother
Pame_bac_bin217	furan	Others
Pame_bac_bin220	RRE-containing	RiPPs
Pame_bac_bin221	NRPS-like	NRPS
Pame_bac_bin222	arylpolyene	Others
Pame_bac_bin222	hydrogen-cyanide	Others
Pame_bac_bin223	terpene	Terpene
Pame_bac_bin223	arylpolyene	Others
Pame_bac_bin223	hydrogen-cyanide	Others
Pame_bac_bin223	RRE-containing	RiPPs
Pame_bac_bin223	RRE-containing	RiPPs
Pame_bac_bin224	RRE-containing	RiPPs
Pame_bac_bin224	arylpolyene	Others
Pame_bac_bin224	ranthipeptide	RiPPs
Pame_bac_bin225	hydrogen-cyanide	Others
Pame_bac_bin226	arylpolyene	Others
Pame_bac_bin226	hydrogen-cyanide	Others
Pame_bac_bin226	phosphonate	Others
Pame_bac_bin227	acyl_amino_acids	Others
Pame_bac_bin228	hydrogen-cyanide	Others
Pame_bac_bin229	NRPS-like.arylpolyene	Others
Pame_bac_bin229	hydrogen-cyanide	Others
Pame_bac_bin230	hydrogen-cyanide	Others
Pame_bac_bin231	betalactone	Others
Pame_bac_bin232	resorcinol	Others
Pame_bac_bin233	resorcinol.lanthipeptide-class-i	Others
Pame_bac_bin234	arylpolyene	Others
Pame_bac_bin234	arylpolyene	Others
