BGC	NRPS	RiPPs	Terpene	Others	PKS-NRP_Hybrids	PKSother	PKSI
1031	Pful_bac_bin263	0	0	0	1	0	0	0
1032	Pful_bac_bin264	0	0	0	1	0	0	0
1033	Pful_bac_bin265	0	0	0	1	0	0	0
1034	Pful_bac_bin266	0	0	0	2	0	0	0
1035	Pful_bac_bin268	0	0	0	1	0	0	0
1036	Pful_bac_bin269	0	0	0	2	0	0	0
1037	Pful_bac_bin270	0	0	0	2	0	0	0
1038	Pful_bac_bin271	0	1	0	0	0	0	0
1039	Pful_bac_bin273	0	2	0	1	0	0	0
1040	Pful_bac_bin274	0	1	0	0	0	0	0
1041	Pful_bac_bin283	0	0	0	2	0	0	0
1042	Pful_bac_bin292	0	1	0	0	0	0	0
1043	Pful_bac_bin293	0	1	0	0	0	0	0
1044	Pful_bac_bin294	0	2	0	0	0	0	0
1045	Pful_bac_bin295	0	1	0	0	0	0	0
1046	Pful_bac_bin296	0	1	0	1	0	0	0
1047	Pful_bac_bin297	0	1	0	0	0	0	0
1048	Pful_bac_bin298	0	0	0	3	0	0	0
1049	Pful_bac_bin301	0	0	0	1	0	0	0
1050	Pful_bac_bin315	0	0	0	1	0	0	0
1051	Pful_bac_bin317	0	1	1	0	0	1	0
1052	Pful_bac_bin318	0	0	1	2	0	1	0
1053	Pful_bac_bin319	0	1	0	2	0	1	0
1054	Pful_bac_bin320	0	0	1	2	0	0	0
1055	Pful_bac_bin321	0	1	1	0	0	0	0
1056	Pful_bac_bin322	0	1	1	1	0	0	0
1057	Pful_bac_bin323	0	1	1	3	0	0	0
1058	Pful_bac_bin324	0	1	1	2	0	0	0
1059	Pful_bac_bin325	0	2	1	0	0	0	0
1060	Pful_bac_bin326	0	0	1	1	0	0	0
1061	Pful_bac_bin327	0	1	1	0	0	0	0
1062	Pful_bac_bin328	0	0	1	0	0	0	0
1063	Pful_bac_bin329	0	0	1	2	0	0	0
1064	Pful_bac_bin330	0	0	1	2	0	0	0
1065	Pful_bac_bin331	0	0	0	2	0	0	0
1066	Pful_bac_bin332	0	1	0	0	0	0	0
1067	Pful_bac_bin333	0	0	1	1	0	0	0
1068	Pful_bac_bin335	0	1	0	1	0	0	0
1069	Pful_bac_bin338	0	1	0	1	0	0	0
1070	Pful_bac_bin339	0	0	1	0	0	0	0
1071	Pful_bac_bin340	0	0	2	1	0	0	0
1072	Pful_bac_bin341	0	0	1	2	0	0	0
1073	Pful_bac_bin343	0	0	0	2	0	0	0
1074	Pful_bac_bin344	0	1	0	0	0	0	0
1075	Pful_bac_bin345	0	1	0	0	0	0	0
1076	Pful_bac_bin346	0	1	0	2	0	0	0
1077	Pful_bac_bin347	1	3	0	2	0	0	0
1078	Pful_bac_bin348	0	2	0	3	0	0	0
1079	Pful_bac_bin349	0	2	0	4	0	0	0
1080	Pful_bac_bin350	0	1	0	1	0	0	0
1081	Pful_bac_bin351	0	1	0	4	0	0	0
1082	Pful_bac_bin352	0	1	1	3	0	0	0
1083	Pful_bac_bin353	0	0	0	2	0	0	0
1084	Pful_bac_bin354	0	0	0	2	0	0	0
1085	Pful_bac_bin355	0	0	0	1	0	0	0
1086	Pful_bac_bin356	0	0	0	1	0	0	0
1087	Pful_bac_bin358	0	1	1	4	0	0	0
1088	Pful_bac_bin359	0	0	0	2	0	0	0
1089	Pful_bac_bin361	0	0	0	2	0	0	0
1090	Pful_bac_bin362	0	1	0	2	0	0	0
1091	Pful_bac_bin363	0	0	0	1	0	0	0
1092	Pful_bac_bin364	1	0	0	3	0	0	0
1093	Pful_bac_bin365	0	1	1	2	0	0	0
1094	Pful_bac_bin366	0	0	0	1	0	0	0
1095	Pful_bac_bin367	1	0	0	0	0	0	0
1096	Pful_bac_bin368	0	1	0	0	0	0	0
1097	Pful_bac_bin369	1	0	0	3	0	0	0
1098	Pful_bac_bin370	1	0	0	2	0	0	0
1099	Pful_bac_bin371	0	0	0	1	0	0	0
1100	Pful_bac_bin372	2	0	0	3	0	0	0
1101	Pful_bac_bin374	1	0	0	2	0	0	0
1102	Pful_bac_bin375	1	0	0	3	0	0	0
1103	Pful_bac_bin376	0	0	2	0	0	0	0
1104	Pful_bac_bin378	0	1	0	1	0	0	0
1105	Pful_bac_bin382	0	1	0	1	0	0	0
1106	Pful_bac_bin383	0	1	0	0	0	0	0
1107	Pful_bac_bin384	0	2	0	0	0	1	0
1108	Pful_bac_bin385	0	1	0	0	0	1	0
1109	Pful_bac_bin386	0	2	0	0	0	3	0
1110	Pful_bac_bin387	1	2	0	0	0	0	0
1111	Pful_bac_bin388	0	2	0	2	1	0	0
1112	Pful_bac_bin389	1	3	0	3	0	0	0
1113	Pful_bac_bin390	0	0	0	1	0	0	0
1114	Pful_bac_bin391	1	0	0	2	0	0	0
1115	Pful_bac_bin392	0	1	0	1	0	0	1
1116	Pful_bac_bin393	0	2	0	0	0	0	0
1117	Pful_bac_bin394	0	2	0	1	0	0	0
1118	Pful_bac_bin395	0	2	0	1	0	0	1
1119	Pful_bac_bin396	1	0	0	2	0	0	1
1120	Pful_bac_bin397	0	2	0	0	0	0	0
1121	Pful_bac_bin398	0	3	0	1	0	0	0
1122	Pful_bac_bin399	0	2	0	0	0	0	0
1123	Pful_bac_bin401	0	0	0	1	0	0	0
1124	Pful_bac_bin402	1	0	0	1	0	0	0
1125	Pful_bac_bin403	0	1	0	0	0	0	0
1126	Pful_bac_bin404	0	0	0	1	0	0	0
1127	Pful_bac_bin405	1	0	0	0	0	0	0
1128	Pful_bac_bin406	0	1	0	1	0	0	0
1129	Pful_bac_bin407	0	0	0	1	0	0	0
1130	Pful_bac_bin408	0	2	0	1	0	0	0
1131	Pful_bac_bin409	0	1	0	3	0	0	0
1132	Pful_bac_bin410	0	1	0	2	0	0	0
1133	Pful_bac_bin411	0	1	0	0	0	0	0
1134	Pful_bac_bin412	0	1	0	0	0	0	0
1135	Pful_bac_bin413	0	0	2	1	0	1	0
1136	Pful_bac_bin414	0	0	2	0	0	1	0
1137	Pful_bac_bin415	0	0	2	0	0	0	0
1138	Pful_bac_bin416	0	0	0	1	0	0	0
1139	Pful_bac_bin418	0	0	0	1	0	0	0
1140	Pful_bac_bin419	1	1	0	0	0	0	0
1141	Pful_bac_bin420	0	0	1	3	0	0	0
1142	Pful_bac_bin421	0	0	1	2	0	0	0
1143	Pful_bac_bin422	0	0	1	0	0	0	0
1144	Pful_bac_bin423	1	2	0	0	0	0	0
1145	Pful_bac_bin424	1	1	0	0	0	0	0
1146	Pful_bac_bin425	1	0	0	0	0	0	0
1147	Pful_bac_bin428	0	1	0	0	0	0	0
1148	Pful_bac_bin436	0	0	0	1	0	0	0
1149	Pful_bac_bin441	0	0	3	0	0	0	0
1150	Pful_bac_bin442	1	1	6	0	0	0	0
1151	Pful_bac_bin443	2	1	3	0	0	0	0
1152	Pful_bac_bin444	1	2	1	0	0	0	0
1153	Pful_bac_bin445	0	1	0	0	0	0	0
1154	Pful_bac_bin446	1	1	0	1	0	0	0
1155	Pful_bac_bin447	0	1	0	0	0	0	0
1156	Pful_bac_bin448	3	1	0	0	0	0	0
1157	Pful_bac_bin449	1	1	0	0	0	0	0
1158	Pful_bac_bin451	0	0	1	0	0	0	0
1159	Pful_bac_bin452	0	0	1	1	0	0	0
1160	Pful_bac_bin453	0	0	1	0	0	0	0
1161	Pful_bac_bin454	0	0	1	0	0	0	0
1162	Pful_bac_bin455	0	0	1	0	0	0	0
1163	Pful_bac_bin456	0	0	1	0	0	0	0
1164	Pful_bac_bin457	0	0	1	0	0	0	0
1165	Pful_bac_bin458	0	0	1	0	0	0	0
1166	Pful_bac_bin459	0	0	1	1	0	0	0
1167	Pful_bac_bin460	0	0	1	1	0	0	0
1168	Pful_bac_bin461	0	0	1	1	0	0	0
1169	Pful_bac_bin465	0	0	0	1	0	0	0
1170	Pful_bac_bin466	0	0	0	1	0	0	0
1171	Pful_bac_bin470	0	0	1	0	0	0	0
1172	Pful_bac_bin472	0	1	1	1	0	0	0
1173	Pful_bac_bin473	0	1	0	1	0	0	0
1174	Pful_bac_bin474	0	1	0	2	0	0	0
1175	Pful_bac_bin475	0	1	0	5	2	0	0
1176	Pful_bac_bin476	4	3	0	2	0	1	0
1177	Pful_bac_bin477	0	0	0	2	0	0	0
1178	Pful_bac_bin478	0	0	0	1	0	0	0
1179	Pful_bac_bin480	0	0	0	1	0	0	0
1180	Pful_bac_bin481	0	0	0	1	0	0	0
1181	Pful_bac_bin483	0	2	0	0	0	0	0
1182	Pful_bac_bin484	0	1	0	0	0	0	0
1183	Pful_bac_bin485	0	1	0	1	0	0	0
1184	Pful_bac_bin488	0	1	0	0	0	0	0
1185	Pful_bac_bin490	0	0	0	2	0	0	0
1186	Pful_bac_bin491	0	0	2	0	0	0	0
1187	Pful_bac_bin492	0	0	1	0	0	0	0
1188	Pful_bac_bin493	0	0	2	0	0	0	0
