OG	Pame	Pful	Esin	Bger	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6
OG0007194	Pame_06392.t1	Pful_10817.t1	Esin_05942-PA	Bger_16369.t1	0.67764	0.234078	0.481652	0.375374	0.786154	0.32886	0.367856	0.242494	0.082823	0.572413	0.487359	0.378361	1.54269	1.2785	0.640143	0.851615	1.27504	3.19282	2.74643	4.16167	2.37718	2.73274	4.50649	1.5286
OG0007196	Pame_06407.t2	Pful_21048.t1	Esin_05961-PA	Bger_16375.t2	0	0	0	0	0	0.059674	0.10563	0	0	0	0	0	0	0.253223	0	0	0	0	0	0.818843	0	0	0.031969	0
OG0007197	Pame_06406.t1	Pful_10803.t1	Esin_05962-PA	Bger_16376.t1	1.1461	0.474971	0.71493	0.919283	0.564233	0.767719	0.492636	0.622352	0.71573	0.434081	1.53351	0.236347	9.77324	9.92009	1.41261	5.32014	36.139	11.6442	8.16878	4.39045	5.26658	4.94995	8.17902	3.94062
OG0007198	Pame_06405.t2	Pful_10804.t2	Esin_05964-PA	Bger_16377.t2	0.177921	0.216045	0.13388	0.211564	0.358189	0.200575	0.425764	0.235317	0.289649	0.409167	0.529013	0.111053	27.6592	15.1284	8.23242	21.1583	21.7688	23.6361	0.267989	2.98567	0.3587	0.436866	1.44527	0.29724
OG0007199	Pame_21585.t1	Pful_22217.t1	Esin_05858-PA	Bger_16381.t1	12.3687	9.98617	13.0935	5.89418	10.2159	8.06346	10.4344	10.8564	10.8447	9.95665	12.7103	7.9041	10.5301	8.8981	5.09087	6.02232	10.834	12.5645	20.2955	20.092	20.1612	19.7193	29.3713	17.3752
OG0007200	Pame_00605.t1	Pful_19013.t1	Esin_06072-PA	Bger_16383.t1	11.2811	21.6889	10.056	11.7291	18.9624	13.9467	0.660395	0.693701	0.347297	0.532028	2.05557	0.25619	19.5765	11.6592	10.9914	8.78399	29.8832	20.5738	29.2919	12.3918	12.7701	9.40117	15.7022	15.3674
OG0007201	Pame_00604.t1	Pful_19012.t1	Esin_06071-PA	Bger_16384.t2	4.34706	5.76765	3.80218	2.89905	4.98746	4.14644	3.8818	4.3658	5.97702	5.86789	5.07215	3.81706	9.86059	7.6681	6.57735	13.8529	4.20698	8.91693	183.2	125.98	45.2179	167.364	129.609	173.469
OG0007202	Pame_00599.t2	Pful_19010.t1	Esin_06063-PA	Bger_16386.t2	0.076862	0.078089	0.07805	0.09311	0.038651	0.115059	0.102353	0.228194	0.131869	0.056597	0.18592	0.067895	4.6929	2.07343	0.425527	3.86267	5.58052	5.14636	1.28656	2.01505	0.785767	0.806805	1.37098	0.461565
OG0007203	Pame_00591.t1	Pful_19006.t1	Esin_06055-PA	Bger_16390.t2	19.9001	23.057	19.8246	18.3795	23.2529	18.3702	9.20266	7.96519	9.35133	8.98935	10.5114	5.97692	19.0514	16.779	8.1889	12.9258	17.6067	20.0956	35.259	37.0071	26.3627	17.7913	28.3686	22.4045
OG0007204	Pame_04641.t2	Pful_10143.t1	Esin_01096-PB	Bger_16393.t3	0	0	0	0	0	0	0	0	0	0	0.183902	0	0	0.177381	0	0.216926	0.199867	0.631686	0.078768	0.377552	0.084519	0	0.06069	0
OG0007205	Pame_04630.t1	Pful_10138.t2	Esin_01101-PA	Bger_16396.t1	0.015251	0.037176	0.015473	0	0.061359	7.65644	0.043691	7.15592	0	0.025751	0.028195	0	0.454301	0.206854	0.068952	0.206143	0.181795	0.606405	0.198199	0.086351	1.73125	0.335957	66.1835	0.120328
OG0007206	Pame_04629.t1	Pful_10136.t1	Esin_01104-PA	Bger_16397.t1	8.40514	8.99114	5.57045	8.48465	6.23235	7.3037	6.57391	5.74123	3.89965	4.94171	4.67489	4.37928	27.4967	25.972	8.89793	21.5232	25.4562	29.2897	1.7626	7.0365	3.37601	5.42631	7.07458	0.695605
OG0007207	Pame_04628.t1	Pful_10137.t1	Esin_01102-PA	Bger_16398.t2	1.75914	0.713741	0.875967	1.04223	1.23115	3.84183	1.80185	24.1333	1.61718	1.54427	2.63976	1.43557	0.580161	0.284724	0.255149	0.270817	1.92747	0.519726	12.1928	8.38803	16.6962	9.78812	17.5754	6.99054
OG0007208	Pame_15911.t2	Pful_16705.t2	Esin_01260-PA	Bger_16400.t1	2.47107	3.94198	1.42336	2.15247	3.26143	1.73376	3.36195	4.69512	4.40899	4.64009	6.8959	2.60237	4.89341	4.5468	1.57365	3.17233	2.75888	4.02443	5.76865	3.4152	4.3117	3.62805	6.45826	3.77597
OG0007209	Pame_16192.t2	Pful_3200.t3	Esin_00966-PA	Bger_16401.t1	51.9485	59.1515	36.1653	53.6363	57.1845	49.0308	49.1689	67.7831	40.0418	52.35	71.7253	41.7525	24.9083	22.9638	10.3398	17.2026	24.1188	27.3021	195.57	125.05	122.261	133.394	197.992	116.424
OG0007210	Pame_16172.t1	Pful_3180.t2	Esin_14876-PA	Bger_16406.t2	32.0064	40.2369	29.7102	31.557	24.5433	46.0015	25.377	26.7844	13.3437	25.5424	18.7502	23.5575	88.9515	101.365	66.3747	62.7366	76.6063	85.337	9.00136	8.99017	7.51631	7.62736	11.8696	5.56102
OG0007211	Pame_16174.t1	Pful_3181.t1	Esin_14870-PA	Bger_16407.t1	485.988	394.983	362.195	420.27	244.983	314.581	109.534	95.8005	97.1345	144.054	85.2034	101.335	56.5629	33.769	18.6798	28.5436	61.8829	48.4479	62.9647	64.4014	58.3694	74.2383	93.2061	36.394
OG0007212	Pame_16175.t1	Pful_3182.t1	Esin_14879-PA	Bger_16408.t1	14.5867	18.7368	18.1614	16.244	8.26127	11.4566	32.0543	31.0707	32.2104	34.584	36.8555	25.5131	124.622	123.313	50.3496	66.1995	89.4356	118.826	9.92266	14.0104	13.8344	19.8464	20.3386	4.52632
OG0007213	Pame_09735.t1	Pful_21232.t1	Esin_01053-PA	Bger_16409.t1	4.81752	5.21816	3.98576	3.39642	2.87706	3.10032	3.15391	2.79996	3.48346	4.31855	4.13918	2.88145	22.0871	18.0649	13.4076	33.9324	14.1349	20.6115	18.6213	13.7009	16.2269	17.2586	22.124	11.8574
OG0007214	Pame_09726.t1	Pful_21227.t1	Esin_01040-PA	Bger_16410.t1	0.493839	0.699656	0.48782	0.323267	0.496671	0.374649	0.258561	0.170368	0.255822	0.239265	0.808782	0.156017	13.5867	7.1955	7.87867	14.1339	4.46495	10.6387	1.2385	1.24702	0.658241	0.752093	0.858502	0.63714
OG0007215	Pame_09727.t1	Pful_21228.t1	Esin_01043-PA	Bger_16411.t1	0	0.323994	0	0	0	0	0	0	0	0	0	0	0	0.444693	0	0.362289	0	0.237191	0	1.11362	0.977397	0.939375	1.38995	0
OG0007216	Pame_09734.t1	Pful_21231.t1	Esin_01052-PA	Bger_16415.t1	0.433646	0.30023	0.308726	0.388922	0.187147	0.489971	5.01547	4.03384	2.86099	4.82422	4.87695	3.51211	4.10957	2.66549	2.26389	3.03623	3.54921	4.26583	1.22769	3.56422	1.62584	1.53699	2.54697	0.84569
OG0007217	Pame_09724.t1	Pful_21226.t1	Esin_01036-PA	Bger_16416.t1	1.02901	0.555612	1.96097	4.41408	1.38074	1.63673	0.717577	1.95694	3.60877	0.892892	0.977191	0.942649	0.56491	0.746366	0.182018	0.240384	0.390117	0.348346	10.4502	9.88653	14.8185	13.8621	8.7119	9.78155
OG0007218	Pame_09736.t1	Pful_21234.t1	Esin_01038-PA	Bger_16419.t1	10.05	11.5246	6.44979	7.66045	7.65798	6.95602	10.2477	7.74156	6.43729	10.5377	9.8495	5.81798	0	0	0	0	0	0	2.19786	2.32199	1.89722	2.15838	3.54264	1.3384
OG0007219	Pame_04079.t1	Pful_18941.t1	Esin_00959-PB	Bger_16424.t1	0.116253	0.141266	0.116889	0.123287	0	0.261917	0.10984	0.243241	0	0.128272	0.280707	0.063884	5.91394	4.01923	2.32832	3.31488	4.78332	5.45922	30.792	30.3823	28.8979	35.1551	41.3486	25.2932
OG0007220	Pame_11740.t1	Pful_20477.t1	Esin_07542-PA	Bger_16426.t1	66.7983	60.4625	48.6622	40.9031	66.9501	58.0552	31.4816	36.3396	31.131	30.2113	46.1335	20.8762	13.9328	11.5544	6.73724	10.1729	18.0274	17.3179	7.82	4.31642	4.33196	5.45482	8.57723	5.07294
OG0007221	Pame_16168.t1	Pful_3175.t1	Esin_14877-PA	Bger_16427.t1	18.3149	22.6145	19.4912	18.0696	18.099	17.9685	22.3265	19.6393	18.0234	21.1302	23.0647	18.3823	41.7505	36.4442	21.4616	20.9953	26.8689	38.6383	33.0059	24.5613	21.6468	25.8924	43.2117	24.0995
OG0007222	Pame_16167.t2	Pful_3174.t2	Esin_14878-PA	Bger_16428.t1	5.06527	5.30776	5.80396	6.06818	2.0864	7.0849	12.5483	12.1338	11.8196	11.6686	10.0574	10.6424	104.148	114.408	34.966	62.484	88.4372	139.863	42.4134	40.2649	35.5837	30.7624	44.0734	42.5654
OG0007223	Pame_09106.t1	Pful_5536.t1	Esin_14690-PA	Bger_16429.t1	0.861284	1.15718	1.52372	0.96523	1.65103	2.92557	0.097543	0.107328	0.550028	0.336479	0.092585	0	27.6442	6.88457	5.5971	4.51957	38.538	33.8662	0	0.815184	0.654698	0.439409	0.078051	0
OG0007224	Pame_01928.t1	Pful_8167.t1	Esin_01008-PA	Bger_16431.t1	0.194421	0.412926	0.292136	0.076877	0.636069	0.054824	0.296215	0.326807	0.2234	0.043009	1.03491	0.128274	1.02575	1.01887	0.491062	2.55109	1.55223	7.86066	2.81867	1.09515	2.82205	1.76047	3.97338	0.995437
OG0007225	Pame_01936.t1	Pful_8176.t1	Esin_01988-PA	Bger_16439.t1	0	0	0.054805	0.086425	0.055213	0	0.194313	0.160822	0.10994	0.084667	0.277827	0	7.0874	0.955905	0.282415	5.38491	0.850339	11.1035	0.732914	1.53746	0.356702	0.579294	2.87463	0.73892
OG0007226	Pame_01939.t1	Pful_8177.t1	Esin_01986-PA	Bger_16440.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.120151	0	0	0	0	0	0.269982	0.590928	0	0	0.052001	0
OG0007227	Pame_05755.t1	Pful_4780.t1	Esin_01976-PA	Bger_16442.t2	6.27449	5.61668	7.95091	4.83813	5.065	2.98872	7.27037	9.73199	9.15131	6.93015	12.8767	5.31169	8.17336	2.18728	0.485845	2.05508	4.59583	1.78439	6.21152	4.49355	3.7982	3.82906	5.48754	5.06719
OG0007228	Pame_05754.t1	Pful_4781.t1	Esin_01982-PA	Bger_16443.t1	47.0503	69.0851	50.1043	41.367	85.4884	34.6054	84.0017	65.0252	62.8355	54.2113	133.345	38.4919	16.3065	9.01869	7.04502	6.98332	6.5722	9.85338	82.7107	34.8143	35.4539	38.4516	52.9273	40.5662
OG0007229	Pame_05753.t1	Pful_4782.t1	Esin_01981-PA	Bger_16444.t1	0.11404	0.099266	0.082606	0.065649	0.098316	0.073196	0.098174	0.547001	0.080275	0.062009	0.230848	0.086768	1.32913	0.666835	0.118409	0.142778	1.03895	0.05399	0.19953	0.086935	0.447507	0.144947	0.80256	0.266512
OG0007230	Pame_05751.t1	Pful_4788.t1	Esin_01984-PA	Bger_16445.t1	9.14481	12.2104	8.37096	6.71161	9.49245	7.29772	7.98699	10.0929	10.0868	7.06278	12.8158	5.37485	2.42171	2.07729	0.849456	1.35793	2.29686	3.6767	21.8495	14.8685	22.8342	17.877	23.1185	12.2754
OG0007232	Pame_05759.t1	Pful_4791.t1	Esin_01974-PA	Bger_16451.t1	0.375367	0.62653	0.329223	0.519999	0.425076	0.476208	0.830467	0.629462	0.645351	0.677534	0.592809	0.404001	3.78118	1.8483	1.55522	2.75113	2.66228	4.23887	2.78543	3.67746	1.81896	1.40274	4.13497	1.43215
OG0007233	Pame_05758.t2	Pful_4789.t3	Esin_01978-PA	Bger_16453.t2	8.25598	9.54695	7.07236	7.69686	4.25372	5.86722	2.22843	3.32073	1.68528	3.35045	1.50962	1.84172	53.4727	58.9528	34.341	30.7534	21.3061	56.8968	10.8792	13.6247	15.4998	22.8142	29.1303	8.53325
OG0007234	Pame_17986.t1	Pful_11831.t1	Esin_03313-PA	Bger_16461.t1	384.29	377.289	579.789	253.064	266.134	233.894	195.699	164.239	275.766	167.399	180.584	129.09	33.9579	18.7446	13.5011	21.6061	38.3442	41.5587	186.453	311.347	253.857	241.874	198.136	275.543
OG0007235	Pame_17985.t1	Pful_11832.t1	Esin_03306-PA	Bger_16462.t1	11.1952	9.08261	6.28316	5.51127	9.05449	5.55116	7.0618	11.716	8.04959	5.20379	8.04593	5.29655	33.3409	26.6222	18.4769	23.1951	19.7402	23.3962	6.72599	7.49735	6.21919	4.25167	7.01933	5.03529
OG0007236	Pame_17984.t1	Pful_11833.t1	Esin_03312-PA	Bger_16463.t2	26.0134	29.1394	14.9259	17.2749	16.8686	16.4477	11.6536	10.666	12.8785	14.2763	16.7754	9.48127	50.9332	38.6233	15.1226	35.1093	78.9458	61.7372	30.151	34.2478	25.338	33.9379	43.929	18.3133
OG0007237	Pame_17983.t1	Pful_11834.t1	Esin_03310-PA	Bger_16464.t1	1.90185	2.36318	2.17714	2.23425	1.89391	2.1797	2.47138	2.44265	0.716767	2.08362	1.24749	1.13812	0	0	0	0	0	0	15.0203	12.352	12.3631	13.6648	18.5581	9.96744
OG0007238	Pame_17982.t1	Pful_11835.t1	Esin_03307-PA	Bger_16465.t1	6.27485	4.74697	4.55018	5.64805	3.94526	4.22736	6.64868	5.61094	5.39074	6.70014	3.48966	5.43115	2.8937	1.66489	0.957676	0.645068	0.38122	0	3.55109	4.87215	3.08722	4.57421	5.12312	2.6849
OG0007239	Pame_06099.t1	Pful_14891.t1	Esin_03640-PA	Bger_16468.t1	0.293822	1.30241	0.779648	0.911071	0.298335	0.776417	0.354827	0.89446	0.057319	0.485478	0.675794	0.570294	1.75577	1.5735	0.82766	1.15713	2.00829	2.11533	0.243755	1.14402	0.100753	0.249864	0.177741	0
OG0007241	Pame_09484.t1	Pful_6884.t1	Esin_14827-PA	Bger_16503.t1	20.2578	26.5031	17.3662	25.7394	34.5055	29.2824	24.5938	29.4255	17.0591	19.4901	30.8275	15.153	0.562406	0.193835	0.128823	0.269784	0.397118	0.379137	27.1242	27.3095	22.637	31.37	48.657	16.4452
OG0007242	Pame_09483.t1	Pful_6885.t1	Esin_14830-PB	Bger_16504.t1	0.828824	0.9335	0.464395	0.68687	0.92661	0.967235	0.905823	0.97622	0.36443	0.773286	0.666843	0.350638	5.87284	5.9475	2.62859	4.13391	4.80686	7.14665	0.284653	1.7646	0.563445	0.663936	1.44092	0.178846
OG0007243	Pame_09482.t1	Pful_6887.t1	Esin_14831-PA	Bger_16505.t1	2.32912	1.23667	0.892582	1.41387	0.627175	0.84929	0.690305	0.950195	0.534905	1.06816	0.557974	0.411634	7.10534	1.72854	4.06307	4.59325	2.5661	4.56925	1.61383	2.12964	2.30058	1.93219	4.04557	0.87715
OG0007244	Pame_09476.t2	Pful_6896.t1	Esin_14836-PA	Bger_16511.t1	0.719562	0.819086	0.180449	0.320768	0.905346	0.304213	0.712386	0.497998	0.801793	0.616621	2.20626	0.27802	8.88539	7.29076	1.69219	6.79768	5.85328	3.00924	2.36427	1.78125	3.89045	2.70222	3.68959	1.87872
OG0007245	Pame_09474.t1	Pful_6899.t1	Esin_14840-PA	Bger_16514.t2	0	0	0.047166	0	0	0.159199	0.144646	0.128406	0.065902	0.177941	0.111284	0	4.11676	8.79575	1.64723	7.01944	1.0138	4.5223	3.00915	2.26352	6.01527	2.50921	7.83414	2.49068
OG0007246	Pame_18333.t2	Pful_6901.t1	Esin_14843-PA	Bger_16516.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.605537	0.883161	0	0.146727	0
OG0007247	Pame_09465.t1	Pful_6911.t1	Esin_14845-PA	Bger_16521.t1	0	0	0	0	0.060088	0	0.044319	0	0	0	0.126976	0.076989	0.562193	0	0.22566	0.245557	0.328585	0	7.66664	2.87897	3.55877	1.92415	3.47516	0.2421
OG0007248	Pame_09453.t1	Pful_6921.t1	Esin_17482-PA	Bger_16551.t1	3.46962	3.37002	3.59804	4.03671	3.0834	1.79433	2.28195	2.47248	2.53914	2.538	3.37248	2.63931	4.42393	4.45846	1.87435	3.80815	2.63766	4.13852	1.35136	1.65631	1.47144	1.57441	2.48551	0.344496
OG0007249	Pame_04080.t2	Pful_18942.t1	Esin_00960-PA	Bger_16553.t1	12.8281	12.2018	14.7269	10.2864	11.1587	14.4633	18.2322	17.1954	18.95	13.4768	17.4535	12.5104	0.320179	0.1749	0.152952	0.599056	0.385924	0.156109	8.81063	5.72157	6.49054	5.55612	10.9261	6.28643
OG0007250	Pame_16176.t1	Pful_3183.t1	Esin_00988-PA	Bger_16554.t1	10.49	10.9504	3.60317	8.09554	16.4114	3.24471	6.05338	9.45161	5.77843	6.49105	8.98273	5.14253	13.1784	14.0231	6.63074	8.75395	12.7787	14.8809	12.0436	8.71171	5.37606	10.5133	17.148	6.50612
OG0007251	Pame_11219.t1	Pful_6077.t1	Esin_14655-PA	Bger_16556.t1	76.6426	89.1544	89.0626	53.1239	73.8523	62.3449	95.4929	112.326	99.0727	78.1671	88.747	76.7964	0.987816	0.79091	0.650301	0.63027	0.869101	1.12527	36.9077	37.8356	44.1545	31.371	39.8263	37.264
OG0007252	Pame_11220.t1	Pful_6078.t1	Esin_17476-PA	Bger_16555.t2	49.0514	57.2188	52.7314	21.7511	43.0717	38.8725	66.8434	84.2121	84.8842	70.9851	87.8545	47.3761	67.5838	51.5785	44.6156	31.1228	56.2572	53.8353	38.4695	39.0446	45.4494	34.9276	59.1708	41.2702
OG0007253	Pame_08732.t1	Pful_18139.t1	Esin_15275-PA	Bger_16562.t1	12.9579	14.3015	11.5586	15.4267	14.2747	13.2925	17.6058	22.401	15.6469	18.2199	17.2406	13.712	9.12556	8.54315	4.21919	5.19643	6.39327	9.62785	15.6161	10.8886	14.4756	13.8166	20.3972	10.4956
OG0007254	Pame_08734.t1	Pful_18140.t1	Esin_15265-PA	Bger_16565.t1	209.479	235.353	337.154	183.943	232.33	236.628	178.945	202.015	238.575	181.66	187.848	125.013	11.8111	9.28235	5.94401	8.12877	12.5814	12.748	193.112	253.674	316.486	257.754	263.066	238.218
OG0007255	Pame_08735.t1	Pful_18141.t2	Esin_15274-PA	Bger_16566.t1	60.7177	57.8345	69.3937	50.2181	60.0894	53.4735	38.4991	38.7869	34.4114	40.731	42.8236	35.6056	5.31294	6.41079	3.08036	3.08591	5.57422	6.61406	42.0594	37.5133	37.022	43.1559	45.8524	39.2136
OG0007256	Pame_08736.t1	Pful_18142.t1	Esin_15273-PA	Bger_16567.t1	0	0.048948	0.040485	0.064032	0.040548	0.136182	0.417884	0.546616	0.12942	0.099761	0.363844	0.231813	2.98442	1.06929	0.726857	0.760065	1.694	1.73096	0.412982	1.87306	0	0.064147	0.045451	0.065263
OG0007257	Pame_08737.t1	Pful_18143.t2	Esin_15272-PA	Bger_16568.t1	16.5753	16.8603	21.7011	14.1328	15.5305	13.2471	27.1695	25.4823	32.6138	20.2201	25.0533	16.1699	21.2397	16.0211	9.41555	11.2203	21.29	20.5778	3.13435	3.43024	3.39833	3.38493	4.54258	3.08849
OG0007258	Pame_08738.t1	Pful_18144.t1	Esin_15270-PA	Bger_16569.t1	10.0388	10.3231	12.4193	21.0852	9.09084	12.7308	30.3757	18.2874	10.6814	13.4618	19.2709	21.4695	21.6748	18.5061	9.46962	14.3068	22.2876	22.7612	13.9116	14.8335	11.1995	8.56908	10.4771	12.2297
OG0007259	Pame_08741.t1	Pful_18145.t1	Esin_15264-PA	Bger_16571.t1	1.22857	3.36762	2.83284	3.79984	2.34425	2.33875	11.7457	24.213	6.54158	2.16476	3.75698	10.6597	8.5764	1.13102	0.39386	8.65905	20.9317	16.3654	4.04701	3.68883	6.53122	4.42629	12.8275	5.01368
OG0007260	Pame_08742.t1	Pful_18146.t1	Esin_15259-PA	Bger_16572.t1	2.38793	1.11989	2.1647	1.90446	0.892508	1.19056	5.16034	3.21796	5.02725	2.06591	2.53953	5.27478	5.88851	1.44985	0.739608	5.73745	3.02716	4.37753	0.02219	0.020536	0	0	0.051568	0.011695
OG0007261	Pame_08709.t1	Pful_2535.t2	Esin_15237-PA	Bger_16574.t6	0.096806	0.117039	0.192661	0	0.294808	2.30202	0.270536	0.694903	0	0.077903	0.085643	0	0.255724	0.124021	0.164382	0.158093	0.542563	1.17015	1.05551	0.749003	29.1099	1.20432	5.96132	0.468731
OG0007262	Pame_08713.t1	Pful_2532.t1	Esin_15239-PA	Bger_16577.t1	0.058927	0.143738	0.119813	0.079456	0.167902	0.099199	0.312417	0.307608	0.221256	0.227982	0.490411	0.105873	1.52243	1.19938	0.399218	0.894008	2.05814	1.64151	1.02981	0.70753	0.782449	0.758581	1.43623	0.47019
OG0007263	Pame_08712.t1	Pful_2533.t2	Esin_15238-PA	Bger_16578.t1	1.75634	2.80598	2.44315	1.04253	2.05204	1.50983	0.721693	1.5897	0.752091	0.771809	1.68806	0.718705	5.72344	4.87469	2.47777	3.60088	5.75222	7.21741	0.560074	4.04624	0.401681	1.21545	1.22278	0.417801
OG0007264	Pame_09414.t1	Pful_1902.t1	Esin_14743-PA	Bger_16579.t1	19.7549	22.8597	20.7006	10.6718	16.5308	14.4203	21.2742	16.8767	21.3871	12.5266	17.7693	11.1485	13.8706	18.1572	13.2557	8.63376	15.5925	20.6566	66.0639	47.7867	75.1386	51.5544	74.9042	62.6758
OG0007265	Pame_06425.t1	Pful_20943.t1	Esin_05454-PA	Bger_16583.t1	1.06746	4.40597	13.9217	1.42037	3.80821	1.09227	20.5769	4.11904	17.3268	26.6005	35.1914	11.5126	13.6074	2.06051	0.269987	1.72464	2.84284	1.80208	4.75782	15.0445	7.01736	12.384	9.594	3.1861
OG0007266	Pame_06453.t1	Pful_20957.t1	Esin_05469-PA	Bger_16586.t1	5.31866	4.01714	3.16561	3.99219	2.81891	3.86327	4.53181	3.23853	2.91727	4.04542	2.46718	3.30534	7.64655	7.69015	4.57508	5.47649	7.83927	11.2336	13.0988	8.369	10.899	9.27849	12.505	6.78522
OG0007267	Pame_06452.t1	Pful_20958.t1	Esin_05464-PA	Bger_16587.t1	3.56789	5.27107	3.94424	4.45394	4.73061	3.70415	1.51285	1.45697	0.746717	0.734482	2.33439	0.641085	1.00625	0.665926	0.316274	0.628465	1.40347	1.41055	21.8303	11.9194	16.3324	12.6679	22.2446	16.2834
OG0007268	Pame_17304.t1	Pful_1180.t1	Esin_04429-PA	Bger_16588.t1	0.416238	0	0	0	0	0.058712	0.14527	0.213753	0.328783	0.084403	0.276959	0.167845	0.197641	0.21054	0.078904	0	0.470678	0.34286	1.1712	5.76761	0.059086	0.060009	0.171215	0
OG0007269	Pame_17287.t2	Pful_1196.t1	Esin_04483-PA	Bger_16593.t1	0.430002	0.389388	0.213631	0.332055	0.218623	0.121806	0.698575	0.568427	0.387442	0.734677	0.324682	0.283913	1.95798	1.20719	0.700489	0.977975	3.05955	0.962574	0.254226	0.640919	0.280959	0	0.784966	0
OG0007270	Pame_17290.t1	Pful_1191.t1	Esin_04480-PA	Bger_16595.t1	22.01	23.0931	21.6962	22.441	25.2591	26.9512	40.5121	43.472	30.3616	41.0473	40.5759	31.4041	16.9665	10.285	6.04484	8.49875	11.8122	15.3616	16.0756	19.1586	25.4581	25.5038	29.3995	16.2748
OG0007271	Pame_17291.t1	Pful_1190.t1	Esin_04479-PA	Bger_16597.t1	31.0002	43.1279	45.9516	26.0943	41.1297	32.0685	32.6085	33.7917	36.8238	25.5152	36.0776	19.0078	7.75939	6.32612	4.64757	3.49035	7.40899	8.14934	6.67242	3.39289	6.89205	2.8883	11.0883	3.72212
OG0007272	Pame_17299.t1	Pful_1184.t1	Esin_04171-PA	Bger_16598.t1	12.2933	12.9026	5.39297	5.9581	9.36953	8.43247	5.77236	5.23666	5.1934	5.09962	10.8218	3.42071	12.7846	6.00281	6.26023	4.30781	7.92877	9.20554	0.650227	0.688688	1.21012	0.241178	3.41957	0.440035
OG0007273	Pame_17300.t1	Pful_1183.t1	Esin_04170-PA	Bger_16599.t1	6.531	14.3834	5.32501	1.15778	10.9212	4.38166	11.2951	16.6587	9.72869	7.5645	30.0522	6.80808	1.9854	1.78412	0.636524	2.36552	2.41963	3.70583	7.75856	5.43373	6.62414	5.76586	9.90794	5.78021
OG0007274	Pame_17223.t1	Pful_1244.t1	Esin_04169-PA	Bger_16602.t1	1.71822	0.716416	2.23751	0.491192	1.04185	7.75346	1.10494	1.1302	1.48851	1.20742	1.36437	0.816503	4.31597	4.27054	0.574509	5.44425	3.30295	3.44532	2.73934	5.39348	2.05675	2.56204	11.3889	6.24417
OG0007275	Pame_09446.t1	Pful_6932.t1	Esin_17478-PA	Bger_16604.t1	156.449	182.731	139.394	125.726	157.799	120.66	101.889	126.597	130.231	137.396	129.261	98.9075	272.888	260.458	135.818	152.762	302.323	312.338	71.9472	43.7332	50.0907	43.8555	67.8834	55.7045
OG0007276	Pame_09447.t2	Pful_6931.t1	Esin_17479-PA	Bger_16605.t2	0	0	0	0.495381	0	0.054333	0.136548	0	0.154672	0.039716	0.173781	0.079015	1.02477	0.85591	0.50614	0.510873	0.828654	1.7072	0.14061	0.33605	0	0	0.108332	0.078064
OG0007277	Pame_09448.t1	Pful_6930.t1	Esin_17480-PA	Bger_16606.t1	0.473718	0.41842	0.345842	0.444173	0.390108	0.485399	0.873873	0.782182	0.267563	0.618978	1.25792	0.558077	3.43432	3.01865	1.18438	1.97107	4.32545	3.79042	0.559839	1.69212	0.815142	0.664363	1.48986	0.224595
OG0007278	Pame_11210.t1	Pful_6068.t1	Esin_14669-PA	Bger_16609.t1	3.12343	4.22011	3.3369	3.67104	3.35125	3.42443	2.32993	3.12819	1.27785	1.6683	2.54515	1.08393	0.131997	0.213062	0	0.015311	0.075957	0.2256	11.5305	5.39915	8.07089	10.3833	21.5342	4.21986
OG0007279	Pame_07882.t1	Pful_4459.t1	Esin_05087-PA	Bger_16616.t1	0.215005	0.456345	0.214958	0.466198	0.270578	0.424677	0.932143	0.493075	0.137951	0.35438	0.387713	0.211668	0.394852	1.47241	0.236492	0.514347	0.705369	1.37018	1.00759	3.40136	0.752876	1.09761	1.36341	1.1626
OG0007280	Pame_16183.t1	Pful_3191.t1	Esin_14891-PA	Bger_16620.t1	1.77426	1.97546	1.27413	1.41839	1.997	1.18433	0.565635	0.721941	0.193324	0.49716	0.408093	0.198331	36.1654	46.3957	18.062	25.3463	43.2614	40.7078	18.9491	14.1641	15.4727	14.6901	23.5204	13.8199
OG0007281	Pame_16182.t1	Pful_3190.t1	Esin_14893-PA	Bger_16621.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.748094	0	0.33167	0.721851	0	0.576602	0.206845	2.2941	0.027486	0.056336	0.15932	0.084871
OG0007282	Pame_16181.t1	Pful_3189.t1	Esin_14894-PA	Bger_16622.t3	0.324782	0.323283	0.268123	0.188889	0.148537	0.365428	0.106943	0.326546	0.182852	0.211632	0.566217	0.117285	11.589	7.63768	4.25529	6.7404	11.3303	13.4604	0.784008	0.336848	0.341544	0.814824	1.53722	0.23471
OG0007283	Pame_16180.t1	Pful_3188.t2	Esin_14873-PA	Bger_16623.t1	1.59438	1.11353	1.02535	0.755555	0.623854	0.863739	1.11055	1.26356	0.91745	0.976327	0.98843	0.511237	76.0846	53.4462	30.5434	49.748	93.43	79.6764	1.45719	2.9454	2.25611	3.02939	4.33669	0.799115
