protein	KO	pathway
OG0007100	K14305	ko05014
OG0007101	K00624	ko04146
OG0007102	K02918	ko03010
OG0007102	K02918	ko05171
OG0007103	K05754	ko04138
OG0007103	K05754	ko04144
OG0007103	K05754	ko04530
OG0007103	K05754	ko04666
OG0007103	K05754	ko04810
OG0007103	K05754	ko05100
OG0007103	K05754	ko05130
OG0007103	K05754	ko05131
OG0007103	K05754	ko05132
OG0007103	K05754	ko05135
OG0007106	K10887	ko03450
OG0007106	K10887	ko05340
OG0007108	K03509	ko01524
OG0007108	K03509	ko03460
OG0007111	K14003	ko04141
OG0007112	K04381	ko04010
OG0007112	K04381	ko05206
OG0007113	K01278	ko03272
OG0007113	K01278	ko04974
OG0007114	K21598	ko04928
OG0007115	K17589	ko04140
OG0007115	K17589	ko04211
OG0007115	K17589	ko05010
OG0007115	K17589	ko05014
OG0007115	K17589	ko05016
OG0007115	K17589	ko05017
OG0007115	K17589	ko05022
OG0007119	K01495	ko00790
OG0007119	K01495	ko01100
OG0007119	K01495	ko01240
OG0007123	K14563	ko03008
OG0007124	K03131	ko03022
OG0007125	K03109	ko03060
OG0007132	K06691	ko03050
OG0007132	K06691	ko05010
OG0007132	K06691	ko05012
OG0007132	K06691	ko05014
OG0007132	K06691	ko05016
OG0007132	K06691	ko05017
OG0007132	K06691	ko05020
OG0007132	K06691	ko05022
OG0007132	K06691	ko05169
OG0007134	K11593	ko04361
OG0007138	K10292	ko04110
OG0007138	K10292	ko04114
OG0007139	K12350	ko00600
OG0007139	K12350	ko01100
OG0007139	K12350	ko04071
OG0007139	K12350	ko04142
OG0007139	K12350	ko04217
OG0007141	K06630	ko04011
OG0007141	K06630	ko04110
OG0007141	K06630	ko04114
OG0007141	K06630	ko04151
OG0007141	K06630	ko04390
OG0007141	K06630	ko04391
OG0007141	K06630	ko04621
OG0007141	K06630	ko04722
OG0007141	K06630	ko05160
OG0007141	K06630	ko05203
OG0007142	K11188	ko00480
OG0007142	K11188	ko00940
OG0007142	K11188	ko01100
OG0007142	K11188	ko01110
OG0007143	K10720	ko00981
OG0007144	K07881	ko04148
OG0007144	K07881	ko04152
OG0007152	K00789	ko00270
OG0007152	K00789	ko00670
OG0007152	K00789	ko00999
OG0007152	K00789	ko01100
OG0007152	K00789	ko01110
OG0007152	K00789	ko01230
OG0007152	K00789	ko01240
OG0007155	K14293	ko03013
OG0007155	K14293	ko05207
OG0007156	K08558	ko04925
OG0007156	K08558	ko04928
OG0007158	K17231	ko04918
OG0007161	K08065	ko04612
OG0007161	K08065	ko05152
OG0007161	K08065	ko05166
OG0007162	K13280	ko03060
OG0007163	K06111	ko05132
OG0007165	K04527	ko04010
OG0007165	K04527	ko04014
OG0007165	K04527	ko04015
OG0007165	K04527	ko04022
OG0007165	K04527	ko04066
OG0007165	K04527	ko04068
OG0007165	K04527	ko04072
OG0007165	K04527	ko04081
OG0007165	K04527	ko04150
OG0007165	K04527	ko04151
OG0007165	K04527	ko04152
OG0007165	K04527	ko04211
OG0007165	K04527	ko04212
OG0007165	K04527	ko04213
OG0007165	K04527	ko04361
OG0007165	K04527	ko04520
OG0007165	K04527	ko04910
OG0007165	K04527	ko04913
OG0007165	K04527	ko04923
OG0007165	K04527	ko04930
OG0007165	K04527	ko04931
OG0007165	K04527	ko04932
OG0007165	K04527	ko04960
OG0007165	K04527	ko05010
OG0007165	K04527	ko05415
OG0007167	K14001	ko04141
OG0007169	K12863	ko03040
OG0007170	K04663	ko04060
OG0007170	K04663	ko04350
OG0007170	K04663	ko04390
OG0007171	K05657	ko02010
OG0007173	K09680	ko00770
OG0007173	K09680	ko01100
OG0007173	K09680	ko01240
OG0007177	K02146	ko00190
OG0007177	K02146	ko01100
OG0007177	K02146	ko04142
OG0007177	K02146	ko04145
OG0007177	K02146	ko04721
OG0007177	K02146	ko04966
OG0007177	K02146	ko05110
OG0007177	K02146	ko05120
OG0007177	K02146	ko05152
OG0007177	K02146	ko05165
OG0007177	K02146	ko05203
OG0007177	K02146	ko05323
OG0007179	K06287	ko00240
OG0007179	K06287	ko01100
OG0007179	K06287	ko01232
OG0007180	K23583	ko03013
OG0007180	K23583	ko05132
OG0007180	K23583	ko05207
OG0007181	K23362	ko00563
OG0007181	K23362	ko01100
OG0007184	K08343	ko04136
OG0007184	K08343	ko04138
OG0007184	K08343	ko04140
OG0007184	K08343	ko05167
OG0007185	K19330	ko04140
OG0007186	K21771	ko04068
OG0007186	K21771	ko04110
OG0007186	K21771	ko04218
OG0007186	K21771	ko04914
OG0007186	K21771	ko05170
OG0007187	K13338	ko04146
OG0007189	K01044	ko00983
OG0007197	K17635	ko04014
OG0007199	K03754	ko05168
OG0007200	K10745	ko03030
OG0007202	K05119	ko05200
OG0007202	K05119	ko05223
OG0007202	K05119	ko05235
OG0007209	K12823	ko03040
OG0007209	K12823	ko05202
OG0007209	K12823	ko05205
OG0007210	K00654	ko00600
OG0007210	K00654	ko01100
OG0007210	K00654	ko04071
OG0007210	K00654	ko04138
OG0007212	K00688	ko00500
OG0007212	K00688	ko01100
OG0007212	K00688	ko01110
OG0007212	K00688	ko02026
OG0007212	K00688	ko04217
OG0007212	K00688	ko04910
OG0007212	K00688	ko04922
OG0007212	K00688	ko04931
OG0007213	K10589	ko04120
OG0007217	K05679	ko02010
OG0007217	K05679	ko05417
OG0007223	K07130	ko00380
OG0007223	K07130	ko00630
OG0007223	K07130	ko01100
OG0007223	K07130	ko01240
OG0007228	K10808	ko00230
OG0007228	K10808	ko00240
OG0007228	K10808	ko00480
OG0007228	K10808	ko00983
OG0007228	K10808	ko01100
OG0007228	K10808	ko01232
OG0007228	K10808	ko04115
OG0007230	K19863	ko04940
OG0007232	K08821	ko05202
OG0007234	K03671	ko04621
OG0007234	K03671	ko05012
OG0007234	K03671	ko05132
OG0007234	K03671	ko05418
OG0007236	K10661	ko04141
OG0007238	K16343	ko00564
OG0007238	K16343	ko00565
OG0007238	K16343	ko00590
OG0007238	K16343	ko00591
OG0007238	K16343	ko00592
OG0007238	K16343	ko01100
OG0007238	K16343	ko01110
OG0007238	K16343	ko04014
OG0007238	K16343	ko04148
OG0007238	K16343	ko04270
OG0007238	K16343	ko04666
OG0007238	K16343	ko04750
OG0007243	K02375	ko04150
OG0007243	K02375	ko04310
OG0007243	K02375	ko04390
OG0007243	K02375	ko04550
OG0007243	K02375	ko04916
OG0007243	K02375	ko04934
OG0007243	K02375	ko05010
OG0007243	K02375	ko05022
OG0007243	K02375	ko05165
OG0007243	K02375	ko05200
OG0007243	K02375	ko05205
OG0007243	K02375	ko05217
OG0007243	K02375	ko05224
OG0007243	K02375	ko05225
OG0007243	K02375	ko05226
OG0007250	K08515	ko04130
OG0007254	K11352	ko00190
OG0007254	K11352	ko01100
OG0007254	K11352	ko04714
OG0007254	K11352	ko04723
OG0007254	K11352	ko04932
OG0007254	K11352	ko05010
OG0007254	K11352	ko05012
OG0007254	K11352	ko05014
OG0007254	K11352	ko05016
OG0007254	K11352	ko05020
OG0007254	K11352	ko05022
OG0007254	K11352	ko05208
OG0007254	K11352	ko05415
OG0007257	K02258	ko00190
OG0007257	K02258	ko01100
OG0007257	K02258	ko04714
OG0007258	K00665	ko00061
OG0007258	K00665	ko01100
OG0007258	K00665	ko01212
OG0007258	K00665	ko04152
OG0007258	K00665	ko04910
OG0007258	K00665	ko04936
OG0007265	K05038	ko04721
OG0007268	K11321	ko03082
OG0007270	K09574	ko04137
OG0007272	K04659	ko04145
OG0007272	K04659	ko04151
OG0007272	K04659	ko04510
OG0007272	K04659	ko04512
OG0007272	K04659	ko04820
OG0007272	K04659	ko05144
OG0007272	K04659	ko05165
OG0007273	K02219	ko04111
OG0007273	K02219	ko05200
OG0007273	K02219	ko05222
OG0007275	K07903	ko04144
OG0007275	K07903	ko04152
OG0007277	K00876	ko00240
OG0007277	K00876	ko00983
OG0007277	K00876	ko01100
OG0007277	K00876	ko01232
OG0007278	K05866	ko04010
OG0007278	K05866	ko04110
OG0007278	K05866	ko04914
OG0007278	K05866	ko05206
OG0007278	K13238	ko00071
OG0007279	K05706	ko04390
OG0007279	K05706	ko04520
OG0007280	K15133	ko04919
OG0007285	K16055	ko00500
OG0007285	K16055	ko01100
OG0007285	K16055	ko01110
OG0007285	K00697	ko00500
OG0007285	K00697	ko01100
OG0007285	K00697	ko01110
OG0007285	K01087	ko00500
OG0007285	K01087	ko01100
OG0007285	K01087	ko01110
OG0007287	K02138	ko00190
OG0007287	K02138	ko01100
OG0007287	K02138	ko04714
OG0007287	K02138	ko05010
OG0007287	K02138	ko05012
OG0007287	K02138	ko05014
OG0007287	K02138	ko05016
OG0007287	K02138	ko05020
OG0007287	K02138	ko05022
OG0007287	K02138	ko05208
OG0007287	K02138	ko05415
OG0007289	K23616	ko04330
OG0007289	K23616	ko05017
OG0007289	K23616	ko05022
OG0007290	K13249	ko04141
OG0007291	K10688	ko04120
OG0007292	K15759	ko00920
OG0007292	K15759	ko01100
OG0007292	K15759	ko01110
OG0007292	K15759	ko01120
OG0007292	K15759	ko04070
OG0007293	K06067	ko03082
OG0007293	K06067	ko03083
OG0007293	K06067	ko04110
OG0007293	K06067	ko04213
OG0007293	K06067	ko04330
OG0007293	K06067	ko04350
OG0007293	K06067	ko04613
OG0007293	K06067	ko04919
OG0007293	K06067	ko05016
OG0007293	K06067	ko05031
OG0007293	K06067	ko05034
OG0007293	K06067	ko05165
OG0007293	K06067	ko05169
OG0007293	K06067	ko05200
OG0007293	K06067	ko05202
OG0007293	K06067	ko05203
OG0007293	K06067	ko05206
OG0007293	K06067	ko05220
OG0007294	K05961	ko00230
OG0007294	K05961	ko00240
OG0007294	K05961	ko01100
OG0007294	K05961	ko01232
OG0007294	K00857	ko00240
OG0007294	K00857	ko00983
OG0007294	K00857	ko01100
OG0007294	K00857	ko01232
OG0007301	K17595	ko04217
OG0007302	K11155	ko00561
OG0007302	K11155	ko00830
OG0007302	K11155	ko01100
OG0007302	K11155	ko04975
OG0007303	K09290	ko04260
OG0007303	K09290	ko04261
OG0007303	K09290	ko04814
OG0007303	K09290	ko04820
OG0007303	K09290	ko05200
OG0007303	K09290	ko05216
OG0007303	K09290	ko05410
OG0007303	K09290	ko05414
OG0007305	K11339	ko03082
OG0007306	K18182	ko04714
OG0007310	K09517	ko04141
OG0007311	K01796	ko00120
OG0007311	K01796	ko01100
OG0007311	K01796	ko04146
OG0007315	K15623	ko03082
OG0007315	K15623	ko05202
OG0007316	K13667	ko00514
OG0007317	K03355	ko04110
OG0007317	K03355	ko04111
OG0007317	K03355	ko04113
OG0007317	K03355	ko04114
OG0007317	K03355	ko04120
OG0007317	K03355	ko04914
OG0007317	K03355	ko05166
OG0007319	K02881	ko03010
OG0007320	K07441	ko00510
OG0007320	K07441	ko00513
OG0007320	K07441	ko01100
OG0007324	K17920	ko04144
OG0007325	K13051	ko00250
OG0007325	K13051	ko00460
OG0007325	K13051	ko01100
OG0007325	K13051	ko01110
OG0007326	K04451	ko01522
OG0007326	K04451	ko01524
OG0007326	K04451	ko04010
OG0007326	K04451	ko04071
OG0007326	K04451	ko04110
OG0007326	K04451	ko04115
OG0007326	K04451	ko04137
OG0007326	K04451	ko04151
OG0007326	K04451	ko04210
OG0007326	K04451	ko04211
OG0007326	K04451	ko04216
OG0007326	K04451	ko04218
OG0007326	K04451	ko04310
OG0007326	K04451	ko04722
OG0007326	K04451	ko04919
OG0007326	K04451	ko05012
OG0007326	K04451	ko05014
OG0007326	K04451	ko05016
OG0007326	K04451	ko05131
OG0007326	K04451	ko05160
OG0007326	K04451	ko05161
OG0007326	K04451	ko05162
OG0007326	K04451	ko05163
OG0007326	K04451	ko05165
OG0007326	K04451	ko05166
OG0007326	K04451	ko05167
OG0007326	K04451	ko05168
OG0007326	K04451	ko05169
OG0007326	K04451	ko05200
OG0007326	K04451	ko05202
OG0007326	K04451	ko05203
OG0007326	K04451	ko05205
OG0007326	K04451	ko05206
OG0007326	K04451	ko05210
OG0007326	K04451	ko05212
OG0007326	K04451	ko05213
OG0007326	K04451	ko05214
OG0007326	K04451	ko05215
OG0007326	K04451	ko05216
OG0007326	K04451	ko05217
OG0007326	K04451	ko05218
OG0007326	K04451	ko05219
OG0007326	K04451	ko05220
OG0007326	K04451	ko05222
OG0007326	K04451	ko05223
OG0007326	K04451	ko05224
OG0007326	K04451	ko05225
OG0007326	K04451	ko05226
OG0007326	K04451	ko05230
OG0007326	K04451	ko05417
OG0007326	K04451	ko05418
OG0007329	K04428	ko04010
OG0007329	K04428	ko04013
OG0007329	K04428	ko04624
OG0007329	K04428	ko04912
OG0007330	K05467	ko04010
OG0007330	K05467	ko04014
OG0007330	K05467	ko04015
OG0007330	K05467	ko04066
OG0007330	K05467	ko04151
OG0007334	K09851	ko04391
OG0007334	K09851	ko04392
OG0007337	K12382	ko00600
OG0007337	K12382	ko04142
OG0007339	K04686	ko04350
OG0007341	K06689	ko03083
OG0007341	K06689	ko04013
OG0007341	K06689	ko04120
OG0007341	K06689	ko04141
OG0007341	K06689	ko04624
OG0007341	K06689	ko05131
OG0007342	K17969	ko04137
OG0007342	K17969	ko04139
OG0007344	K18669	ko04111
OG0007348	K23406	ko03082
OG0007359	K06571	ko05202
OG0007361	K03942	ko00190
OG0007361	K03942	ko01100
OG0007361	K03942	ko04714
OG0007361	K03942	ko04723
OG0007361	K03942	ko04932
OG0007361	K03942	ko05010
OG0007361	K03942	ko05012
OG0007361	K03942	ko05014
OG0007361	K03942	ko05016
OG0007361	K03942	ko05020
OG0007361	K03942	ko05022
OG0007361	K03942	ko05208
OG0007361	K03942	ko05415
OG0007363	K13917	ko03015
OG0007364	K08729	ko00564
OG0007364	K08729	ko01100
OG0007366	K08376	ko04080
OG0007375	K03006	ko03020
OG0007375	K03006	ko03420
OG0007375	K03006	ko05016
OG0007382	K10872	ko04113
OG0007384	K12815	ko03040
OG0007386	K07756	ko04070
OG0007386	K07756	ko04138
OG0007388	K14404	ko03015
OG0007388	K14404	ko05164
OG0007391	K00272	ko00250
OG0007391	K00272	ko00470
OG0007391	K00272	ko01100
OG0007391	K00272	ko04146
OG0007391	K00273	ko00260
OG0007391	K00273	ko00311
OG0007391	K00273	ko00330
OG0007391	K00273	ko00470
OG0007391	K00273	ko01100
OG0007391	K00273	ko01110
OG0007391	K00273	ko04146
OG0007392	K10727	ko04110
OG0007395	K14545	ko03008
OG0007399	K18966	ko00410
OG0007399	K18966	ko00430
OG0007399	K18966	ko00770
OG0007399	K18966	ko01100
OG0007399	K18966	ko01110
OG0007399	K01580	ko00250
OG0007399	K01580	ko00410
OG0007399	K01580	ko00430
OG0007399	K01580	ko00650
OG0007399	K01580	ko01100
OG0007399	K01580	ko01110
OG0007399	K01580	ko01120
OG0007399	K01580	ko02024
OG0007399	K01580	ko04727
OG0007399	K01580	ko04940
OG0007401	K23663	ko04340
OG0007404	K10877	ko03440
OG0007405	K13239	ko00071
OG0007405	K13239	ko04146
OG0007430	K04374	ko04010
OG0007430	K04374	ko04022
OG0007430	K04374	ko04137
OG0007430	K04374	ko04141
OG0007430	K04374	ko04151
OG0007430	K04374	ko04210
OG0007430	K04374	ko04211
OG0007430	K04374	ko04212
OG0007430	K04374	ko04214
OG0007430	K04374	ko04261
OG0007430	K04374	ko04668
OG0007430	K04374	ko04720
OG0007430	K04374	ko04722
OG0007430	K04374	ko04725
OG0007430	K04374	ko04728
OG0007430	K04374	ko04911
OG0007430	K04374	ko04912
OG0007430	K04374	ko04915
OG0007430	K04374	ko04918
OG0007430	K04374	ko04922
OG0007430	K04374	ko04925
OG0007430	K04374	ko04926
OG0007430	K04374	ko04927
OG0007430	K04374	ko04928
OG0007430	K04374	ko04932
OG0007430	K04374	ko04934
OG0007430	K04374	ko04935
OG0007430	K04374	ko05010
OG0007430	K04374	ko05012
OG0007430	K04374	ko05014
OG0007430	K04374	ko05020
OG0007430	K04374	ko05022
OG0007430	K04374	ko05030
OG0007430	K04374	ko05031
OG0007430	K04374	ko05034
OG0007430	K04374	ko05161
OG0007430	K04374	ko05163
OG0007430	K04374	ko05166
OG0007430	K04374	ko05203
OG0007430	K04374	ko05207
OG0007430	K04374	ko05215
OG0007430	K04374	ko05417
OG0007431	K02328	ko03030
OG0007431	K02328	ko03410
OG0007431	K02328	ko03420
OG0007431	K02328	ko03430
OG0007431	K02328	ko03440
OG0007433	K03022	ko03020
OG0007433	K03022	ko04623
OG0007435	K10898	ko03460
OG0007437	K10685	ko04120
OG0007441	K18442	ko04144
OG0007445	K00025	ko00020
OG0007445	K00025	ko00270
OG0007445	K00025	ko00620
OG0007445	K00025	ko00630
OG0007445	K00025	ko00710
OG0007445	K00025	ko01100
OG0007445	K00025	ko01110
OG0007445	K00025	ko01120
OG0007445	K00025	ko01200
OG0007445	K00025	ko04964
OG0007449	K00710	ko00512
OG0007449	K00710	ko00514
OG0007449	K00710	ko01100
OG0007454	K06676	ko04111
OG0007455	K02963	ko03010
OG0007456	K02870	ko03010
OG0007456	K02870	ko05171
OG0007457	K12896	ko03040
OG0007457	K12896	ko05014
OG0007457	K12896	ko05168
OG0007458	K12366	ko04062
OG0007458	K12366	ko04148
OG0007458	K12366	ko05100
OG0007458	K12366	ko05131
OG0007458	K12366	ko05132
OG0007458	K12366	ko05135
OG0007461	K04716	ko00600
OG0007461	K04716	ko01100
OG0007461	K04716	ko04071
OG0007463	K14566	ko03008
OG0007465	K01477	ko00230
OG0007465	K01477	ko01100
OG0007465	K01477	ko01120
OG0007467	K07868	ko04120
OG0007468	K03143	ko03022
OG0007468	K03143	ko03420
OG0007468	K03143	ko05203
OG0007472	K10722	ko00981
OG0007473	K12301	ko04142
OG0007476	K02959	ko03010
OG0007478	K12823	ko03040
OG0007478	K12823	ko05202
OG0007478	K12823	ko05205
OG0007481	K08892	ko04013
OG0007484	K09556	ko04141
OG0007488	K15305	ko05166
OG0007488	K15305	ko05203
OG0007490	K04280	ko04080
OG0007490	K04280	ko04081
OG0007490	K04280	ko04912
OG0007491	K22399	ko04110
OG0007494	K14620	ko04977
OG0007497	K01187	ko00052
OG0007497	K01187	ko00500
OG0007497	K01187	ko01100
OG0007497	K01187	ko01110
OG0007498	K01164	ko03008
OG0007499	K03842	ko00510
OG0007499	K03842	ko00513
OG0007499	K03842	ko01100
OG0007500	K12845	ko03008
OG0007500	K12845	ko03040
OG0007501	K14717	ko05010
OG0007501	K14717	ko05012
OG0007504	K12878	ko03013
OG0007504	K12878	ko03040
OG0007508	K11427	ko00310
OG0007508	K11427	ko01100
OG0007508	K11427	ko05202
OG0007511	K10847	ko01524
OG0007511	K10847	ko03420
OG0007512	K00021	ko00900
OG0007512	K00021	ko01100
OG0007512	K00021	ko01110
OG0007512	K00021	ko04152
OG0007512	K00021	ko04976
OG0007513	K22628	ko04060
OG0007514	K14559	ko03008
OG0007516	K06130	ko00564
OG0007517	K09564	ko03040
OG0007524	K12865	ko03040
OG0007525	K14401	ko03015
OG0007528	K21249	ko04140
OG0007529	K03264	ko03008
OG0007530	K03130	ko03022
OG0007532	K19862	ko04012
OG0007532	K19862	ko04360
OG0007532	K19862	ko04361
OG0007532	K19862	ko04660
OG0007532	K19862	ko05130
OG0007535	K03265	ko03015
OG0007536	K23935	ko05132
OG0007538	K00565	ko03015
OG0007540	K02739	ko03050
OG0007540	K02739	ko05010
OG0007540	K02739	ko05012
OG0007540	K02739	ko05014
OG0007540	K02739	ko05016
OG0007540	K02739	ko05017
OG0007540	K02739	ko05020
OG0007540	K02739	ko05022
OG0007547	K00698	ko00520
OG0007547	K00698	ko01100
OG0007550	K12812	ko03013
OG0007550	K12812	ko03015
OG0007550	K12812	ko03040
OG0007551	K25388	ko04814
OG0007555	K23664	ko04340
OG0007560	K01205	ko00531
OG0007560	K01205	ko01100
OG0007560	K01205	ko04142
OG0007562	K17906	ko04136
OG0007562	K17906	ko04138
OG0007562	K17906	ko04140
OG0007562	K17906	ko05010
OG0007562	K17906	ko05014
OG0007562	K17906	ko05016
OG0007562	K17906	ko05017
OG0007562	K17906	ko05022
OG0007564	K00078	ko00040
OG0007564	K00078	ko00980
OG0007564	K00078	ko01100
OG0007566	K12866	ko03040
OG0007567	K13084	ko04070
OG0007569	K09291	ko03013
OG0007569	K09291	ko05014
OG0007569	K09291	ko05200
OG0007569	K09291	ko05216
OG0007572	K00771	ko00532
OG0007572	K00771	ko00534
OG0007572	K00771	ko01100
OG0007574	K15627	ko05202
OG0007580	K10858	ko03430
OG0007580	K10858	ko03460
OG0007582	K06276	ko01524
OG0007582	K06276	ko03320
OG0007582	K06276	ko04011
OG0007582	K06276	ko04068
OG0007582	K06276	ko04071
OG0007582	K06276	ko04140
OG0007582	K06276	ko04150
OG0007582	K06276	ko04151
OG0007582	K06276	ko04152
OG0007582	K06276	ko04210
OG0007582	K06276	ko04360
OG0007582	K06276	ko04510
OG0007582	K06276	ko04660
OG0007582	K06276	ko04664
OG0007582	K06276	ko04722
OG0007582	K06276	ko04910
OG0007582	K06276	ko04919
OG0007582	K06276	ko04931
OG0007582	K06276	ko04960
OG0007582	K06276	ko05145
OG0007582	K06276	ko05205
OG0007582	K06276	ko05208
OG0007582	K06276	ko05213
OG0007582	K06276	ko05215
OG0007582	K06276	ko05223
OG0007582	K06276	ko05231
OG0007582	K06276	ko05417
OG0007583	K10863	ko03410
OG0007585	K02267	ko00190
OG0007585	K02267	ko01100
OG0007585	K02267	ko04260
OG0007585	K02267	ko04714
OG0007585	K02267	ko04932
OG0007585	K02267	ko05010
OG0007585	K02267	ko05012
OG0007585	K02267	ko05014
OG0007585	K02267	ko05016
OG0007585	K02267	ko05020
OG0007585	K02267	ko05022
OG0007585	K02267	ko05208
OG0007585	K02267	ko05415
OG0007589	K11143	ko04814
OG0007589	K11143	ko05014
OG0007589	K11143	ko05016
OG0007589	K11143	ko05022
OG0007595	K12040	ko04964
OG0007595	K12040	ko04974
OG0007595	K12040	ko04976
OG0007595	K12040	ko04978
OG0007597	K12830	ko03040
OG0007599	K25812	ko04310
OG0007601	K03164	ko01524
OG0007604	K00415	ko00190
OG0007604	K00415	ko01100
OG0007604	K00415	ko04260
OG0007604	K00415	ko04714
OG0007604	K00415	ko04932
OG0007604	K00415	ko05010
OG0007604	K00415	ko05012
OG0007604	K00415	ko05014
OG0007604	K00415	ko05016
OG0007604	K00415	ko05020
OG0007604	K00415	ko05022
OG0007604	K00415	ko05208
OG0007604	K00415	ko05415
OG0007610	K26770	ko04380
OG0007612	K01074	ko00062
OG0007612	K01074	ko01100
OG0007612	K01074	ko01212
OG0007612	K01074	ko04142
OG0007615	K11463	ko03083
OG0007617	K11841	ko04139
OG0007619	K06269	ko03015
OG0007619	K06269	ko04022
OG0007619	K06269	ko04024
OG0007619	K06269	ko04113
OG0007619	K06269	ko04114
OG0007619	K06269	ko04218
OG0007619	K06269	ko04261
OG0007619	K06269	ko04270
OG0007619	K06269	ko04390
OG0007619	K06269	ko04510
OG0007619	K06269	ko04611
OG0007619	K06269	ko04720
OG0007619	K06269	ko04728
OG0007619	K06269	ko04750
OG0007619	K06269	ko04810
OG0007619	K06269	ko04910
OG0007619	K06269	ko04921
OG0007619	K06269	ko04931
OG0007619	K06269	ko05031
OG0007619	K06269	ko05034
OG0007619	K06269	ko05168
OG0007619	K06269	ko05205
OG0007619	K06269	ko05415
OG0007625	K07023	ko00230
OG0007625	K07023	ko00240
OG0007625	K07023	ko01100
OG0007625	K07023	ko01232
OG0007629	K09091	ko04330
OG0007629	K09091	ko05165
OG0007629	K09091	ko05200
OG0007629	K09091	ko05224
OG0007630	K00750	ko00500
OG0007630	K00750	ko01100
OG0007630	K00750	ko01110
OG0007635	K12316	ko00052
OG0007635	K12316	ko00500
OG0007635	K12316	ko01100
OG0007635	K12316	ko01110
OG0007635	K12316	ko04142
OG0007635	K01187	ko00052
OG0007635	K01187	ko00500
OG0007635	K01187	ko01100
OG0007635	K01187	ko01110
OG0007640	K18050	ko04022
OG0007640	K18050	ko04071
OG0007640	K18050	ko04270
OG0007640	K18050	ko04371
OG0007640	K18050	ko04530
OG0007640	K18050	ko04666
OG0007640	K18050	ko04750
OG0007640	K18050	ko04925
OG0007640	K18050	ko04930
OG0007640	K18050	ko04931
OG0007640	K18050	ko04933
OG0007640	K18050	ko05131
OG0007640	K18050	ko05206
OG0007645	K11161	ko00830
OG0007645	K11161	ko01100
OG0007645	K11161	ko01240
OG0007645	K11153	ko00830
OG0007645	K11153	ko01100
OG0007645	K11153	ko01240
OG0007653	K04718	ko00600
OG0007653	K04718	ko01100
OG0007653	K04718	ko04020
OG0007653	K04718	ko04071
OG0007653	K04718	ko04072
OG0007653	K04718	ko04148
OG0007653	K04718	ko04370
OG0007653	K04718	ko04371
OG0007653	K04718	ko04666
OG0007653	K04718	ko05152
OG0007654	K02883	ko03010
OG0007654	K02883	ko05171
OG0007655	K09594	ko04150
OG0007655	K09594	ko05211
OG0007657	K18334	ko00051
OG0007657	K18334	ko01100
OG0007657	K18334	ko01120
OG0007664	K14548	ko03008
OG0007665	K08501	ko04130
OG0007668	K03661	ko00190
OG0007668	K03661	ko01100
OG0007668	K03661	ko04142
OG0007668	K03661	ko04145
OG0007668	K03661	ko04721
OG0007668	K03661	ko05110
OG0007668	K03661	ko05120
OG0007668	K03661	ko05152
OG0007668	K03661	ko05165
OG0007668	K03661	ko05323
OG0007672	K13349	ko04146
OG0007673	K12485	ko04144
OG0007675	K15621	ko05202
OG0007677	K13354	ko04146
OG0007680	K03943	ko00190
OG0007680	K03943	ko01100
OG0007680	K03943	ko04714
OG0007680	K03943	ko04723
OG0007680	K03943	ko04932
OG0007680	K03943	ko05010
OG0007680	K03943	ko05012
OG0007680	K03943	ko05014
OG0007680	K03943	ko05016
OG0007680	K03943	ko05020
OG0007680	K03943	ko05022
OG0007680	K03943	ko05208
OG0007680	K03943	ko05415
OG0007680	K00334	ko00190
OG0007680	K00334	ko01100
OG0007682	K01016	ko00140
OG0007682	K01016	ko01100
OG0007683	K01307	ko00790
OG0007683	K01307	ko01240
OG0007683	K01307	ko01523
OG0007684	K01307	ko00790
OG0007684	K01307	ko01240
OG0007684	K01307	ko01523
OG0007685	K01307	ko00790
OG0007685	K01307	ko01240
OG0007685	K01307	ko01523
OG0007694	K18134	ko00514
OG0007695	K00445	ko04150
OG0007695	K00445	ko04310
OG0007695	K00445	ko04390
OG0007695	K00445	ko04550
OG0007695	K00445	ko04916
OG0007695	K00445	ko04934
OG0007695	K00445	ko05010
OG0007695	K00445	ko05022
OG0007695	K00445	ko05165
OG0007695	K00445	ko05200
OG0007695	K00445	ko05205
OG0007695	K00445	ko05217
OG0007695	K00445	ko05224
OG0007695	K00445	ko05225
OG0007695	K00445	ko05226
OG0007697	K03133	ko03022
OG0007700	K03991	ko04145
OG0007700	K03991	ko04610
OG0007700	K03991	ko05150
OG0007700	K03991	ko05171
OG0007702	K11324	ko03082
OG0007703	K04506	ko04013
OG0007703	K04506	ko04115
OG0007703	K04506	ko04120
OG0007703	K04506	ko04137
OG0007703	K04506	ko04310
OG0007710	K08281	ko00760
OG0007710	K08281	ko01100
OG0007710	K08281	ko01240
OG0007713	K06508	ko03272
OG0007713	K06508	ko04662
OG0007713	K06508	ko05144
OG0007713	K06508	ko05160
OG0007715	K10573	ko04120
OG0007717	K14544	ko03008
OG0007718	K09048	ko04022
OG0007718	K09048	ko04024
OG0007718	K09048	ko04151
OG0007718	K09048	ko04152
OG0007718	K09048	ko04211
OG0007718	K09048	ko04261
OG0007718	K09048	ko04668
OG0007718	K09048	ko04714
OG0007718	K09048	ko04725
OG0007718	K09048	ko04728
OG0007718	K09048	ko04911
OG0007718	K09048	ko04915
OG0007718	K09048	ko04916
OG0007718	K09048	ko04918
OG0007718	K09048	ko04922
OG0007718	K09048	ko04925
