gene	KO
Pame_11370.t1	K16931
Pame_11371.t1	K13443
Pame_11374.t1	K22984
Pame_11377.t1	K10594
Pame_11378.t1	K00128
Pame_11380.t1	K05312
Pame_11381.t1	K05312
Pame_11382.t1	K05312
Pame_11384.t1	K14999
Pame_11388.t1	K05312
Pame_11389.t1	K05312
Pame_11408.t1	K16582
Pame_11438.t1	K11433
Pame_11445.t1	K11883
Pame_11446.t1	K14530
Pame_11447.t1	K14530
Pame_11448.t1	K10870
Pame_11449.t1	K08220
Pame_11450.t1	K08220
Pame_11451.t1	K08220
Pame_11452.t1	K08220
Pame_11454.t3	K08803
Pame_11456.t1	K11713
Pame_11458.t1	K26390
Pame_11460.t1	K05812
Pame_11477.t1	K16605
Pame_11488.t1	K20301
Pame_11489.t1	K06640
Pame_11494.t1	K00710
Pame_11499.t1	K00846
Pame_11502.t1	K14615
Pame_11503.t1	K14615
Pame_11505.t1	K20291
Pame_11508.t1	K14615
Pame_11509.t1	K02320
Pame_11510.t1	K13099
Pame_11512.t2	K02320
Pame_11515.t1	K14615
Pame_11516.t1	K14615
Pame_11517.t1	K14615
Pame_11519.t1	K17387
Pame_11521.t1	K02320
Pame_11522.t1	K02320
Pame_11524.t1	K13099
Pame_11526.t1	K20298
Pame_11530.t1	K23222
Pame_11531.t1	K10658
Pame_11532.t1	K13099
Pame_11534.t1	K20291
Pame_11536.t1	K17498
Pame_11538.t1	K13099
Pame_11539.t1	K13099
Pame_11545.t2	K14615
Pame_11546.t1	K02999
Pame_11547.t1	K14615
Pame_11548.t1	K18407
Pame_11550.t1	K08734
Pame_11555.t1	K13099
Pame_11556.t2	K00710
Pame_11557.t1	K01110
Pame_11560.t1	K02335
Pame_11563.t2	K02999
Pame_11564.t1	K02999
Pame_11565.t1	K01514
Pame_11567.t1	K11310
Pame_11572.t1	K06867
Pame_11573.t1	K00665
Pame_11576.t1	K13099
Pame_11579.t1	K00710
Pame_11583.t1	K20298
Pame_11585.t1	K16481
Pame_11586.t1	K16481
Pame_11587.t1	K16481
Pame_11588.t1	K20298
Pame_11593.t1	K08535
Pame_11596.t1	K15333
Pame_11597.t1	K07560
Pame_11601.t1	K04716
Pame_11602.t1	K09496
Pame_11606.t1	K17498
Pame_11607.t1	K17498
Pame_11609.t1	K14615
Pame_11613.t1	K20291
Pame_11614.t1	K14615
Pame_11615.t1	K14615
Pame_11617.t1	K14693
Pame_11618.t1	K11578
Pame_11619.t1	K01063
Pame_11620.t1	K01044
Pame_11623.t1	K21644
Pame_11626.t1	K00710
Pame_11627.t1	K00710
Pame_11629.t1	K06961
Pame_11630.t1	K14566
Pame_11631.t1	K12896
Pame_11633.t1	K12366
Pame_11635.t1	K02270
Pame_11640.t1	K17498
Pame_11641.t1	K00477
Pame_11644.t1	K04247
Pame_11646.t1	K23222
Pame_11647.t1	K04688
Pame_11649.t1	K17604
Pame_11651.t1	K09113
Pame_11652.t1	K09113
Pame_11653.t1	K05032
Pame_11654.t1	K06642
Pame_11655.t1	K06642
Pame_11656.t1	K06642
Pame_11657.t2	K06642
Pame_11658.t1	K06642
Pame_11659.t1	K06642
Pame_11661.t1	K17498
Pame_11662.t1	K06642
Pame_11667.t1	K23205
Pame_11668.t1	K22402
Pame_11670.t1	K02155
Pame_11674.t1	K20290
Pame_11675.t1	K20290
Pame_11678.t1	K09515
Pame_11679.t1	K01194
Pame_11683.t1	K22255
Pame_11684.t1	K14851
Pame_11687.t1	K06070
Pame_11690.t1	K23209
Pame_11692.t1	K06101
Pame_11693.t1	K20163
Pame_11694.t1	K27896
Pame_11696.t1	K14530
Pame_11698.t1	K08762
Pame_11702.t1	K17604
Pame_11712.t1	K23205
Pame_11714.t1	K23205
Pame_11718.t2	K01581
Pame_11725.t1	K21894
Pame_11726.t2	K00710
Pame_11730.t1	K23209
Pame_11732.t1	K01185
Pame_11733.t1	K11979
Pame_11734.t1	K19757
Pame_11735.t2	K12231
Pame_11736.t1	K12231
Pame_11737.t1	K00025
Pame_11738.t1	K24927
Pame_11746.t1	K17608
Pame_11747.t1	K21870
Pame_11748.t1	K08490
Pame_11749.t1	K17964
Pame_11752.t1	K15014
Pame_11753.t1	K05613
Pame_11755.t1	K23209
Pame_11756.t1	K05613
Pame_11757.t1	K15014
Pame_11761.t1	K01312
Pame_11762.t1	K01312
Pame_11763.t1	K01312
Pame_11764.t1	K22984
Pame_11765.t3	K22984
Pame_11766.t2	K15001
Pame_11768.t1	K15001
Pame_11770.t1	K03440
Pame_11771.t1	K19179
Pame_11772.t1	K01312
Pame_11777.t1	K11140
Pame_11778.t1	K15001
Pame_11779.t1	K15001
Pame_11781.t1	K15001
Pame_11782.t1	K06258
Pame_11783.t1	K06258
Pame_11784.t1	K06258
Pame_11785.t1	K07427
Pame_11786.t1	K15001
Pame_11789.t1	K17436
Pame_11790.t1	K08287
Pame_11791.t1	K08287
Pame_11799.t1	K14677
Pame_11800.t1	K09407
Pame_11810.t1	K18407
Pame_11812.t1	K20298
Pame_11813.t1	K02320
Pame_11816.t1	K14615
Pame_11817.t1	K14615
Pame_11818.t1	K18407
Pame_11822.t1	K20291
Pame_11823.t1	K03685
Pame_11825.t1	K00710
Pame_11835.t1	K20291
Pame_11836.t1	K25483
Pame_11837.t1	K25483
Pame_11841.t1	K18407
Pame_11842.t1	K13443
Pame_11843.t1	K03440
Pame_11844.t1	K03440
Pame_11846.t1	K03440
Pame_11847.t1	K03440
Pame_11849.t1	K18283
Pame_11850.t1	K19269
Pame_11853.t1	K09191
Pame_11855.t1	K20631
Pame_11865.t1	K00729
Pame_11866.t1	K23209
Pame_11870.t1	K23209
Pame_11872.t1	K09191
Pame_11873.t1	K23205
Pame_11877.t1	K19269
Pame_11878.t1	K19478
Pame_11879.t1	K06267
Pame_11880.t1	K06267
Pame_11884.t1	K04526
Pame_11886.t1	K04526
Pame_11888.t1	K15407
Pame_11893.t1	K09614
Pame_11894.t1	K09614
Pame_11898.t1	K24065
Pame_11902.t1	K07023
Pame_11903.t1	K09091
Pame_11907.t1	K09866
Pame_11908.t1	K09866
Pame_11909.t2	K00850
Pame_11910.t1	K06630
Pame_11911.t1	K02885
Pame_11912.t1	K09239
Pame_11914.t1	K06691
Pame_11915.t1	K06691
Pame_11916.t1	K17434
Pame_11917.t2	K11593
Pame_11918.t1	K15115
Pame_11920.t1	K07918
Pame_11920.t1	K07923
Pame_11921.t1	K21396
Pame_11922.t1	K07918
Pame_11923.t1	K07918
Pame_11924.t1	K07918
Pame_11925.t1	K07918
Pame_11926.t1	K07918
Pame_11929.t1	K14815
Pame_11930.t2	K00232
Pame_11931.t1	K00232
Pame_11932.t1	K00232
Pame_11933.t2	K16336
Pame_11935.t1	K22255
Pame_11936.t1	K22255
Pame_11938.t1	K21396
Pame_11939.t1	K07918
Pame_11940.t1	K12350
Pame_11941.t1	K10292
Pame_11942.t1	K00232
Pame_11943.t1	K03680
Pame_11945.t1	K13164
Pame_11947.t1	K14328
Pame_11948.t1	K01280
Pame_11949.t1	K03945
Pame_11950.t1	K27075
Pame_11952.t1	K11307
Pame_11954.t1	K11307
Pame_11957.t2	K03456
Pame_11961.t2	K02184
Pame_11962.t2	K16680
Pame_11967.t1	K23222
Pame_11971.t1	K12836
Pame_11972.t1	K22564
Pame_11973.t1	K22943
Pame_11975.t1	K25417
Pame_11976.t1	K09881
Pame_11977.t2	K26153
Pame_11979.t1	K12563
Pame_11980.t1	K14296
Pame_11985.t1	K03099
Pame_11987.t1	K22037
Pame_11989.t1	K22037
Pame_11990.t1	K22037
Pame_11991.t1	K22037
Pame_11992.t1	K05727
Pame_11994.t1	K00382
Pame_11995.t1	K24550
Pame_11997.t1	K01136
Pame_11999.t1	K05313
Pame_12000.t1	K05313
Pame_12002.t1	K09321
Pame_12005.t1	K10428
Pame_12007.t1	K01874
Pame_12007.t1	K16578
Pame_12008.t1	K09237
Pame_12009.t1	K00382
Pame_12010.t1	K00382
Pame_12011.t1	K00382
Pame_12012.t1	K00382
Pame_12013.t1	K00382
Pame_12014.t1	K12165
Pame_12015.t1	K18162
Pame_12016.t1	K14025
Pame_12018.t1	K04506
Pame_12023.t1	K01590
Pame_12024.t2	K01593
Pame_12027.t2	K14033
Pame_12030.t1	K16353
Pame_12034.t1	K16353
Pame_12036.t1	K05693
Pame_12038.t1	K05693
Pame_12041.t1	K16830
Pame_12042.t1	K14258
Pame_12045.t1	K00248
Pame_12046.t1	K08856
Pame_12047.t1	K01648
Pame_12048.t1	K13515
Pame_12049.t2	K24502
Pame_12062.t2	K25209
Pame_12063.t1	K18048
Pame_12064.t1	K08635
Pame_12065.t1	K01415
Pame_12072.t1	K14443
Pame_12074.t1	K09228
Pame_12083.t1	K22984
Pame_12083.t1	K00573
Pame_12084.t1	K24387
Pame_12085.t2	K17594
Pame_12086.t1	K17585
Pame_12087.t1	K17594
Pame_12089.t1	K19951
Pame_12090.t2	K11453
Pame_12091.t1	K07913
Pame_12092.t1	K07913
Pame_12094.t1	K12353
Pame_12096.t1	K12821
Pame_12097.t1	K13989
Pame_12099.t1	K17508
Pame_12100.t1	K11669
Pame_12102.t1	K09458
Pame_12103.t1	K00798
Pame_12104.t1	K14574
Pame_12105.t1	K05766
Pame_12109.t1	K11292
Pame_12110.t1	K25806
Pame_12112.t1	K01047
Pame_12114.t1	K14411
Pame_12116.t1	K14411
Pame_12118.t1	K00070
Pame_12119.t1	K04682
Pame_12120.t1	K03128
Pame_12121.t1	K19201
Pame_12122.t1	K10657
Pame_12125.t1	K08360
Pame_12126.t1	K01183
Pame_12127.t1	K22647
Pame_12129.t1	K19283
Pame_12130.t1	K02133
Pame_12130.t1	K02112
Pame_12131.t1	K20184
Pame_12132.t1	K14410
Pame_12132.t1	K19283
Pame_12133.t1	K21398
Pame_12135.t1	K15414
Pame_12136.t1	K17968
Pame_12137.t2	K20194
Pame_12138.t1	K08740
Pame_12139.t1	K01079
Pame_12140.t1	K10352
Pame_12144.t1	K06721
Pame_12150.t1	K06753
Pame_12151.t2	K27894
Pame_12153.t1	K10345
Pame_12155.t1	K11124
Pame_12156.t1	K11124
Pame_12159.t1	K09228
Pame_12161.t1	K24628
Pame_12163.t1	K20095
Pame_12165.t1	K04974
Pame_12166.t1	K09640
Pame_12167.t1	K09640
Pame_12168.t1	K09640
Pame_12169.t1	K09640
Pame_12170.t1	K08665
Pame_12172.t1	K01312
Pame_12173.t1	K09640
Pame_12174.t1	K00699
Pame_12175.t1	K22984
Pame_12176.t1	K01395
Pame_12179.t1	K27536
Pame_12183.t1	K04468
Pame_12184.t1	K10588
Pame_12185.t1	K24633
Pame_12186.t1	K16484
Pame_12187.t1	K17767
Pame_12188.t1	K05036
Pame_12189.t1	K06641
Pame_12190.t1	K23677
Pame_12194.t1	K03870
Pame_12196.t1	K21407
Pame_12197.t1	K10749
Pame_12198.t1	K22421
Pame_12200.t1	K05323
Pame_12201.t1	K05323
Pame_12202.t1	K06944
Pame_12203.t1	K17402
Pame_12204.t1	K06072
Pame_12205.t1	K01303
Pame_12206.t1	K01312
Pame_12207.t1	K04599
Pame_12208.t1	K12856
Pame_12209.t1	K14689
Pame_12210.t1	K14716
Pame_12210.t1	K07238
Pame_12211.t1	K18401
Pame_12212.t1	K15188
Pame_12213.t1	K08025
Pame_12215.t1	K08271
Pame_12216.t1	K22936
Pame_12217.t1	K11644
Pame_12218.t1	K23951
Pame_12220.t1	K01265
Pame_12221.t1	K10268
Pame_12222.t1	K09641
Pame_12223.t1	K09497
Pame_12225.t1	K22594
Pame_12226.t1	K12751
Pame_12227.t1	K02156
Pame_12228.t2	K02156
Pame_12229.t1	K02156
Pame_12231.t1	K25788
Pame_12232.t1	K27288
Pame_12234.t2	K07819
Pame_12235.t3	K00600
Pame_12236.t1	K00600
Pame_12237.t1	K06766
Pame_12238.t1	K15456
Pame_12239.t2	K19787
Pame_12242.t1	K02365
Pame_12243.t3	K23456
Pame_12245.t1	K18060
Pame_12247.t1	K18533
Pame_12249.t1	K03671
Pame_12250.t1	K18741
Pame_12252.t1	K01555
Pame_12253.t1	K00287
Pame_12255.t1	K01580
Pame_12256.t1	K03347
Pame_12256.t1	K03870
Pame_12257.t1	K01183
Pame_12259.t1	K01084
Pame_12260.t1	K09320
Pame_12261.t1	K06258
Pame_12264.t1	K13127
Pame_12265.t1	K02606
Pame_12266.t1	K15603
Pame_12267.t1	K15603
Pame_12268.t1	K23739
Pame_12269.t1	K23285
Pame_12273.t1	K16578
Pame_12276.t1	K17597
Pame_12277.t1	K11652
Pame_12283.t1	K08670
Pame_12284.t1	K09625
Pame_12285.t1	K09625
Pame_12287.t1	K09640
Pame_12293.t1	K20796
Pame_12294.t1	K22594
Pame_12296.t1	K02360
Pame_12297.t1	K11322
Pame_12298.t1	K12972
Pame_12300.t1	K03440
Pame_12302.t1	K01312
Pame_12303.t1	K01312
Pame_12305.t1	K01312
Pame_12306.t1	K01312
Pame_12307.t1	K01312
Pame_12308.t1	K01312
Pame_12309.t1	K01312
Pame_12311.t1	K01312
Pame_12312.t1	K11791
Pame_12313.t1	K09173
Pame_12314.t1	K20655
Pame_12315.t1	K20655
Pame_12317.t3	K08524
Pame_12318.t1	K08524
Pame_12320.t1	K04599
Pame_12321.t1	K04599
Pame_12322.t1	K01764
Pame_12323.t1	K03105
Pame_12324.t1	K24687
Pame_12325.t1	K00591
Pame_12326.t1	K00591
Pame_12327.t1	K00591
Pame_12333.t1	K13207
Pame_12336.t2	K28055
Pame_12338.t1	K13618
Pame_12339.t1	K06704
Pame_12340.t1	K18170
Pame_12341.t2	K09191
Pame_12342.t1	K17619
Pame_12344.t1	K13963
Pame_12346.t1	K13348
Pame_12347.t1	K06515
Pame_12350.t1	K05677
Pame_12352.t1	K08057
Pame_12353.t1	K07963
Pame_12354.t1	K06258
Pame_12355.t1	K06258
Pame_12358.t1	K19511
Pame_12360.t1	K19511
Pame_12363.t1	K21348
Pame_12364.t2	K13172
Pame_12368.t1	K00281
Pame_12369.t1	K06537
Pame_12373.t1	K12386
Pame_12374.t1	K15001
Pame_12375.t1	K06258
Pame_12377.t1	K16472
Pame_12378.t1	K01855
Pame_12379.t1	K24342
Pame_12382.t1	K23343
Pame_12383.t1	K14820
Pame_12384.t1	K15685
Pame_12389.t1	K07374
Pame_12392.t1	K21032
Pame_12394.t2	K09504
Pame_12398.t1	K19941
Pame_12399.t1	K16866
Pame_12400.t1	K19941
Pame_12403.t1	K08800
Pame_12405.t1	K08870
Pame_12406.t1	K23505
Pame_12407.t1	K16831
Pame_12408.t1	K23224
Pame_12409.t1	K09534
Pame_12410.t1	K03506
Pame_12411.t1	K12841
Pame_12412.t3	K27237
Pame_12415.t1	K09189
Pame_12419.t1	K05906
Pame_12420.t1	K07374
Pame_12421.t1	K04975
Pame_12422.t1	K01196
Pame_12423.t1	K13142
Pame_12424.t1	K10314
Pame_12425.t1	K16855
Pame_12426.t1	K13444
Pame_12428.t1	K03875
Pame_12429.t1	K17921
Pame_12430.t1	K07298
Pame_12431.t2	K12162
Pame_12432.t1	K18619
Pame_12433.t1	K12190
Pame_12434.t1	K16482
Pame_12435.t1	K05038
Pame_12436.t2	K07213
Pame_12437.t1	K22204
Pame_12438.t1	K22204
Pame_12440.t2	K06670
Pame_12442.t1	K01754
Pame_12444.t1	K11429
Pame_12445.t1	K05313
Pame_12446.t1	K05313
Pame_12447.t1	K05313
Pame_12448.t1	K05313
Pame_12449.t1	K03868
Pame_12450.t1	K26153
Pame_12451.t1	K26153
Pame_12454.t1	K10756
Pame_12455.t1	K01296
Pame_12457.t1	K04557
Pame_12458.t1	K22387
Pame_12459.t1	K15332
Pame_12460.t1	K24730
Pame_12461.t1	K22391
Pame_12464.t1	K05357
Pame_12466.t1	K26258
Pame_12468.t1	K13675
Pame_12470.t1	K00232
Pame_12471.t1	K00232
Pame_12472.t1	K00232
Pame_12473.t1	K00232
Pame_12474.t1	K00232
Pame_12475.t1	K22758
Pame_12476.t2	K12480
Pame_12480.t1	K10766
Pame_12481.t1	K09848
Pame_12486.t1	K14570
Pame_12487.t1	K23325
Pame_12491.t1	K18592
Pame_12492.t1	K18592
Pame_12493.t1	K18592
Pame_12496.t1	K00477
Pame_12497.t1	K00477
Pame_12498.t1	K00477
Pame_12499.t1	K00477
Pame_12501.t1	K18592
Pame_12502.t1	K11376
Pame_12504.t1	K00799
Pame_12505.t1	K00799
Pame_12506.t1	K00799
Pame_12508.t1	K06677
Pame_12509.t1	K14258
Pame_12510.t1	K14258
Pame_12512.t1	K16676
Pame_12513.t1	K13526
Pame_12515.t1	K23480
Pame_12521.t1	K23480
Pame_12524.t2	K11858
Pame_12525.t1	K13728
Pame_12526.t1	K06497
Pame_12527.t1	K06497
Pame_12528.t1	K06489
Pame_12529.t1	K18529
Pame_12530.t1	K25749
Pame_12531.t1	K20030
Pame_12532.t1	K01755
Pame_12534.t1	K20804
Pame_12535.t1	K09027
Pame_12536.t2	K05760
Pame_12537.t1	K10598
Pame_12537.t1	K12733
Pame_12538.t1	K20217
Pame_12539.t1	K06497
Pame_12541.t1	K20254
Pame_12542.t1	K07935
Pame_12543.t1	K01446
Pame_12544.t1	K14415
Pame_12545.t1	K04500
Pame_12546.t2	K15008
Pame_12547.t1	K14399
Pame_12549.t1	K20283
Pame_12551.t1	K15186
Pame_12552.t1	K00747
Pame_12553.t1	K11459
Pame_12554.t1	K22559
Pame_12555.t1	K13878
Pame_12556.t1	K00294
Pame_12559.t1	K22984
Pame_12560.t1	K22984
Pame_12561.t1	K08145
Pame_12562.t1	K28063
Pame_12563.t1	K04506
Pame_12565.t1	K19363
Pame_12566.t1	K09064
Pame_12567.t1	K24924
Pame_12572.t1	K17599
Pame_12573.t1	K17599
Pame_12577.t2	K21774
Pame_12578.t1	K14258
Pame_12579.t1	K21437
Pame_12580.t1	K05737
Pame_12585.t3	K05110
Pame_12593.t1	K24652
Pame_12594.t2	K27896
Pame_12596.t1	K14388
Pame_12597.t1	K11536
Pame_12598.t1	K11536
Pame_12599.t1	K11536
Pame_12600.t1	K27909
Pame_12601.t1	K13758
Pame_12604.t2	K22659
Pame_12605.t1	K03961
Pame_12606.t2	K13342
Pame_12607.t1	K07565
Pame_12608.t1	K14997
Pame_12609.t1	K00671
Pame_12612.t1	K20129
Pame_12613.t1	K22984
Pame_12614.t1	K07197
Pame_12615.t1	K17087
Pame_12616.t1	K06106
Pame_12617.t1	K14213
Pame_12618.t1	K23555
Pame_12619.t1	K03440
Pame_12621.t1	K24553
Pame_12623.t1	K01183
Pame_12624.t1	K23994
Pame_12627.t1	K04144
Pame_12628.t1	K01874
Pame_12629.t1	K00507
Pame_12630.t1	K00507
Pame_12631.t1	K00507
Pame_12633.t1	K08665
Pame_12634.t1	K01312
Pame_12636.t1	K01312
Pame_12638.t1	K09640
Pame_12639.t1	K09640
Pame_12640.t1	K01769
Pame_12641.t3	K12482
Pame_12643.t1	K03440
Pame_12644.t1	K03440
Pame_12645.t1	K03440
Pame_12646.t1	K03440
Pame_12647.t1	K06772
Pame_12648.t1	K14439
Pame_12661.t3	K17089
Pame_12664.t1	K21440
Pame_12664.t1	K06867
Pame_12665.t1	K21440
Pame_12667.t1	K12795
Pame_12668.t1	K09377
Pame_12669.t1	K24875
Pame_12670.t1	K13108
Pame_12671.t1	K01872
Pame_12673.t1	K05313
Pame_12674.t1	K05313
Pame_12675.t1	K05313
Pame_12676.t1	K05313
Pame_12677.t1	K05313
Pame_12678.t1	K05313
Pame_12679.t1	K05313
Pame_12680.t1	K05313
Pame_12681.t1	K05313
Pame_12682.t1	K05313
Pame_12683.t1	K05313
Pame_12684.t1	K05313
Pame_12685.t1	K05313
Pame_12686.t1	K05313
Pame_12687.t1	K05313
Pame_12688.t1	K04712
Pame_12689.t1	K24768
Pame_12690.t1	K25457
Pame_12692.t1	K03440
Pame_12693.t1	K03440
Pame_12694.t5	K09229
Pame_12696.t1	K15290
Pame_12705.t2	K24964
Pame_12706.t1	K15332
Pame_12707.t2	K21763
Pame_12708.t1	K01785
Pame_12710.t1	K00856
Pame_12711.t1	K03099
Pame_12715.t1	K02984
Pame_12716.t1	K10269
Pame_12717.t1	K08239
Pame_12718.t1	K13356
Pame_12720.t1	K13356
Pame_12721.t1	K13356
Pame_12722.t1	K13356
Pame_12723.t1	K08371
Pame_12724.t1	K13356
Pame_12725.t1	K13356
Pame_12728.t1	K13356
Pame_12729.t1	K13356
Pame_12730.t1	K04458
Pame_12731.t1	K16719
Pame_12732.t1	K16722
Pame_12733.t1	K06237
Pame_12734.t1	K06237
Pame_12736.t1	K02259
Pame_12738.t1	K20671
Pame_12745.t1	K20640
Pame_12746.t1	K12620
Pame_12747.t1	K14839
Pame_12748.t1	K07944
Pame_12749.t1	K24024
Pame_12752.t1	K13806
Pame_12753.t1	K00232
Pame_12754.t1	K15523
Pame_12755.t1	K02266
Pame_12756.t1	K02266
Pame_12757.t1	K17529
Pame_12764.t1	K09427
Pame_12767.t1	K24222
Pame_12768.t2	K15075
Pame_12770.t1	K17095
Pame_12771.t1	K21554
Pame_12772.t1	K17800
Pame_12773.t1	K26497
Pame_12774.t1	K07374
Pame_12775.t1	K17289
Pame_12777.t1	K26979
Pame_12778.t1	K00875
Pame_12779.t1	K17501
Pame_12780.t1	K17501
Pame_12781.t1	K17501
Pame_12783.t1	K22696
Pame_12785.t1	K15216
Pame_12787.t1	K12824
Pame_12789.t1	K08272
Pame_12790.t1	K25568
Pame_12792.t1	K04143
Pame_12793.t1	K11135
Pame_12794.t1	K18189
Pame_12798.t1	K13754
Pame_12799.t1	K13754
Pame_12800.t1	K04599
Pame_12801.t1	K01106
Pame_12802.t1	K10755
Pame_12803.t1	K10755
Pame_12804.t1	K17725
Pame_12806.t2	K13956
Pame_12808.t1	K06497
Pame_12809.t1	K06497
Pame_12810.t1	K06497
Pame_12816.t1	K06571
Pame_12817.t2	K06537
Pame_12818.t1	K06497
Pame_12819.t1	K06497
Pame_12820.t1	K04565
Pame_12821.t1	K04565
Pame_12822.t2	K13156
Pame_12823.t1	K00106
Pame_12828.t1	K09613
Pame_12829.t1	K12391
Pame_12830.t1	K07952
Pame_12831.t1	K22204
Pame_12832.t1	K18625
Pame_12833.t2	K18625
Pame_12834.t1	K22970
Pame_12834.t1	K15890
Pame_12836.t1	K06724
Pame_12837.t1	K19607
Pame_12838.t1	K19195
Pame_12839.t2	K11434
Pame_12840.t1	K19984
Pame_12841.t1	K11853
Pame_12842.t1	K03249
Pame_12843.t2	K22449
Pame_12844.t1	K17725
Pame_12844.t1	K01069
Pame_12849.t1	K04520
Pame_12850.t1	K04520
Pame_12851.t1	K04456
Pame_12853.t1	K18411
Pame_12854.t1	K03348
Pame_12855.t1	K03348
Pame_12857.t1	K02879
Pame_12858.t1	K09075
Pame_12860.t1	K25396
Pame_12861.t1	K18735
Pame_12862.t2	K13431
Pame_12863.t1	K09106
Pame_12864.t1	K17422
Pame_12865.t1	K04920
Pame_12866.t1	K02145
Pame_12867.t1	K20793
Pame_12868.t1	K07188
Pame_12869.t1	K08059
Pame_12870.t1	K12840
Pame_12872.t1	K16673
Pame_12873.t1	K01358
Pame_12875.t1	K13124
Pame_12876.t1	K10408
Pame_12877.t1	K17700
Pame_12878.t1	K17700
Pame_12879.t1	K17700
Pame_12883.t2	K11671
Pame_12884.t1	K20067
Pame_12888.t1	K04456
Pame_12890.t1	K05542
Pame_12892.t1	K14310
Pame_12898.t1	K15728
Pame_12899.t1	K09614
Pame_12900.t1	K16186
Pame_12902.t1	K09584
Pame_12903.t1	K19674
Pame_12904.t1	K19674
Pame_12905.t1	K00939
Pame_12906.t1	K13696
Pame_12908.t1	K09339
Pame_12912.t2	K17602
Pame_12914.t2	K25091
Pame_12915.t1	K22869
Pame_12916.t2	K10522
Pame_12917.t1	K00852
Pame_12918.t1	K26052
Pame_12920.t1	K21032
Pame_12921.t3	K10413
Pame_12922.t1	K10348
Pame_12923.t1	K03083
Pame_12927.t1	K13023
Pame_12929.t1	K06580
Pame_12932.t1	K02211
Pame_12937.t1	K24996
Pame_12938.t2	K10480
Pame_12939.t1	K23884
Pame_12941.t1	K14296
Pame_12943.t1	K01768
Pame_12944.t1	K20221
Pame_12945.t1	K09399
Pame_12950.t1	K09552
Pame_12951.t1	K00026
Pame_12953.t1	K25743
Pame_12955.t1	K21198
Pame_12956.t1	K10325
Pame_12957.t1	K27896
Pame_12959.t1	K03113
Pame_12960.t1	K18763
Pame_12961.t1	K04422
Pame_12962.t1	K17306
Pame_12963.t1	K12492
Pame_12964.t1	K22765
Pame_12986.t1	K01807
Pame_12990.t1	K12232
Pame_12991.t1	K09114
Pame_12993.t2	K24973
Pame_12994.t1	K10398
Pame_12994.t1	K16315
Pame_12996.t1	K16315
Pame_12997.t1	K16315
Pame_12998.t2	K16315
Pame_12999.t1	K16315
Pame_13000.t1	K05820
Pame_13001.t1	K01931
Pame_13003.t1	K01228
Pame_13004.t1	K16575
Pame_13005.t1	K17405
Pame_13006.t1	K17659
Pame_13007.t1	K20193
Pame_13008.t1	K20799
Pame_13009.t1	K00844
Pame_13010.t1	K24141
Pame_13011.t1	K22825
Pame_13012.t1	K01899
Pame_13012.t1	K01902
Pame_13013.t1	K10398
Pame_13014.t1	K10398
Pame_13015.t1	K18693
Pame_13016.t1	K01934
Pame_13018.t1	K24260
Pame_13021.t1	K16865
Pame_13022.t1	K06569
Pame_13023.t1	K22380
Pame_13024.t1	K15745
Pame_13026.t1	K04169
Pame_13029.t1	K10089
Pame_13030.t1	K00058
Pame_13032.t1	K14301
Pame_13033.t1	K06062
Pame_13034.t1	K01836
Pame_13039.t1	K08957
Pame_13040.t1	K00030
Pame_13044.t2	K01446
Pame_13045.t1	K01719
Pame_13049.t1	K20120
Pame_13051.t1	K24897
Pame_13052.t1	K15703
Pame_13053.t1	K09341
Pame_13055.t1	K09341
Pame_13057.t1	K09343
Pame_13058.t1	K09995
Pame_13061.t1	K10600
Pame_13062.t1	K00681
Pame_13063.t1	K19526
Pame_13065.t1	K24205
Pame_13067.t1	K03145
Pame_13068.t2	K11471
Pame_13069.t1	K23899
Pame_13071.t1	K14437
Pame_13072.t1	K03539
Pame_13073.t1	K24048
Pame_13074.t3	K27892
Pame_13075.t1	K16495
Pame_13076.t1	K16506
Pame_13077.t1	K17604
Pame_13078.t1	K17080
Pame_13081.t1	K01519
Pame_13082.t1	K24816
Pame_13083.t1	K02237
Pame_13084.t1	K28042
Pame_13085.t1	K10870
Pame_13087.t1	K11086
Pame_13088.t1	K14455
Pame_13089.t1	K16742
Pame_13090.t1	K14309
Pame_13091.t1	K10359
Pame_13092.t1	K17086
Pame_13093.t1	K24023
Pame_13094.t1	K08578
Pame_13095.t1	K15166
Pame_13097.t3	K18438
Pame_13098.t1	K01446
Pame_13099.t1	K03011
Pame_13100.t1	K09503
Pame_13104.t1	K01077
Pame_13118.t1	K05909
Pame_13133.t1	K19361
Pame_13138.t1	K10755
Pame_13139.t1	K08610
Pame_13140.t1	K08610
Pame_13144.t1	K11374
Pame_13145.t1	K08360
Pame_13147.t2	K00888
Pame_13149.t1	K11169
Pame_13150.t1	K11169
Pame_13151.t1	K11169
Pame_13152.t1	K11169
Pame_13153.t1	K09228
Pame_13154.t1	K09191
Pame_13155.t1	K01540
Pame_13156.t1	K24979
Pame_13157.t1	K05687
Pame_13157.t1	K03152
Pame_13158.t1	K02735
Pame_13159.t1	K12858
Pame_13160.t1	K00710
Pame_13163.t1	K25607
Pame_13164.t1	K08031
Pame_13165.t1	K08031
Pame_13167.t1	K14951
Pame_13168.t1	K19558
Pame_13170.t1	K09228
Pame_13171.t1	K01197
Pame_13173.t1	K02735
Pame_13174.t1	K12858
Pame_13176.t1	K11511
Pame_13178.t1	K10268
Pame_13179.t1	K00477
