protein	KO
OG0007501	K14717
OG0007502	K09270
OG0007503	K09270
OG0007504	K12878
OG0007505	K26401
OG0007506	K25443
OG0007508	K11427
OG0007509	K12176
OG0007510	K04531
OG0007511	K10847
OG0007512	K00021
OG0007513	K22628
OG0007514	K14559
OG0007516	K06130
OG0007516	K06999
OG0007517	K09564
OG0007518	K23859
OG0007524	K12865
OG0007525	K14401
OG0007526	K13808
OG0007527	K25757
OG0007528	K21249
OG0007529	K03264
OG0007530	K03130
OG0007531	K18264
OG0007532	K19862
OG0007533	K22077
OG0007534	K08851
OG0007535	K03265
OG0007536	K23935
OG0007538	K00565
OG0007539	K07478
OG0007540	K02739
OG0007542	K20366
OG0007544	K17494
OG0007545	K19612
OG0007546	K10478
OG0007547	K00698
OG0007548	K24173
OG0007550	K12812
OG0007551	K25388
OG0007553	K09374
OG0007555	K23664
OG0007556	K18166
OG0007557	K18080
OG0007558	K27896
OG0007559	K25815
OG0007560	K01205
OG0007562	K17906
OG0007564	K00078
OG0007566	K12866
OG0007567	K13084
OG0007569	K09291
OG0007572	K00771
OG0007573	K28083
OG0007574	K15627
OG0007575	K18629
OG0007577	K15340
OG0007578	K14848
OG0007579	K25168
OG0007580	K10858
OG0007581	K11975
OG0007582	K06276
OG0007583	K10863
OG0007585	K02267
OG0007586	K23781
OG0007587	K25762
OG0007588	K24982
OG0007589	K11143
OG0007589	K16740
OG0007590	K19025
OG0007592	K22420
OG0007593	K11504
OG0007594	K15732
OG0007595	K12040
OG0007597	K12830
OG0007599	K25812
OG0007600	K22746
OG0007601	K03164
OG0007602	K27342
OG0007604	K00415
OG0007605	K12175
OG0007606	K23336
OG0007607	K18328
OG0007608	K01537
OG0007609	K27895
OG0007610	K26770
OG0007612	K01074
OG0007614	K18411
OG0007615	K11463
OG0007617	K11841
OG0007618	K17783
OG0007619	K06269
OG0007620	K14662
OG0007621	K22524
OG0007624	K24062
OG0007625	K07023
OG0007626	K09614
OG0007629	K09091
OG0007630	K00750
OG0007632	K13131
OG0007633	K14996
OG0007634	K27960
OG0007635	K12316
OG0007635	K01187
OG0007637	K10369
OG0007638	K06874
OG0007639	K13217
OG0007640	K18050
OG0007642	K04599
OG0007643	K04599
OG0007645	K11161
OG0007645	K11153
OG0007647	K09228
OG0007650	K11270
OG0007651	K11855
OG0007652	K21442
OG0007653	K04718
OG0007654	K02883
OG0007655	K09594
OG0007656	K24763
OG0007657	K18334
OG0007658	K14830
OG0007660	K09140
OG0007661	K18734
OG0007662	K11579
OG0007663	K19868
OG0007664	K14548
OG0007665	K08501
OG0007666	K01414
OG0007668	K03661
OG0007669	K04885
OG0007670	K14999
OG0007672	K13349
OG0007673	K12485
OG0007675	K15621
OG0007677	K13354
OG0007678	K23093
OG0007680	K03943
OG0007680	K00334
OG0007681	K06963
OG0007682	K01016
OG0007683	K01307
OG0007684	K01307
OG0007685	K01307
OG0007690	K17410
OG0007691	K08076
OG0007693	K20790
OG0007694	K18134
OG0007695	K00445
OG0007697	K03133
OG0007699	K06721
OG0007700	K03991
OG0007701	K15331
OG0007702	K11324
OG0007703	K04506
OG0007710	K22285
OG0007710	K08281
OG0007712	K11490
OG0007713	K06508
OG0007715	K10573
OG0007717	K14544
OG0007718	K09048
OG0007719	K20101
OG0007720	K00503
OG0007721	K02599
OG0007722	K23733
OG0007723	K11485
OG0007725	K00939
OG0007726	K14686
OG0007727	K17478
OG0007730	K18025
OG0007730	K00166
OG0007731	K23326
OG0007732	K27898
OG0007733	K02977
OG0007734	K02367
OG0007735	K04378
OG0007736	K04129
OG0007737	K04129
OG0007738	K10348
OG0007739	K04912
OG0007740	K17262
OG0007741	K12862
OG0007743	K08657
OG0007744	K00254
OG0007745	K13144
OG0007746	K04510
OG0007747	K09549
OG0007749	K22369
OG0007750	K08869
OG0007751	K26808
OG0007753	K02872
OG0007755	K07765
OG0007756	K13108
OG0007757	K20186
OG0007758	K25138
OG0007759	K01578
OG0007762	K04603
OG0007763	K02983
OG0007764	K19177
OG0007765	K18663
OG0007768	K20526
OG0007770	K03126
OG0007771	K02953
OG0007772	K24774
OG0007773	K01379
OG0007775	K28031
OG0007777	K10099
OG0007779	K20669
OG0007780	K14530
OG0007783	K22037
OG0007784	K22037
OG0007785	K09233
OG0007786	K01262
OG0007787	K01296
OG0007788	K14308
OG0007790	K13370
OG0007790	K00059
OG0007792	K15980
OG0007796	K09355
OG0007797	K10742
OG0007798	K12401
OG0007799	K03256
OG0007801	K11317
OG0007801	K08339
OG0007802	K15203
OG0007803	K01587
OG0007803	K01923
OG0007804	K00764
OG0007805	K26109
OG0007807	K04834
OG0007809	K28024
OG0007810	K01893
OG0007811	K13140
OG0007812	K25805
OG0007814	K12850
OG0007815	K20825
OG0007816	K18643
OG0007817	K08836
OG0007819	K15731
OG0007820	K06816
OG0007821	K20183
OG0007822	K18342
OG0007824	K02153
OG0007825	K14309
OG0007826	K09499
OG0007827	K01106
OG0007829	K24253
OG0007830	K19919
OG0007831	K21893
OG0007832	K05699
OG0007834	K08592
OG0007835	K00587
OG0007836	K01958
OG0007839	K19519
OG0007840	K10870
OG0007841	K23567
OG0007842	K00474
OG0007843	K12307
OG0007844	K17095
OG0007845	K20028
OG0007846	K08187
OG0007847	K22755
OG0007848	K15437
OG0007851	K21032
OG0007854	K24155
OG0007855	K14788
OG0007856	K02962
OG0007857	K11986
OG0007860	K09223
OG0007861	K13509
OG0007861	K00655
OG0007865	K02208
OG0007866	K24737
OG0007867	K03960
OG0007868	K01053
OG0007869	K20280
OG0007870	K01365
OG0007871	K24369
OG0007872	K13963
OG0007875	K08202
OG0007876	K08202
OG0007878	K02990
OG0007879	K16806
OG0007880	K00626
OG0007881	K25591
OG0007883	K20307
OG0007885	K00522
OG0007886	K14810
OG0007887	K27964
OG0007889	K12820
OG0007890	K03687
OG0007891	K03341
OG0007895	K10743
OG0007896	K02898
OG0007898	K20800
OG0007899	K14165
OG0007900	K09103
OG0007905	K00387
OG0007907	K26419
OG0007908	K24498
OG0007909	K09884
OG0007910	K08866
OG0007911	K00599
OG0007913	K06114
OG0007914	K05730
OG0007915	K24634
OG0007916	K20369
OG0007917	K13113
OG0007918	K01930
OG0007919	K14676
OG0007919	K07001
OG0007920	K11426
OG0007921	K10683
OG0007922	K14297
OG0007923	K10146
OG0007925	K06174
OG0007926	K10902
OG0007927	K04373
OG0007928	K11875
OG0007929	K08202
OG0007930	K14847
OG0007931	K17817
OG0007932	K11887
OG0007934	K10402
OG0007935	K02310
OG0007936	K00019
OG0007937	K19519
OG0007938	K21956
OG0007939	K11267
OG0007940	K01102
OG0007941	K12196
OG0007942	K06096
OG0007943	K04532
OG0007944	K00799
OG0007946	K14560
OG0007948	K23286
OG0007951	K15326
OG0007952	K20135
OG0007954	K08491
OG0007955	K01895
OG0007956	K02437
OG0007961	K20694
OG0007963	K08252
OG0007964	K10183
OG0007965	K08376
OG0007966	K14071
OG0007968	K21108
OG0007973	K12837
OG0007974	K02935
OG0007975	K02084
OG0007976	K04432
OG0007977	K00901
OG0007978	K03239
OG0007979	K02607
OG0007980	K19513
OG0007981	K02923
OG0007982	K15336
OG0007983	K17926
OG0007984	K17816
OG0007985	K12471
OG0007987	K08028
OG0007989	K28021
OG0007992	K12197
OG0007993	K17987
OG0007994	K10408
OG0007995	K16479
OG0007996	K02516
OG0007997	K24722
OG0007999	K12884
OG0008000	K14571
OG0008001	K18584
OG0008002	K09207
OG0008003	K01092
OG0008006	K19607
OG0008007	K18625
OG0008008	K06724
OG0008009	K11857
OG0008010	K04649
OG0008011	K00948
OG0008012	K07096
OG0008013	K12733
OG0008016	K15292
OG0008017	K01940
OG0008018	K17542
OG0008019	K02932
OG0008020	K23497
OG0008022	K01158
OG0008023	K04849
OG0008024	K04849
OG0008025	K09049
OG0008026	K04507
OG0008027	K12624
OG0008028	K04367
OG0008029	K13855
OG0008030	K10730
OG0008031	K19363
OG0008032	K19363
OG0008033	K18674
OG0008034	K08701
OG0008035	K11854
OG0008036	K19363
OG0008037	K20371
OG0008038	K28022
OG0008039	K21310
OG0008040	K08193
OG0008041	K10641
OG0008042	K02326
OG0008043	K06619
OG0008044	K24083
OG0008045	K10086
OG0008046	K06560
OG0008047	K13221
OG0008048	K15324
OG0008049	K26238
OG0008050	K06071
OG0008051	K19931
OG0008052	K07127
OG0008053	K10790
OG0008054	K20293
OG0008055	K11093
OG0008056	K15979
OG0008057	K20405
OG0008058	K01598
OG0008059	K23309
OG0008063	K10596
OG0008064	K16794
OG0008065	K11393
OG0008066	K03255
OG0008067	K21754
OG0008068	K12383
OG0008070	K22985
OG0008071	K03129
OG0008074	K22919
OG0008075	K02519
OG0008076	K07808
OG0008077	K14304
OG0008078	K01148
OG0008079	K23847
OG0008079	K19932
OG0008088	K08852
OG0008089	K00857
OG0008091	K08193
OG0008091	K12301
OG0008092	K20638
OG0008094	K11417
OG0008095	K21952
OG0008098	K14555
OG0008099	K11982
OG0008100	K03240
OG0008103	K03253
OG0008105	K25058
OG0008106	K01904
OG0008107	K01904
OG0008108	K17785
OG0008110	K04354
OG0008111	K15213
OG0008115	K27318
OG0008117	K12386
OG0008118	K06267
OG0008120	K19478
OG0008121	K12345
OG0008122	K03243
OG0008124	K14709
OG0008125	K04523
OG0008127	K11415
OG0008127	K12410
OG0008128	K18164
OG0008129	K00236
OG0008130	K09186
OG0008131	K01802
OG0008132	K21987
OG0008134	K02183
OG0008134	K13448
OG0008136	K08202
OG0008139	K00222
OG0008143	K00729
OG0008147	K11173
OG0008148	K23542
OG0008149	K20187
OG0008152	K03016
OG0008153	K19269
OG0008154	K19269
OG0008155	K10756
OG0008156	K07432
OG0008157	K05764
OG0008157	K13785
OG0008158	K01883
OG0008160	K08202
OG0008161	K08202
OG0008162	K08202
OG0008164	K17901
OG0008165	K12585
OG0008167	K04306
OG0008170	K01908
OG0008171	K14353
OG0008172	K12833
OG0008173	K19774
OG0008176	K13135
OG0008178	K17887
OG0008180	K03141
OG0008181	K12383
OG0008184	K23490
OG0008185	K14317
OG0008186	K17095
OG0008190	K02214
OG0008191	K20364
OG0008193	K10612
OG0008195	K25550
OG0008196	K00863
OG0008197	K06013
OG0008198	K22068
OG0008199	K11461
OG0008200	K09500
OG0008203	K24799
OG0008204	K22909
OG0008206	K20051
OG0008207	K05181
OG0008208	K05175
OG0008209	K08049
OG0008210	K08497
OG0008211	K24427
OG0008212	K04503
OG0008213	K02902
OG0008214	K07190
OG0008215	K22282
OG0008217	K22984
OG0008218	K20406
OG0008219	K01310
OG0008220	K09106
OG0008221	K05681
OG0008222	K14442
OG0008223	K02921
OG0008224	K00710
OG0008225	K03469
OG0008228	K04506
OG0008229	K18932
OG0008230	K02602
OG0008231	K10800
OG0008232	K13168
OG0008233	K18709
OG0008237	K02916
OG0008238	K10754
OG0008239	K26202
OG0008240	K18726
OG0008241	K09191
OG0008243	K10343
OG0008244	K00710
OG0008245	K16288
OG0008246	K00697
OG0008246	K01087
OG0008247	K09228
OG0008249	K19748
OG0008250	K10350
OG0008251	K09228
OG0008252	K19656
OG0008253	K02903
OG0008256	K09649
OG0008259	K24049
OG0008262	K07512
OG0008264	K20641
OG0008268	K13194
OG0008270	K15166
OG0008272	K01719
OG0008274	K20120
OG0008275	K22455
OG0008278	K05820
OG0008279	K15448
OG0008283	K10089
OG0008284	K00058
OG0008285	K00207
OG0008288	K11345
OG0008289	K08957
OG0008290	K05052
OG0008291	K00509
OG0008295	K03006
OG0008296	K23297
OG0008297	K01062
OG0008298	K12230
OG0008299	K09532
OG0008300	K00472
OG0008301	K12349
OG0008302	K08193
OG0008303	K12816
OG0008304	K00685
OG0008306	K19370
OG0008307	K13163
OG0008310	K03254
OG0008311	K12824
OG0008313	K19680
OG0008315	K03123
OG0008316	K20102
OG0008317	K02908
OG0008320	K01881
OG0008322	K11792
OG0008323	K06483
OG0008324	K06483
OG0008328	K13280
OG0008329	K03138
OG0008330	K24744
OG0008331	K11668
OG0008335	K19179
OG0008335	K01126
OG0008336	K11313
OG0008337	K07371
OG0008338	K07964
OG0008339	K19511
OG0008343	K14312
OG0008344	K01875
OG0008345	K11833
OG0008346	K10436
OG0008347	K23841
OG0008349	K17820
OG0008350	K02154
OG0008351	K02154
OG0008352	K14640
OG0008358	K01331
OG0008359	K19952
OG0008361	K04095
OG0008363	K04599
OG0008365	K01343
OG0008367	K07541
OG0008368	K08193
OG0008369	K19683
OG0008371	K07843
OG0008376	K12319
OG0008377	K17479
OG0008378	K14773
OG0008379	K15046
OG0008380	K00901
OG0008381	K00069
OG0008382	K00069
OG0008383	K18749
OG0008384	K00413
OG0008385	K10704
OG0008386	K09680
OG0008387	K08658
OG0008387	K07052
OG0008388	K10297
OG0008390	K14648
OG0008395	K25451
OG0008396	K04658
OG0008397	K00699
OG0008398	K23538
OG0008399	K16765
OG0008400	K01362
OG0008401	K11492
OG0008402	K06110
OG0008406	K04131
OG0008408	K00602
OG0008414	K15119
OG0008415	K23115
OG0008416	K00757
OG0008417	K11832
OG0008420	K15121
OG0008421	K01681
OG0008422	K11224
OG0008423	K15085
OG0008424	K02183
OG0008425	K04810
OG0008426	K09542
OG0008427	K02930
OG0008428	K00597
OG0008429	K14411
OG0008430	K02726
OG0008431	K12566
OG0008432	K13089
OG0008433	K05467
OG0008434	K09640
OG0008435	K08655
OG0008436	K25206
OG0008437	K21246
OG0008438	K23404
OG0008439	K09203
OG0008440	K12259
OG0008441	K23504
OG0008441	K16605
OG0008442	K14284
OG0008443	K00911
OG0008444	K12657
OG0008445	K24428
OG0008447	K01408
OG0008448	K11687
OG0008449	K10601
OG0008450	K08694
OG0008451	K20635
OG0008452	K02678
OG0008453	K02131
OG0008454	K02324
OG0008455	K12599
OG0008457	K17421
OG0008459	K15559
OG0008460	K28058
OG0008461	K08507
OG0008463	K07611
OG0008464	K02871
OG0008465	K23878
OG0008466	K17941
OG0008467	K14613
OG0008471	K06569
OG0008475	K03029
OG0008478	K12854
OG0008479	K12405
OG0008480	K18460
OG0008481	K03362
OG0008482	K01557
OG0008484	K27262
OG0008485	K17675
OG0008486	K15113
OG0008488	K07520
OG0008489	K11725
OG0008490	K02888
OG0008491	K00710
OG0008492	K24888
OG0008493	K04506
OG0008495	K01262
OG0008496	K01315
OG0008497	K10864
OG0008498	K10273
OG0008500	K04501
OG0008501	K20231
OG0008502	K24685
OG0008504	K09048
OG0008505	K10587
OG0008508	K08371
OG0008511	K12861
OG0008512	K26734
OG0008513	K08074
OG0008514	K10839
OG0008515	K20520
OG0008516	K19716
OG0008517	K14258
OG0008520	K24332
OG0008522	K14719
OG0008523	K01254
OG0008524	K08770
OG0008524	K04551
OG0008524	K12158
OG0008525	K18190
OG0008526	K01231
OG0008526	K14026
OG0008526	K07126
OG0008528	K00002
OG0008529	K02321
OG0008530	K07874
OG0008534	K11323
OG0008535	K11831
OG0008536	K28034
OG0008537	K01691
OG0008538	K02835
OG0008539	K18752
OG0008540	K10265
OG0008541	K07526
OG0008543	K14994
OG0008544	K05288
OG0008545	K02132
OG0008545	K02111
OG0008546	K02728
OG0008547	K01456
OG0008550	K14807
OG0008551	K08741
OG0008552	K06535
OG0008553	K04447
OG0008554	K27491
OG0008556	K03910
OG0008560	K12615
OG0008561	K01488
OG0008562	K07832
OG0008563	K13105
OG0008564	K09370
OG0008565	K15013
OG0008566	K15620
OG0008567	K28055
OG0008569	K08371
OG0008570	K04860
OG0008571	K04860
OG0008572	K02834
OG0008573	K04681
OG0008574	K23167
OG0008574	K00344
OG0008575	K16530
OG0008576	K13698
OG0008577	K02212
OG0008582	K18061
OG0008583	K23460
OG0008585	K08064
OG0008586	K08826
OG0008588	K09993
OG0008589	K04967
OG0008590	K02725
OG0008591	K24652
OG0008594	K23855
OG0008595	K20346
OG0008596	K23344
OG0008597	K24635
OG0008598	K15141
OG0008599	K12819
OG0008600	K00669
OG0008601	K05459
OG0008603	K05313
OG0008604	K06669
OG0008605	K20234
OG0008606	K02180
OG0008607	K10268
OG0008608	K03108
OG0008609	K09524
OG0008611	K19600
OG0008612	K11279
OG0008614	K16580
OG0008615	K00826
OG0008616	K09269
OG0008617	K21413
OG0008619	K17960
OG0008620	K20191
OG0008621	K05194
OG0008622	K10249
OG0008623	K09545
OG0008624	K11375
OG0008625	K12859
OG0008626	K20123
OG0008627	K15698
OG0008631	K10414
OG0008632	K00560
OG0008633	K17987
OG0008635	K23570
OG0008637	K00326
OG0008639	K05141
OG0008640	K24627
OG0008641	K01493
OG0008642	K20792
OG0008643	K03023
OG0008644	K09494
OG0008646	K00907
OG0008647	K02960
OG0008648	K20411
OG0008650	K01409
OG0008651	K25078
OG0008652	K07191
OG0008653	K16777
OG0008654	K07972
OG0008655	K25471
OG0008656	K14459
OG0008658	K13711
OG0008659	K25472
OG0008661	K08024
OG0008662	K17544
OG0008663	K03644
OG0008665	K06670
OG0008666	K27896
OG0008668	K09228
OG0008670	K24225
OG0008672	K01974
OG0008673	K01551
OG0008674	K16449
OG0008675	K05293
OG0008676	K14824
OG0008677	K08073
OG0008678	K19679
OG0008679	K20050
OG0008680	K14165
OG0008681	K17509
OG0008682	K02873
OG0008683	K01869
OG0008684	K00682
OG0008686	K17637
OG0008687	K03213
OG0008688	K16815
OG0008689	K11985
OG0008690	K26384
OG0008693	K27498
OG0008694	K01080
OG0008695	K15198
OG0008696	K11314
OG0008698	K14539
OG0008699	K15544
OG0008700	K00033
OG0008701	K17681
OG0008702	K08635
OG0008703	K11667
OG0008704	K10777
OG0008707	K20015
OG0008708	K00629
OG0008709	K14837
OG0008710	K15179
OG0008711	K28052
OG0008713	K18655
OG0008714	K14527
OG0008715	K14406
OG0008717	K18623
OG0008718	K18732
OG0008719	K12618
OG0008720	K23488
OG0008721	K15716
OG0008722	K06099
OG0008723	K14316
OG0008724	K23540
OG0008725	K24634
OG0008726	K20064
OG0008727	K17401
OG0008728	K10645
OG0008729	K03857
OG0008730	K15730
OG0008731	K20126
OG0008733	K13248
OG0008734	K23218
OG0008736	K03144
OG0008736	K03260
OG0008738	K01063
OG0008739	K09069
OG0008740	K04554
OG0008741	K05688
OG0008742	K09228
OG0008744	K10261
OG0008745	K06185
OG0008745	K06158
OG0008746	K25292
OG0008747	K04078
OG0008748	K04077
OG0008749	K02887
OG0008750	K07910
OG0008751	K19986
OG0008753	K25129
OG0008754	K12844
OG0008755	K25949
OG0008756	K09191
OG0008757	K14767
OG0008758	K01803
OG0008759	K23588
OG0008760	K11885
OG0008762	K14999
OG0008766	K01772
OG0008767	K02187
OG0008768	K01638
OG0008769	K00311
OG0008773	K16461
OG0008774	K02564
OG0008775	K03979
OG0008778	K22383
OG0008779	K09427
OG0008780	K17777
OG0008781	K01052
OG0008782	K00717
OG0008783	K10481
OG0008784	K22045
OG0008785	K17569
OG0008791	K01874
OG0008792	K04144
OG0008793	K01183
OG0008794	K16506
OG0008797	K16569
OG0008798	K23820
OG0008799	K01444
OG0008800	K04644
OG0008802	K19366
OG0008803	K02889
OG0008805	K11842
OG0008806	K23901
OG0008807	K11436
OG0008808	K25839
OG0008809	K07920
OG0008811	K10626
OG0008812	K14778
OG0008813	K12171
OG0008815	K02359
OG0008816	K09647
OG0008817	K27754
OG0008818	K13534
OG0008819	K11316
OG0008820	K12493
OG0008821	K05864
OG0008822	K22991
OG0008823	K14803
OG0008824	K12045
OG0008825	K25400
OG0008826	K25475
OG0008827	K14058
OG0008829	K17780
OG0008830	K04526
OG0008831	K23424
OG0008832	K06460
OG0008833	K12656
OG0008835	K12948
OG0008836	K18083
OG0008837	K07364
OG0008839	K12826
OG0008840	K04530
OG0008845	K01441
OG0008846	K03522
OG0008851	K14843
OG0008852	K06965
OG0008853	K10421
OG0008854	K03008
OG0008855	K05039
OG0008856	K00953
OG0008858	K13348
OG0008859	K13348
OG0008860	K11599
OG0008861	K13485
OG0008863	K17102
OG0008864	K11453
OG0008865	K08360
OG0008866	K01183
OG0008867	K16781
OG0008868	K12821
OG0008869	K14997
OG0008870	K00671
OG0008871	K25209
OG0008872	K12191
OG0008873	K24502
OG0008874	K17594
OG0008875	K04082
OG0008876	K27685
OG0008878	K24387
OG0008879	K19951
OG0008880	K05704
OG0008881	K23041
OG0008883	K01415
OG0008885	K14258
OG0008886	K16830
OG0008887	K13515
OG0008888	K01648
OG0008889	K08856
OG0008890	K07913
OG0008891	K14443
OG0008892	K09228
OG0008896	K23969
OG0008897	K01792
OG0008899	K18200
OG0008900	K09260
OG0008901	K26159
OG0008902	K01784
OG0008903	K02270
OG0008905	K14965
OG0008907	K03358
OG0008908	K16758
OG0008909	K27976
OG0008911	K10305
OG0008912	K12353
OG0008913	K17599
OG0008917	K26053
OG0008919	K15289
OG0008920	K13092
OG0008922	K08056
OG0008923	K02878
OG0008924	K13525
OG0008926	K10258
OG0008927	K09507
OG0008929	K01080
OG0008930	K01080
OG0008931	K23964
OG0008932	K04739
OG0008933	K26236
OG0008934	K06636
OG0008935	K20317
OG0008936	K02926
OG0008937	K10732
OG0008938	K10859
OG0008939	K15103
OG0008941	K13250
OG0008943	K20053
OG0008944	K16575
OG0008945	K01228
OG0008946	K01931
OG0008947	K24815
OG0008948	K01148
OG0008949	K20308
OG0008950	K07232
OG0008951	K06051
OG0008952	K01052
OG0008953	K04670
OG0008954	K12200
OG0008955	K03258
OG0008956	K19400
OG0008957	K10881
OG0008958	K04257
OG0008959	K10408
OG0008960	K11765
OG0008961	K14821
OG0008962	K24764
OG0008965	K00858
OG0008966	K15014
OG0008967	K07117
OG0008968	K12880
OG0008969	K11757
OG0008970	K09884
OG0008971	K02633
OG0008972	K00010
OG0008973	K08471
OG0008974	K11789
OG0008975	K17422
OG0008976	K02947
OG0008977	K03068
OG0008978	K13133
OG0008979	K02154
OG0008979	K02123
OG0008981	K22807
OG0008982	K23883
OG0008984	K05684
OG0008985	K05683
OG0008986	K12870
OG0008989	K04600
OG0008989	K02922
OG0008990	K17267
OG0008991	K14538
OG0008992	K08855
OG0008993	K04459
OG0008994	K07955
OG0008995	K10250
OG0008996	K26736
OG0008998	K01802
OG0008999	K10415
OG0009000	K04733
OG0009003	K12491
OG0009006	K00873
OG0009007	K09583
OG0009008	K24808
OG0009009	K12825
OG0009010	K13353
OG0009011	K27756
OG0009013	K04677
OG0009014	K00854
OG0009015	K05409
OG0009016	K20349
OG0009018	K18575
OG0009019	K13335
OG0009020	K26204
OG0009021	K13176
OG0009022	K08736
OG0009023	K00626
OG0009024	K16061
OG0009025	K16060
OG0009025	K16061
OG0009028	K23718
OG0009029	K11797
OG0009030	K11778
OG0009031	K13211
OG0009032	K13211
OG0009033	K22070
OG0009034	K13110
OG0009037	K02882
OG0009040	K11540
OG0009042	K09855
OG0009045	K07925
OG0009046	K15287
OG0009047	K19882
OG0009049	K28042
OG0009051	K01841
OG0009052	K08865
OG0009053	K13138
OG0009054	K16831
OG0009055	K11298
OG0009056	K02910
OG0009057	K03357
OG0009058	K18422
OG0009059	K16749
OG0009060	K10770
OG0009061	K12879
OG0009063	K04503
OG0009064	K09330
OG0009066	K00616
OG0009067	K04727
OG0009069	K02865
OG0009070	K00758
OG0009071	K27896
OG0009072	K00635
OG0009073	K14360
OG0009074	K12351
OG0009075	K08054
OG0009076	K02202
OG0009087	K04209
OG0009090	K08269
OG0009091	K16484
OG0009092	K17767
OG0009093	K27536
OG0009094	K04468
OG0009095	K10588
OG0009096	K26006
OG0009097	K24633
OG0009098	K06641
OG0009099	K08524
OG0009101	K01764
OG0009103	K13348
OG0009104	K07963
OG0009105	K08057
OG0009107	K05677
OG0009108	K10447
OG0009109	K08875
OG0009110	K02971
OG0009111	K17613
OG0009112	K01053
OG0009113	K10956
OG0009114	K04499
OG0009115	K08337
OG0009117	K01265
OG0009118	K01411
OG0009119	K18050
OG0009120	K20251
OG0009121	K25202
OG0009122	K17253
OG0009123	K24886
OG0009124	K10456
OG0009125	K00344
OG0009128	K21767
OG0009129	K15537
OG0009130	K09299
OG0009131	K25441
OG0009132	K13780
OG0009133	K21031
OG0009134	K02151
OG0009135	K25366
OG0009136	K16500
OG0009137	K17403
OG0009137	K23222
OG0009138	K15439
OG0009139	K02863
OG0009140	K12603
OG0009141	K06537
OG0009142	K15146
OG0009144	K19525
OG0009145	K05402
OG0009146	K27896
OG0009147	K01952
OG0009150	K16803
OG0009151	K14521
OG0009152	K08825
OG0009153	K12394
OG0009154	K13095
OG0009155	K06685
OG0009156	K14311
OG0009157	K22194
OG0009158	K23291
OG0009159	K01283
OG0009160	K16799
OG0009162	K14075
OG0009165	K01103
OG0009166	K02156
OG0009167	K10908
OG0009168	K05758
OG0009169	K23907
OG0009172	K16601
OG0009173	K18405
OG0009175	K14407
OG0009177	K00507
OG0009182	K01312
OG0009183	K09640
OG0009184	K01769
OG0009188	K06774
OG0009189	K26220
OG0009193	K00831
OG0009195	K09305
OG0009196	K09311
OG0009197	K09307
OG0009200	K02542
OG0009202	K06721
OG0009203	K04233
OG0009204	K00507
OG0009205	K06069
OG0009206	K10365
OG0009207	K03263
OG0009208	K17583
OG0009209	K03934
OG0009211	K09487
OG0009211	K04079
OG0009213	K07883
OG0009214	K01487
OG0009215	K05668
OG0009216	K03506
OG0009217	K24354
OG0009218	K03873
OG0009219	K16831
OG0009220	K16912
OG0009222	K13356
OG0009223	K15424
OG0009224	K04699
OG0009225	K04555
OG0009226	K18436
OG0009226	K13293
OG0009227	K04392
OG0009228	K21439
OG0009229	K27237
OG0009230	K21436
OG0009231	K05696
OG0009232	K23224
OG0009233	K21863
OG0009234	K23332
OG0009235	K08366
OG0009236	K17966
OG0009238	K12898
OG0009239	K00167
OG0009240	K08193
OG0009241	K12841
OG0009244	K13618
OG0009245	K19573
OG0009246	K20473
OG0009248	K17413
OG0009249	K06275
OG0009250	K08730
OG0009251	K18398
OG0009252	K02541
OG0009253	K03691
OG0009254	K02187
OG0009256	K23489
OG0009257	K17797
OG0009258	K10485
OG0009260	K11251
OG0009262	K12847
OG0009264	K08018
OG0009265	K17199
OG0009266	K03950
OG0009267	K19948
OG0009268	K04266
OG0009269	K07843
OG0009270	K02684
OG0009272	K05330
OG0009273	K08470
OG0009276	K19801
OG0009277	K14808
OG0009278	K06103
OG0009280	K11140
OG0009280	K13719
OG0009282	K01834
OG0009283	K07912
OG0009284	K00736
OG0009285	K06910
OG0009288	K24068
OG0009291	K00799
OG0009292	K08155
OG0009293	K22868
OG0009294	K18754
OG0009294	K03704
OG0009295	K24501
OG0009296	K02605
OG0009297	K01362
OG0009298	K18533
OG0009299	K07890
OG0009300	K06634
OG0009301	K22375
OG0009302	K00456
OG0009303	K12399
OG0009304	K13122
OG0009306	K22864
OG0009307	K08991
OG0009308	K08830
OG0009310	K16729
OG0009311	K10721
OG0009313	K20300
OG0009314	K16726
OG0009314	K06867
OG0009315	K20403
OG0009316	K25163
OG0009317	K13984
OG0009318	K22290
OG0009319	K03232
OG0009320	K14801
OG0009321	K12817
OG0009323	K20241
OG0009324	K15516
OG0009325	K21435
OG0009329	K01052
OG0009332	K24997
OG0009334	K00486
OG0009335	K11160
OG0009336	K19176
OG0009337	K22403
OG0009338	K00261
OG0009351	K08498
OG0009352	K00344
OG0009354	K18709
OG0009355	K24746
OG0009356	K03833
OG0009358	K16537
OG0009360	K06515
OG0009361	K07380
OG0009362	K14298
OG0009363	K00966
OG0009365	K09611
OG0009366	K01065
OG0009367	K03959
OG0009368	K05312
OG0009369	K02604
OG0009371	K15631
OG0009372	K09529
OG0009373	K07885
OG0009374	K21768
OG0009375	K21444
OG0009377	K19870
OG0009379	K14942
OG0009381	K04682
OG0009382	K18084
OG0009383	K14999
OG0009384	K21797
OG0009386	K18660
OG0009387	K18660
OG0009388	K03514
OG0009389	K19589
OG0009390	K20002
OG0009391	K00993
OG0009392	K18185
