module_ID	module_name	中文名	category_C	category_B	
M00824	9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core	9元环烯二炔核心的生物合成,丙二酰辅酶A→3-羟基十六碳-4,6,8,10,12,14-六烯酰-ACP→9元环烯二炔核心	Enediyne biosynthesis	Biosynthesis of terpenoids and polyketides	
M00823	Chlortetracycline biosynthesis, pretetramide => chlortetracycline	氯四环素的生物合成,前四环素酰胺→氯四环素	Type II polyketide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00803	dTDP-D-angolosamine biosynthesis	dTDP-D-安哥洛糖的生物合成	Polyketide sugar unit biosynthesis	Biosynthesis of terpenoids and polyketides	
M00802	dTDP-D-forosamine biosynthesis	dTDP-D-佛罗糖的生物合成	Polyketide sugar unit biosynthesis	Biosynthesis of terpenoids and polyketides	
M00801	dTDP-L-olivose biosynthesis	dTDP-L-橄榄糖的生物合成	Polyketide sugar unit biosynthesis	Biosynthesis of terpenoids and polyketides	
M00800	dTDP-L-megosamine biosynthesis	dTDP-L-梅戈糖的生物合成	Polyketide sugar unit biosynthesis	Biosynthesis of terpenoids and polyketides	
M00799	dTDP-L-oleandrose biosynthesis	dTDP-L-奥兰德糖的生物合成	Polyketide sugar unit biosynthesis	Biosynthesis of terpenoids and polyketides	
M00798	dTDP-L-mycarose biosynthesis	dTDP-L-麦芽庚糖的生物合成	Polyketide sugar unit biosynthesis	Biosynthesis of terpenoids and polyketides	
M00797	dTDP-D-desosamine biosynthesis	dTDP-D-脱氧岩藻糖的生物合成	Polyketide sugar unit biosynthesis	Biosynthesis of terpenoids and polyketides	
M00796	dTDP-D-mycaminose biosynthesis	dTDP-D-麦芽庚糖的生物合成	Polyketide sugar unit biosynthesis	Biosynthesis of terpenoids and polyketides	
M00795	dTDP-beta-L-noviose biosynthesis	dTDP-β-L-诺维糖的生物合成	Polyketide sugar unit biosynthesis	Biosynthesis of terpenoids and polyketides	
M00794	dTDP-6-deoxy-D-allose biosynthesis	dTDP-6-脱氧-D-阿洛糖的生物合成	Polyketide sugar unit biosynthesis	Biosynthesis of terpenoids and polyketides	
M00784	Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A	艾拉霉素的生物合成,8-脱甲基四环素C→艾拉霉素A	Type II polyketide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00783	Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C	四环素C/8-脱甲基四环素C的生物合成,四环素F2→四环素C/8-脱甲基四环素C	Type II polyketide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00782	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	米托霉素的生物合成,4-脱甲基前米托霉素酮→米托霉素	Type II polyketide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00781	Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone	诺加瓦酮/阿克瓦酮的生物合成,脱氧诺加瓦酸/脱氧阿克瓦酸→诺加瓦酮/阿克瓦酮	Type II polyketide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00780	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	四环素/氧四环素的生物合成,前四环素酰胺→四环素/氧四环素	Type II polyketide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	二氢卡拉芬的生物合成,八酮→二氢卡拉芬	Type II polyketide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00778	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	II型聚酮骨架的生物合成,酰基辅酶A+丙二酰辅酶A→聚酮	Type II polyketide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00777	Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b	阿维菌素的生物合成,2-甲基丁酰辅酶A/异丁酰辅酶A→6,8a-开环-6,8a-脱氧-5-氧代阿维菌素1a/1b糖苷→阿维菌素A1a/B1a/A1b/B1b	Macrolide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00776	Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin	皮克romycin/甲基皮克romycin的生物合成,甲基丙二酰辅酶A+丙二酰辅酶A→纳尔本内酯/10-脱氧甲基皮克romycin→皮克romycin/甲基皮克romycin	Macrolide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00775	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin	奥勒andomycin的生物合成,丙二酰辅酶A+甲基丙二酰辅酶A→8,8a-脱氧奥勒andomycin→奥勒andomycin	Macrolide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B	红霉素的生物合成,丙酰辅酶A+甲基丙二酰辅酶A→脱氧红霉素内酯B→红霉素A/B	Macrolide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	泰乐菌素的生物合成,甲基丙二酰辅酶A+丙二酰辅酶A→泰乐菌素内酯→泰乐菌素	Macrolide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	脱落酸的生物合成,β-胡萝卜素→脱落酸	Plant terpenoid biosynthesis	Biosynthesis of terpenoids and polyketides	
M00371	Castasterone biosynthesis, campesterol => castasterone	铸aster酮的生物合成,豆甾醇→铸aster酮	Plant terpenoid biosynthesis	Biosynthesis of terpenoids and polyketides	
M00365	C10-C20 isoprenoid biosynthesis, archaea	C10-C20异戊二烯的生物合成,古菌	Terpenoid backbone biosynthesis	Biosynthesis of terpenoids and polyketides	
M00364	C10-C20 isoprenoid biosynthesis, bacteria	C10-C20异戊二烯的生物合成,细菌	Terpenoid backbone biosynthesis	Biosynthesis of terpenoids and polyketides	
M00097	beta-Carotene biosynthesis, GGAP => beta-carotene	β-胡萝卜素的生物合成,GGAP→β-胡萝卜素	Plant terpenoid biosynthesis	Biosynthesis of terpenoids and polyketides	
M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	C5异戊二烯的生物合成,非甲羟戊酸途径	Terpenoid backbone biosynthesis	Biosynthesis of terpenoids and polyketides	
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	C5异戊二烯的生物合成,甲羟戊酸途径	Terpenoid backbone biosynthesis	Biosynthesis of terpenoids and polyketides	
ko01055	Biosynthesis of vancomycin group antibiotics	万古霉素类抗生素的生物合成	Metabolism of terpenoids and polyketides	Biosynthesis of terpenoids and polyketides	
ko01054	Nonribosomal peptide structures	非核糖体肽的结构	Metabolism of terpenoids and polyketides	Biosynthesis of terpenoids and polyketides	
ko01053	Biosynthesis of siderophore group nonribosomal peptides	铁载体类非核糖体肽的生物合成	Metabolism of terpenoids and polyketides	Biosynthesis of terpenoids and polyketides	
ko01052	Type I polyketide structures	I型聚酮结构	Metabolism of terpenoids and polyketides	Biosynthesis of terpenoids and polyketides	
ko01051	Biosynthesis of ansamycins	鞘氨醇类抗生素的生物合成	Metabolism of terpenoids and polyketides	Biosynthesis of terpenoids and polyketides	
ko00909	Sesquiterpenoid and triterpenoid biosynthesis	倍半萜类和三萜类化合物的生物合成	Metabolism of terpenoids and polyketides	Biosynthesis of terpenoids and polyketides	
ko00908	Zeatin biosynthesis	玉米素的生物合成	Metabolism of terpenoids and polyketides	Biosynthesis of terpenoids and polyketides	
ko00907	Pinene, camphor and geraniol degradation	松油烯,樟脑和香叶醇的降解	Metabolism of terpenoids and polyketides	Biosynthesis of terpenoids and polyketides	
ko00903	Limonene degradation	柠檬烯的降解	Metabolism of terpenoids and polyketides	Biosynthesis of terpenoids and polyketides	
ko00902	Monoterpenoid biosynthesis	单萜类化合物的生物合成	Metabolism of terpenoids and polyketides	Biosynthesis of terpenoids and polyketides	
M00981	Geissoschizine biosynthesis, tryptophan => geissoschizine	盖斯诺辛的生物合成,色氨酸→盖斯诺辛	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00980	Strychnine biosynthesis, geissoschizine => strychnine	士的宁的生物合成,盖斯诺辛→士的宁	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00979	Ajmaline biosynthesis, geissoschizine => ajmaline	阿吉马林的生物合成,盖斯诺辛→阿吉马林	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00971	QS-7 biosynthesis, 2,3-epoxysqualene => QS-7	QS-7的生物合成,2,3-环氧角鲨烯→QS-7	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00969	Fumagillin biosynthesis, farnesyl-PP => fumagillin	呋喃菌素的生物合成,法尼基-PP→呋喃菌素	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00967	Flavone degradation, luteolin/apigenin => DHCA/phloretate	黄酮的降解,木犀草素/芹菜素→DHCA/根皮苷	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00966	Equol biosynthesis, daidzein => equol	大豆素的生物合成,大豆素→野葛碱	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00965	Vinblastine biosynthesis, geissoschizine => vinblastine	文可宁碱的生物合成,盖斯诺辛→文可宁碱	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00964	Fumigaclavine biosynthesis, chanoclavine-I aldehyde => fumigaclavine C	毒麦碱的生物合成,奇异麦角碱-I醛→毒麦碱C	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00963	Chanoclavine aldehyde biosynthesis, tryptophan => chanoclavine-I aldehyde	奇异麦角碱醛的生物合成,色氨酸→奇异麦角碱-I醛	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00962	Psilocybin biosynthesis, tryptophan => psilocybin	魔芋碱的生物合成,色氨酸→魔芋碱	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00961	Betacyanin biosynthesis, L-tyrosine => amaranthin	甜菜红素的生物合成,L-酪氨酸→胭脂花素	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00953	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid	木贼酸的生物合成,甲硫氨酸→3-表环氧木贼酸	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00952	Benzoxazinoid biosynthesis, indoleglycerol phosphate => DIMBOA-glucoside	苯并恶嗪类化合物的生物合成,吲哚甘油磷酸→DIMBOA-葡萄糖苷	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00951	Cremeomycin biosynthesis, aspartate/3,4-AHBA => cremeomycin	克雷莫霉素的生物合成,天冬氨酸/3,4-AHBA→克雷莫霉素	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00946	Noscapine biosynthesis, (S)-reticuline => noscapine	可待因的生物合成,(S)-网纹碱→可待因	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00945	Sanguinarine biosynthesis, (S)-reticuline => sanguinarine	血根碱的生物合成,(S)-网纹碱→血根碱	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00944	Morphine biosynthesis, (S)-reticuline => morphine	吗啡的生物合成,(S)-网纹碱→吗啡	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00943	Reticuline biosynthesis, dopamine + 4HPAA => (S)-reticuline	网纹碱的生物合成,多巴+4-羟基苯丙氨酸→(S)-网纹碱	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00942	Pterocarpan biosynthesis, daidzein => medicarpin	豆血红蛋白的生物合成,大豆素→豆血红蛋白	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00941	Isoflavone biosynthesis, liquiritigenin/naringenin => daidzein/genistein	异黄酮的生物合成,甘草素/橙皮苷→大豆素/染料木素	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00940	Flavanone biosynthesis, p-coumaroyl-CoA => liquiritigenin	黄烷酮的生物合成,对-香豆酰辅酶A→甘草素	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00921	Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin	环辛醇的生物合成,二甲基烯丙基-PP+异戊烯基-PP→环辛醇	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00918	Aerobactin biosynthesis, lysine => aerobactin	空肠杆菌素的生物合成,赖氨酸→空肠杆菌素	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00906	Ethynylserine biosynthesis, lysine => ethynylserine	乙炔丝氨酸的生物合成,赖氨酸→乙炔丝氨酸	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00905	Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B	Grixazone的生物合成,天冬氨酸4-半醛→GrixazoneB	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00904	Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C	Dapdiamides的生物合成,L-2,3-二氨基丙酸→DapdiamideA/B/C	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00903	Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin	磷霉素的生物合成,磷酸烯醇式丙酮酸→磷霉素	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00902	Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin	毒芹素的生物合成,松柏醇→毒芹素	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00900	Crocin biosynthesis, crocetin => crocin	藏红花素的生物合成,藏红花酸→藏红花素	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00894	Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol	大麻二酚的生物合成,丙二酰辅酶A→大麻二酚/大麻素	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00890	Roseoflavin biosynthesis, FMN => roseoflavin	玫瑰红素的生物合成,FMN→玫瑰红素	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00889	Puromycin biosynthesis, ATP => puromycin	博来霉素的生物合成,ATP→博来霉素	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00877	Kanosamine biosynthesis, glucose 6-phosphate => kanosamine	卡那糖的生物合成,葡萄糖-6-磷酸→卡那糖	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00876	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A	葡萄球菌铁载体A的生物合成,L-鸟氨酸→葡萄球菌铁载体A	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	葡萄球菌铁载体B的生物合成,L-丝氨酸→葡萄球菌铁载体B	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00848	Aurachin biosynthesis, anthranilate => aurachin A	金霉素的生物合成,邻氨基苯甲酸→金霉素A	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin	十一碳产物红素的生物合成,L-脯氨酸→十一碳产物红素	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00837	Prodigiosin biosynthesis, L-proline => prodigiosin	产物红素的生物合成,L-脯氨酸→产物红素	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00835	Pyocyanine biosynthesis, chorismate => pyocyanine	脓青霉素的生物合成,预苯酸→脓青霉素	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00819	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone	潘塔烯内酯的生物合成,法尼基-PP→潘塔烯内酯	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00815	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A	伐地霉素A的生物合成,七碳糖-7P→伐地霉素A	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00814	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	阿卡波糖的生物合成,七碳糖-7P→阿卡波糖	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00808	Violacein biosynthesis, tryptophan => violacein	紫红霉素的生物合成,色氨酸→紫红霉素	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00805	Staurosporine biosynthesis, tryptophan => staurosporine	staurosporine的生物合成,色氨酸→staurosporine	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00790	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin	吡咯菌素的生物合成,色氨酸→吡咯菌素	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00789	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	丽贝霉素的生物合成,色氨酸→丽贝霉素	Biosynthesis of other bacterial compounds	Biosynthesis of other secondary metabolites	
M00788	Terpentecin biosynthesis, GGAP => terpentecin	特戊酸内酯的生物合成,GGAP→特戊酸内酯	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00787	Bacilysin biosynthesis, prephenate => bacilysin	杆菌肽的生物合成,预苯酸→杆菌肽	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00785	Cycloserine biosynthesis, arginine/serine => cycloserine	环丝氨酸的生物合成,精氨酸/丝氨酸→环丝氨酸	Biosynthesis of other antibiotics	Biosynthesis of other secondary metabolites	
M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A	诺卡菌素A的生物合成,L-pHPG+精氨酸+丝氨酸→诺卡菌素A	Biosynthesis of beta-lactams	Biosynthesis of other secondary metabolites	
M00675	Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate	碳青霉烯-3-羧酸的生物合成,吡咯啉-5-羧酸+丙二酰辅酶A→碳青霉烯-3-羧酸	Biosynthesis of beta-lactams	Biosynthesis of other secondary metabolites	
M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate	克拉维酸的生物合成,精氨酸+3-磷酸甘油醛→克拉维酸	Biosynthesis of beta-lactams	Biosynthesis of other secondary metabolites	
M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C	头孢氨苄C的生物合成,氨基己二酸+半胱氨酸+缬氨酸→头孢氨苄C	Biosynthesis of beta-lactams	Biosynthesis of other secondary metabolites	
M00672	Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin	青霉素的生物合成,氨基己二酸+半胱氨酸+缬氨酸→青霉素	Biosynthesis of beta-lactams	Biosynthesis of other secondary metabolites	
M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin	芥子油苷的生物合成,色氨酸→葡糖芥子素	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00138	Flavonoid biosynthesis, naringenin => pelargonidin	黄酮类化合物的生物合成,橙皮苷→天竺葵素	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00137	Flavanone biosynthesis, phenylalanine => naringenin	黄烷酮的生物合成,苯丙氨酸→橙皮苷	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	单木质素的生物合成,苯丙氨酸/酪氨酸→单木质素	Biosynthesis of phytochemical compounds	Biosynthesis of other secondary metabolites	
ko00996	Biosynthesis of various alkaloids	各种生物碱的生物合成	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	
ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis	莨菪碱,吡啶和吡啶类生物碱的生物合成	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	
ko00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis	茜草素,二芳基庚烷和姜辣素的生物合成	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	
ko00944	Flavone and flavonol biosynthesis	黄酮和黄酮醇的生物合成	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	
ko00942	Anthocyanin biosynthesis	花青素的生物合成	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	
ko00524	Neomycin, kanamycin and gentamicin biosynthesis	新霉素,卡那霉素和庆大霉素的生物合成	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	
ko00402	Benzoxazinoid biosynthesis	苯并恶嗪类化合物的生物合成	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	
ko00401	Novobiocin biosynthesis	新霉素的生物合成	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	
ko02040	Flagellar assembly	鞭毛的组装	Cell motility	Bacterial sensing and chemotaxis	
ko02030	Bacterial chemotaxis	细菌趋化性	Cell motility	Bacterial sensing and chemotaxis	
ko02026	Biofilm formation - Escherichia coli	生物膜形成--大肠杆菌	Cellular community - prokaryotes	Bacterial sensing and chemotaxis	
ko02025	Biofilm formation - Pseudomonas aeruginosa	生物膜形成--铜绿假单胞菌	Cellular community - prokaryotes	Bacterial sensing and chemotaxis	
ko02024	Quorum sensing	群体感应	Cellular community - prokaryotes	Bacterial sensing and chemotaxis	
M00978	Ornithine-ammonia cycle	鸟氨酸-氨循环	Arginine and proline metabolism	Amino acid metabolism	
M00975	Betaine degradation, bacteria, betaine => pyruvate	甜菜碱降解,细菌,甜菜碱→丙酮酸	Serine and threonine metabolism	Amino acid metabolism	
M00972	Proline metabolism	脯氨酸代谢	Arginine and proline metabolism	Amino acid metabolism	
M00970	Proline degradation, proline => glutamate	脯氨酸的降解,脯氨酸→谷氨酸	Arginine and proline metabolism	Amino acid metabolism	
M00960	Lysine degradation, bacteria, L-lysine => D-lysine => succinate	赖氨酸的降解,细菌,L-赖氨酸→D-赖氨酸→琥珀酸	Lysine metabolism	Amino acid metabolism	
M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	赖氨酸的降解,细菌,L-赖氨酸→谷氨酸→琥珀酸/乙酰辅酶A	Lysine metabolism	Amino acid metabolism	
M00956	Lysine degradation, bacteria, L-lysine => succinate	赖氨酸的降解,细菌,L-赖氨酸→琥珀酸	Lysine metabolism	Amino acid metabolism	
M00949	Staphylopine biosynthesis, L-histidine => staphylopine	葡萄球菌素的生物合成,L-组氨酸→葡萄球菌素	Other amino acid metabolism	Amino acid metabolism	
M00948	Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate	羟脯氨酸的降解,反式-4-羟基-L-脯氨酸→2-氧戊二酸	Other amino acid metabolism	Amino acid metabolism	
M00947	D-Arginine racemization, D-arginine => L-arginine	D-精氨酸的消旋,D-精氨酸→L-精氨酸	Other amino acid metabolism	Amino acid metabolism	
M00919	Ectoine degradation, ectoine => aspartate	生物合成的降解,ectoine→天冬氨酸	Serine and threonine metabolism	Amino acid metabolism	
M00910	Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine	苯丙氨酸的生物合成,预苯酸→芳香酸→苯丙氨酸	Aromatic amino acid metabolism	Amino acid metabolism	
M00879	Arginine succinyltransferase pathway, arginine => glutamate	精氨酸琥珀酸转移酶途径,精氨酸→谷氨酸	Arginine and proline metabolism	Amino acid metabolism	
M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	精氨酸的生物合成,谷氨酸→乙酰瓜氨酸→精氨酸	Arginine and proline metabolism	Amino acid metabolism	
M00844	Arginine biosynthesis, ornithine => arginine	精氨酸的生物合成,鸟氨酸→精氨酸	Arginine and proline metabolism	Amino acid metabolism	
M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	鸟氨酸的生物合成,由LysW介导,谷氨酸→鸟氨酸	Arginine and proline metabolism	Amino acid metabolism	
M00621	Glycine cleavage system	甘氨酸裂解系统	Serine and threonine metabolism	Amino acid metabolism	
M00609	Cysteine biosynthesis, methionine => cysteine	半胱氨酸的生物合成,甲硫氨酸→半胱氨酸	Cysteine and methionine metabolism	Amino acid metabolism	
M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	异亮氨酸的生物合成,苏氨酸→α-酮丁酸→异亮氨酸	Branched-chain amino acid metabolism	Amino acid metabolism	
M00555	Betaine biosynthesis, choline => betaine	甜菜碱的生物合成,胆碱→甜菜碱	Serine and threonine metabolism	Amino acid metabolism	
M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	异亮氨酸的生物合成,丙酮酸→α-酮丁酸	Branched-chain amino acid metabolism	Amino acid metabolism	
M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	同型原儿茶酸的降解,同型原儿茶酸→2-氧代庚二烯二酸	Aromatic amino acid metabolism	Amino acid metabolism	
M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	赖氨酸的生物合成,DAP转氨酶途径,天冬氨酸→赖氨酸	Lysine metabolism	Amino acid metabolism	
M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	赖氨酸的生物合成,DAP脱氢酶途径,天冬氨酸→赖氨酸	Lysine metabolism	Amino acid metabolism	
M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	赖氨酸的生物合成,乙酰-DAP途径,天冬氨酸→赖氨酸	Lysine metabolism	Amino acid metabolism	
M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	赖氨酸的生物合成,α-酮戊二酸→α-酮己二酸	Lysine metabolism	Amino acid metabolism	
M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	缬氨酸的生物合成,α-酮异戊酸→α-酮异己酸	Branched-chain amino acid metabolism	Amino acid metabolism	
M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin	氰基糖苷的生物合成,酪氨酸→毒芹素	Other amino acid metabolism	Amino acid metabolism	
M00368	Ethylene biosynthesis, methionine => ethylene	乙烯的生物合成,甲硫氨酸→乙烯	Cysteine and methionine metabolism	Amino acid metabolism	
M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	半胱氨酸的生物合成,同型半胱氨酸+丝氨酸→半胱氨酸	Cysteine and methionine metabolism	Amino acid metabolism	
M00136	GABA biosynthesis, prokaryotes, putrescine => GABA	GABA的生物合成,原核生物,腐胺→GABA	Polyamine biosynthesis	Amino acid metabolism	
M00134	Polyamine biosynthesis, arginine => ornithine => putrescine	多胺的生物合成,精氨酸→鸟氨酸→腐胺	Polyamine biosynthesis	Amino acid metabolism	
M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	多胺的生物合成,精氨酸→精脒→腐胺→亚精胺	Polyamine biosynthesis	Amino acid metabolism	
M00118	Glutathione biosynthesis, glutamate => glutathione	谷胱甘肽的生物合成,谷氨酸→谷胱甘肽	Other amino acid metabolism	Amino acid metabolism	
M00047	Creatine pathway	肌酸途径	Arginine and proline metabolism	Amino acid metabolism	
M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	组氨酸的降解,组氨酸→N-甲酰基亚氨基谷氨酸→谷氨酸	Histidine metabolism	Amino acid metabolism	
M00044	Tyrosine degradation, tyrosine => homogentisate	酪氨酸的降解,酪氨酸→同型尿黑酸	Aromatic amino acid metabolism	Amino acid metabolism	
